t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,luma_mean,luma_center,depth_near,depth_center,depth_valid
16.3003,squat,face,0.014015,0.010893,0.842882,0.469317,0.527055,0.157846,0.088788,0.842882,0.014015,7,,,,,,leaving,1,6,debug,0.006000,0.012000,,0.539722,0.610321,0.635000,1.605000,1.000000
16.3336,squat,face,0.014594,0.012003,0.833854,0.465708,0.533882,0.161073,0.090604,0.833854,0.014594,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.539952,0.607474,,,
16.3670,squat,face,0.015582,0.013077,0.857242,0.462102,0.526351,0.166436,0.093620,0.857242,0.015582,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.540568,0.608747,0.625000,1.595000,1.000000
16.4003,squat,face,0.017281,0.014338,0.842302,0.454354,0.522185,0.175277,0.098593,0.842302,0.017281,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.542580,0.609045,,,
16.4336,squat,face,0.017200,0.015197,0.827683,0.462337,0.524729,0.174863,0.098360,0.827683,0.017200,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.544221,0.610581,0.605000,1.595000,1.000000
16.5003,squat,face,0.016228,0.015506,0.833854,0.467175,0.516807,0.169851,0.095541,0.833854,0.016228,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.548812,0.617391,0.595000,1.595000,1.000000
16.5336,squat,face,0.014948,0.015338,0.843750,0.466341,0.509257,0.163013,0.091695,0.843750,0.014948,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.551304,0.622169,0.585000,1.595000,1.000000
16.6003,squat,face,0.011544,0.014200,0.847215,0.477302,0.521230,0.143257,0.080582,0.847215,0.011544,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.556556,0.631202,,,
16.6336,squat,face,0.011755,0.013467,0.852959,0.477638,0.518617,0.144560,0.081315,0.852959,0.011755,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.560377,0.637854,0.585000,1.595000,1.000000
16.6670,squat,face,0.012081,0.013051,0.816995,0.464115,0.521340,0.146550,0.082434,0.816995,0.012081,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.564706,0.641446,0.585000,1.595000,1.000000
16.7003,squat,face,0.011662,0.012634,0.784057,0.466981,0.529289,0.143988,0.080993,0.784057,0.011662,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.569269,0.644843,0.575000,1.605000,1.000000
16.7336,squat,face,0.009011,0.011547,0.766740,0.473617,0.527319,0.126571,0.071196,0.766740,0.009011,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.573346,0.646089,0.585000,1.605000,1.000000
16.7670,squat,face,0.006997,0.010182,0.751301,0.482182,0.532371,0.111531,0.062736,0.751301,0.006997,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.578257,0.650269,0.585000,1.595000,1.000000
16.8003,squat,face,0.006778,0.009161,0.753572,0.475729,0.532034,0.109772,0.061747,0.753572,0.006778,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.583648,0.651090,0.595000,1.595000,1.000000
16.8336,squat,face,0.006102,0.008243,0.705378,0.480035,0.536167,0.104157,0.058588,0.705378,0.006102,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.588379,0.653901,,,
16.8670,squat,face,0.008187,0.008227,0.678564,0.469644,0.536569,0.120646,0.067863,0.678564,0.008187,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.592780,0.654904,0.615000,1.585000,1.000000
16.9336,squat,face,0.007289,0.007945,0.676041,0.464832,0.547307,0.113831,0.064030,0.676041,0.007289,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.596190,0.654666,,,
16.9670,squat,face,0.006774,0.007594,0.643287,0.463958,0.550476,0.109739,0.061728,0.643287,0.006774,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.596696,0.654252,0.625000,1.585000,1.000000
17.0003,squat,face,0.005915,0.007090,0.694390,0.468915,0.549377,0.102546,0.057682,0.694390,0.005915,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.594768,0.654777,0.635000,1.585000,1.000000
17.0336,squat,face,0.005724,0.006680,0.699819,0.472189,0.551474,0.100877,0.056744,0.699819,0.005724,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.593102,0.655306,0.635000,1.585000,1.000000
17.0670,squat,face,0.005097,0.006205,0.728534,0.469188,0.556560,0.095191,0.053545,0.728534,0.005097,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.590609,0.656476,,,
17.1003,squat,face,0.005592,0.006021,0.754220,0.469048,0.560627,0.099702,0.056083,0.754220,0.005592,7,,,,,,peaked,1,6,debug,0.006000,0.012000,,0.588240,0.655327,0.635000,1.595000,1.000000
17.1336,squat,face,0.005736,0.005936,0.711581,0.466348,0.559407,0.100979,0.056801,0.711581,0.005736,7,,,,,rep,rest,1,7,debug,0.006000,0.012000,,0.586924,0.655096,,,
17.1670,squat,face,0.005317,0.005750,0.689096,0.468313,0.560632,0.097222,0.054688,0.689096,0.005317,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.585176,0.653387,0.645000,1.595000,1.000000
17.2003,squat,face,0.005296,0.005614,0.665486,0.466256,0.565009,0.097027,0.054578,0.665486,0.005296,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.583759,0.654422,0.645000,1.595000,1.000000
17.2670,squat,face,0.005350,0.005535,0.717730,0.467230,0.573986,0.097528,0.054860,0.717730,0.005350,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.578648,0.656340,,,
17.3003,squat,face,0.005695,0.005583,0.681257,0.463124,0.574209,0.100623,0.056601,0.681257,0.005695,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.575535,0.656617,0.645000,1.595000,1.000000
17.3336,squat,face,0.004971,0.005399,0.759381,0.465250,0.577026,0.094009,0.052880,0.759381,0.004971,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.573161,0.660168,0.655000,1.605000,1.000000
17.3670,squat,face,0.005157,0.005327,0.745756,0.463418,0.577048,0.095747,0.053858,0.745756,0.005157,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.570088,0.659173,0.655000,1.605000,1.000000
17.4336,squat,face,0.005157,0.005276,0.752600,0.457807,0.582696,0.095752,0.053861,0.752600,0.005157,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.567473,0.658561,,,
17.4670,squat,face,0.005186,0.005249,0.770235,0.455868,0.581078,0.096015,0.054008,0.770235,0.005186,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.565876,0.656638,0.655000,1.605000,1.000000
17.5337,squat,face,0.004945,0.005158,0.775605,0.456778,0.581802,0.093759,0.052740,0.775605,0.004945,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.563856,0.655675,0.655000,1.605000,1.000000
17.5670,squat,face,0.005100,0.005140,0.758738,0.458741,0.583203,0.095214,0.053558,0.758738,0.005100,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.563329,0.654802,0.655000,1.615000,1.000000
17.6003,squat,face,0.005288,0.005184,0.709864,0.463244,0.576862,0.096956,0.054538,0.709864,0.005288,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.563484,0.654356,,,
17.6337,squat,face,0.005106,0.005161,0.744118,0.461787,0.575548,0.095275,0.053592,0.744118,0.005106,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.563926,0.654112,0.655000,1.615000,1.000000
17.6670,squat,face,0.004980,0.005106,0.755514,0.467373,0.574208,0.094088,0.052924,0.755514,0.004980,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.563437,0.650583,,,
17.7003,squat,face,0.005132,0.005114,0.772766,0.461566,0.574610,0.095518,0.053729,0.772766,0.005132,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.564773,0.649563,0.655000,1.615000,1.000000
17.7670,squat,face,0.005810,0.005323,0.757128,0.462646,0.563796,0.101628,0.057166,0.757128,0.005810,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.567560,0.641697,0.655000,1.615000,1.000000
17.8003,squat,face,0.005119,0.005262,0.786545,0.470215,0.560122,0.095398,0.053662,0.786545,0.005119,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.570753,0.639982,0.655000,1.625000,1.000000
17.8337,squat,face,0.005098,0.005213,0.808886,0.469758,0.559927,0.095205,0.053553,0.808886,0.005098,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.572924,0.638853,,,
17.8670,squat,face,0.005611,0.005332,0.802219,0.466255,0.557064,0.099875,0.056180,0.802219,0.005611,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.574577,0.636686,0.655000,1.625000,1.000000
17.9003,squat,face,0.005881,0.005497,0.801610,0.466653,0.549401,0.102250,0.057516,0.801610,0.005881,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.576303,0.637465,,,
17.9337,squat,face,0.005227,0.005416,0.807073,0.472790,0.550292,0.096394,0.054221,0.807073,0.005227,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.575907,0.634371,0.655000,1.625000,1.000000
17.9670,squat,face,0.007063,0.005910,0.793959,0.459386,0.545022,0.112052,0.063029,0.793959,0.007063,7,,,,,,rest,1,7,debug,0.006000,0.012000,,0.575275,0.634277,0.655000,1.625000,1.000000
18.0003,squat,face,0.006888,0.006203,0.747065,0.463493,0.547310,0.110662,0.062248,0.747065,0.006888,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.573353,0.629015,,,
18.0337,squat,face,0.005795,0.006081,0.775919,0.472994,0.545218,0.101501,0.057094,0.775919,0.005795,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.573564,0.629408,0.665000,1.625000,1.000000
18.0670,squat,face,0.006807,0.006299,0.712952,0.471753,0.540418,0.110005,0.061878,0.712952,0.006807,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.571404,0.626193,0.675000,1.625000,1.000000
18.1337,squat,face,0.007049,0.006524,0.732877,0.475658,0.532004,0.111943,0.062968,0.732877,0.007049,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.561701,0.621730,0.675000,1.625000,1.000000
18.1670,squat,face,0.007102,0.006697,0.777805,0.475315,0.524692,0.112366,0.063206,0.777805,0.007102,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.557319,0.621216,,,
18.2003,squat,face,0.008398,0.007207,0.724838,0.467255,0.525744,0.122187,0.068730,0.724838,0.008398,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.553664,0.620412,0.655000,1.625000,1.000000
18.2337,squat,face,0.009974,0.008037,0.687678,0.468818,0.526076,0.133158,0.074901,0.687678,0.009974,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.550953,0.620073,0.645000,1.615000,1.000000
18.3003,squat,face,0.011725,0.009144,0.718070,0.468769,0.520679,0.144377,0.081212,0.718070,0.011725,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.548033,0.619337,,,
18.3337,squat,face,0.011771,0.009932,0.781875,0.473256,0.522065,0.144660,0.081371,0.781875,0.011771,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.548070,0.618060,0.635000,1.605000,1.000000
18.3670,squat,face,0.010981,0.010247,0.787475,0.473839,0.522197,0.139717,0.078591,0.787475,0.010981,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.548919,0.617673,0.625000,1.605000,1.000000
18.4003,squat,face,0.010975,0.010465,0.823543,0.475056,0.520249,0.139680,0.078570,0.823543,0.010975,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.549269,0.618244,0.625000,1.605000,1.000000
18.4337,squat,face,0.011501,0.010776,0.793344,0.473983,0.530160,0.142992,0.080433,0.793344,0.011501,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.550450,0.619459,0.615000,1.605000,1.000000
18.4670,squat,face,0.011828,0.011092,0.796722,0.476115,0.530613,0.145010,0.081568,0.796722,0.011828,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.552416,0.621347,0.605000,1.605000,1.000000
18.5337,squat,face,0.010778,0.010997,0.835901,0.482108,0.521523,0.138420,0.077861,0.835901,0.010778,7,,,,,,leaving,1,7,debug,0.006000,0.012000,,0.558100,0.627376,,,
18.5670,squat,face,0.014396,0.012017,0.793959,0.470511,0.526393,0.159980,0.089989,0.793959,0.014396,7,,,,,,peaked,1,7,debug,0.006000,0.012000,,0.560772,0.630654,0.595000,1.605000,1.000000
18.6003,squat,face,0.013507,0.012464,0.747391,0.465205,0.523206,0.154960,0.087165,0.747391,0.013507,7,,,,,,peaked,1,7,debug,0.006000,0.012000,,0.563838,0.635970,0.595000,1.605000,1.000000
18.6337,squat,face,0.012923,0.012602,0.744446,0.457184,0.526905,0.151575,0.085261,0.744446,0.012923,7,,,,,,peaked,1,7,debug,0.006000,0.012000,,0.567804,0.641090,0.595000,1.605000,1.000000
18.6670,squat,face,0.011029,0.012130,0.648767,0.468390,0.524698,0.140028,0.078765,0.648767,0.011029,7,,,,,,peaked,1,7,debug,0.006000,0.012000,,0.571517,0.645197,,,
18.7003,squat,face,0.009992,0.011489,0.600496,0.463392,0.529231,0.133281,0.074970,0.600496,0.009992,7,,,,,,peaked,1,7,debug,0.006000,0.012000,,0.575494,0.648174,0.595000,1.605000,1.000000
18.7337,squat,face,0.011296,0.011431,0.602728,0.459534,0.536633,0.141709,0.079712,0.602728,0.011296,7,,,,,,peaked,1,7,debug,0.006000,0.012000,,0.578834,0.650306,,,
18.7670,squat,face,,0.011431,0.000000,,,,,,,,,,,,,peaked,1,7,debug,0.006000,0.012000,,0.583129,0.652160,0.605000,1.605000,1.000000
18.8003,squat,face,0.007779,0.010335,0.626171,0.469644,0.530556,0.117601,0.066151,0.626171,0.007779,7,,,,,,peaked,1,7,debug,0.006000,0.012000,,0.587366,0.654513,0.605000,1.605000,1.000000
18.8670,squat,face,0.006516,0.009190,0.609976,0.473478,0.532101,0.107633,0.060543,0.609976,0.006516,7,,,,,,peaked,1,7,debug,0.006000,0.012000,,0.595001,0.656522,,,
18.9003,squat,face,0.006462,0.008371,0.661253,0.411561,0.400359,0.107181,0.060289,0.661253,0.006462,5,0.453232,0.309196,,0.796387,,peaked,1,7,debug,0.006000,0.012000,0.370571,0.596547,0.657232,0.625000,1.605000,1.000000
18.9337,squat,face,0.008692,0.008468,0.684653,0.408882,0.391326,0.124307,0.069923,0.684653,0.008692,5,0.450232,0.313430,,0.775879,,peaked,1,7,debug,0.006000,0.012000,0.361200,0.596596,0.657865,0.635000,1.605000,1.000000
18.9670,squat,face,0.009992,0.008925,0.674052,0.406419,0.382372,0.133281,0.074971,0.674052,0.009992,5,0.446956,0.316395,0.029720,0.782715,,peaked,1,7,debug,0.006000,0.012000,0.358142,0.595433,0.655924,0.635000,1.605000,1.000000
19.0003,squat,face,0.005020,0.007753,0.705897,0.426445,0.398689,0.094470,0.053140,0.705897,0.005020,5,0.445302,0.321238,,0.774414,,peaked,1,7,debug,0.006000,0.012000,0.347042,0.593078,0.655209,,,
19.0337,squat,face,0.005322,0.007024,0.745756,0.428859,0.395816,0.097267,0.054713,0.745756,0.005322,5,0.441849,0.326099,0.052141,0.591309,,peaked,1,7,debug,0.006000,0.012000,0.334592,0.591373,0.654920,0.635000,1.595000,1.000000
19.0670,squat,face,0.005319,0.006513,0.754220,0.421103,0.392674,0.097245,0.054700,0.754220,0.005319,5,0.439299,0.326827,,0.707031,,peaked,1,7,debug,0.006000,0.012000,0.318052,0.588501,0.652984,0.645000,1.595000,1.000000
19.1337,squat,face,0.004907,0.006031,0.741159,0.430998,0.391952,0.093400,0.052538,0.741159,0.004907,5,0.434265,0.331821,0.089708,0.617188,,peaked,1,7,debug,0.006000,0.012000,0.303267,0.584686,0.650236,0.645000,1.605000,1.000000
19.1670,squat,face,0.004768,0.005652,0.619507,0.430492,0.389811,0.092069,0.051789,0.619507,0.004768,5,0.431328,0.332054,0.090867,0.614746,rep,rest,1,8,debug,0.006000,0.012000,0.298232,0.584568,0.652266,0.655000,1.605000,1.000000
19.2337,squat,face,0.006249,0.005831,0.598052,0.426509,0.378710,0.105403,0.059289,0.598052,0.006249,5,0.423496,0.330046,0.106883,0.681152,,rest,1,8,debug,0.006000,0.012000,0.276595,0.582291,0.650876,,,
19.2670,squat,face,0.005489,0.005728,0.597848,0.428139,0.379866,0.098780,0.055564,0.597848,0.005489,5,0.420041,0.327702,0.128994,0.718750,,rest,1,8,debug,0.006000,0.012000,0.269419,0.579483,0.650743,0.665000,1.605000,1.000000
19.3003,squat,face,0.007735,0.006330,0.595392,0.422181,0.367421,0.117263,0.065961,0.595392,0.007735,5,0.418202,0.324562,0.142044,0.820801,,leaving,1,8,debug,0.006000,0.012000,0.272711,0.575864,0.652014,0.665000,1.605000,1.000000
19.3337,squat,face,0.005715,0.006146,0.684296,0.428894,0.373211,0.100796,0.056698,0.684296,0.005715,5,0.415226,0.321853,0.141143,0.816406,,leaving,1,8,debug,0.006000,0.012000,0.271729,0.573652,0.651658,0.665000,1.605000,1.000000
19.4004,squat,face,0.004986,0.005798,0.831802,0.430166,0.374531,0.094148,0.052958,0.831802,0.004986,5,0.411287,0.318549,0.129231,0.854004,,rest,1,8,debug,0.006000,0.012000,0.268566,0.571129,0.650681,,,
19.4337,squat,face,0.005104,0.005590,0.857811,0.427044,0.377286,0.095260,0.053584,0.857811,0.005104,5,0.411642,0.320675,0.123683,0.845215,,rest,1,8,debug,0.006000,0.012000,0.269519,0.569506,0.647743,0.665000,1.605000,1.000000
19.4670,squat,face,0.005985,0.005708,0.875837,0.420193,0.376450,0.103152,0.058023,0.875837,0.005985,5,0.416649,0.323245,0.121303,0.834961,,rest,1,8,debug,0.006000,0.012000,0.271037,0.569885,0.646088,0.665000,1.605000,1.000000
19.5004,squat,face,0.005558,0.005663,0.781250,0.419162,0.382116,0.099402,0.055914,0.781250,0.005558,5,0.420218,0.325085,0.117604,0.846680,,rest,1,8,debug,0.006000,0.012000,0.273021,0.570497,0.640782,,,
19.5337,squat,face,0.005602,0.005645,0.812199,0.410237,0.387142,0.099795,0.056135,0.812199,0.005602,5,0.423222,0.328147,0.121644,0.809082,,rest,1,8,debug,0.006000,0.012000,0.276117,0.572496,0.639193,0.665000,1.615000,1.000000
19.5670,squat,face,0.005833,0.005701,0.813101,0.405513,0.392378,0.101828,0.057278,0.813101,0.005833,5,0.431494,0.329302,0.104322,0.879395,,rest,1,8,debug,0.006000,0.012000,0.284839,0.573261,0.634447,0.665000,1.615000,1.000000
19.6004,squat,face,0.006128,0.005829,0.872485,0.395624,0.397849,0.104378,0.058712,0.872485,0.006128,5,0.435195,0.331104,0.096798,0.901367,,rest,1,8,debug,0.006000,0.012000,0.288500,0.573456,0.626730,,,
19.6337,squat,face,0.006929,0.006159,0.811297,0.388419,0.401166,0.110991,0.062432,0.811297,0.006929,5,0.440134,0.334087,0.087868,0.775879,,leaving,1,8,debug,0.006000,0.012000,0.294087,0.572784,0.618101,0.675000,1.615000,1.000000
19.7004,squat,face,0.007416,0.006536,0.894318,0.367391,0.411112,0.114823,0.064588,0.894318,0.007416,5,0.451952,0.338339,0.062779,0.809082,,leaving,1,8,debug,0.006000,0.012000,0.305506,0.572451,0.605215,,,
19.7337,squat,face,0.008267,0.007056,0.793344,0.357214,0.414171,0.121233,0.068193,0.793344,0.008267,5,0.459708,0.340045,0.059917,0.853027,,leaving,1,8,debug,0.006000,0.012000,0.311137,0.571214,0.601423,0.675000,1.605000,1.000000
19.7670,squat,face,0.008782,0.007574,0.894318,0.346263,0.416630,0.124951,0.070285,0.894318,0.008782,5,0.460116,0.338477,0.046920,0.901855,,leaving,1,8,debug,0.006000,0.012000,0.320938,0.567672,0.598432,0.675000,1.595000,1.000000
19.8004,squat,face,0.009579,0.008175,0.890762,0.330771,0.418987,0.130497,0.073404,0.890762,0.009579,5,0.461176,0.336322,0.034440,0.815918,,leaving,1,8,debug,0.006000,0.012000,0.328420,0.561935,0.595972,0.695000,1.565000,1.000000
19.8670,squat,face,0.013129,0.009661,0.877229,0.299861,0.413207,0.152777,0.085937,0.877229,0.013129,5,0.470085,0.325366,0.028748,0.840332,,leaving,1,8,debug,0.006000,0.012000,0.350588,0.553717,0.596211,,,
