t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,luma_mean,luma_center,depth_near,depth_center,depth_valid
0.0000,squat,face,0.026948,0.032408,0.916696,0.291579,0.560073,0.123119,0.218879,0.916696,0.026948,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.598522,0.641112,,,
0.0333,squat,face,0.036710,0.033699,0.929917,0.278660,0.536831,0.143699,0.255464,0.929917,0.036710,2,0.660155,0.677375,,0.817383,,rest,0,0,debug,0.006000,0.012000,0.378948,0.600526,0.639581,0.575000,1.705000,1.000000
0.1000,squat,face,0.030494,0.032737,0.930705,0.288320,0.546242,0.130968,0.232832,0.930705,0.030494,2,0.656346,0.674418,,0.818848,,rest,0,0,debug,0.006000,0.012000,0.378518,0.599855,0.638632,,,
0.1333,squat,face,0.031145,0.032260,0.932015,0.284541,0.546146,0.132360,0.235307,0.932015,0.031145,2,0.656305,0.674070,,0.813965,,rest,0,0,debug,0.006000,0.012000,0.377202,0.599208,0.638728,0.575000,1.705000,1.000000
0.1667,squat,face,0.031649,0.032076,0.931491,0.284392,0.543038,0.133426,0.237202,0.931491,0.031649,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.598633,0.638639,0.575000,1.695000,1.000000
0.2000,squat,face,0.026636,0.030444,0.928867,0.295156,0.556245,0.122404,0.217607,0.928867,0.026636,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.598701,0.638445,0.575000,1.695000,1.000000
0.2667,squat,face,0.029727,0.030229,0.898947,0.292293,0.543877,0.129311,0.229886,0.898947,0.029727,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.598319,0.639367,,,
0.3333,squat,face,0.029151,0.029906,0.908134,0.293989,0.546562,0.128052,0.227648,0.908134,0.029151,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.598652,0.640831,0.575000,1.695000,1.000000
0.3667,squat,face,0.031375,0.030346,0.914029,0.294967,0.540770,0.132847,0.236172,0.914029,0.031375,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.598569,0.641548,0.575000,1.695000,1.000000
0.4000,squat,face,0.029524,0.030100,0.921213,0.296537,0.542958,0.128869,0.229101,0.921213,0.029524,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.598123,0.641622,,,
0.4333,squat,face,0.027712,0.029383,0.922801,0.298730,0.550702,0.124851,0.221957,0.922801,0.027712,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.598368,0.642256,0.575000,1.705000,1.000000
0.4667,squat,face,0.029539,0.029430,0.922007,0.297058,0.549007,0.128901,0.229158,0.922007,0.029539,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.598834,0.642992,,,
0.5000,squat,face,0.029421,0.029427,0.919621,0.296094,0.546982,0.128643,0.228700,0.919621,0.029421,2,,,,,,rest,0,0,debug,0.006000,0.012000,,0.599513,0.643263,0.575000,1.705000,1.000000
0.5667,squat,face,0.028596,0.029178,0.921213,0.298269,0.553583,0.126827,0.225470,0.921213,0.028596,2,0.661040,0.621306,,0.818359,,rest,0,0,debug,0.006000,0.012000,0.470900,0.600767,0.644324,0.575000,1.705000,1.000000
0.6000,squat,face,0.025826,0.028172,0.907865,0.304364,0.555587,0.120528,0.214273,0.907865,0.025826,2,0.656083,0.620712,,0.795898,,rest,0,0,debug,0.006000,0.012000,0.474083,0.601564,0.645556,0.585000,1.705000,1.000000
0.6333,squat,face,0.024013,0.026924,0.889939,0.313770,0.557996,0.116221,0.206615,0.889939,0.024013,2,0.654139,0.620135,,0.746094,,rest,0,0,debug,0.006000,0.012000,0.472245,0.602081,0.646900,,,
0.6667,squat,face,0.023668,0.025948,0.900304,0.322943,0.556538,0.115384,0.205126,0.900304,0.023668,2,0.653675,0.619543,,0.839844,,rest,0,0,debug,0.006000,0.012000,0.476411,0.601548,0.645974,0.585000,1.695000,1.000000
0.7000,squat,face,0.024626,0.025551,0.874163,0.332168,0.543245,0.117694,0.209234,0.874163,0.024626,2,0.648928,0.619954,,0.820801,,rest,0,0,debug,0.006000,0.012000,0.466248,0.600809,0.644195,,,
0.7333,squat,face,0.022008,0.024488,0.888292,0.345343,0.542401,0.111263,0.197801,0.888292,0.022008,2,0.644918,0.622534,,0.787598,,rest,0,0,debug,0.006000,0.012000,0.439620,0.601725,0.643806,0.605000,1.665000,1.000000
0.7667,squat,face,0.019287,0.022928,0.865179,0.357088,0.545808,0.104159,0.185171,0.865179,0.019287,2,0.638090,0.618247,,0.784668,,rest,0,0,debug,0.006000,0.012000,0.422264,0.602619,0.644154,,,
0.8000,squat,face,0.016807,0.021091,0.909477,0.366535,0.547679,0.097230,0.172854,0.909477,0.016807,2,0.637962,0.615810,,0.789062,,rest,0,0,debug,0.006000,0.012000,0.411776,0.604081,0.647398,0.615000,1.655000,1.000000
0.8333,squat,face,0.014497,0.019113,0.883607,0.376056,0.551546,0.090303,0.160539,0.883607,0.014497,2,0.632924,0.606396,,0.808594,,rest,0,0,debug,0.006000,0.012000,0.387087,0.606028,0.647471,,,
0.8667,squat,face,0.012849,0.017234,0.847791,0.379352,0.552560,0.085015,0.151138,0.847791,0.012849,2,0.632415,0.613366,,0.821777,,rest,0,0,debug,0.006000,0.012000,0.377280,0.608082,0.651439,0.635000,1.655000,1.000000
0.9000,squat,face,0.011716,0.015579,0.837652,0.381798,0.551233,0.081181,0.144321,0.837652,0.011716,2,0.630869,0.610192,,0.840820,,rest,0,0,debug,0.006000,0.012000,0.370403,0.610243,0.654456,0.635000,1.655000,1.000000
0.9667,squat,face,0.009907,0.013877,0.821465,0.382950,0.554034,0.074651,0.132713,0.821465,0.009907,2,0.628811,0.607486,0.434234,0.828125,,rest,0,0,debug,0.006000,0.012000,0.341190,0.615023,0.664720,,,
1.0000,squat,face,0.009453,0.012550,0.852673,0.380771,0.553551,0.072920,0.129635,0.852673,0.009453,2,0.628385,0.603394,0.519916,0.813477,,rest,0,0,debug,0.006000,0.012000,0.323828,0.618550,0.667486,0.635000,1.645000,1.000000
1.0334,squat,face,0.008461,0.011323,0.898404,0.381760,0.554112,0.068986,0.122641,0.898404,0.008461,2,0.629135,0.601882,0.512150,0.800781,,rest,0,0,debug,0.006000,0.012000,0.316730,0.619812,0.668002,0.645000,1.645000,1.000000
1.0667,squat,face,0.007998,0.010326,0.876673,0.375978,0.554355,0.067073,0.119241,0.876673,0.007998,2,0.625227,0.599177,0.522141,0.780762,,rest,0,0,debug,0.006000,0.012000,0.307068,0.618649,0.667717,0.645000,1.645000,1.000000
1.1000,squat,face,0.007710,0.009541,0.864332,0.368467,0.551900,0.065857,0.117078,0.864332,0.007710,2,0.619585,0.586970,0.538794,0.823242,,rest,0,0,debug,0.006000,0.012000,0.287721,0.617679,0.671882,0.645000,1.645000,1.000000
1.1334,squat,face,0.007229,0.008847,0.866025,0.368440,0.550220,0.063765,0.113361,0.866025,0.007229,2,0.617024,0.578051,0.465594,0.848633,,rest,0,0,debug,0.006000,0.012000,0.283992,0.614672,0.668269,0.655000,1.645000,1.000000
1.1667,squat,face,0.006987,0.008289,0.825320,0.365665,0.547182,0.062691,0.111451,0.825320,0.006987,2,0.611554,0.579985,0.431844,0.827148,,rest,0,0,debug,0.006000,0.012000,0.282475,0.612604,0.668666,0.655000,1.645000,1.000000
1.2000,squat,face,0.007003,0.007903,0.823543,0.361337,0.542460,0.062763,0.111579,0.823543,0.007003,2,0.605972,0.577694,0.431681,0.779785,,rest,0,0,debug,0.006000,0.012000,0.284890,0.609821,0.666344,0.665000,1.645000,1.000000
1.2334,squat,face,0.006616,0.007517,0.886641,0.356876,0.537759,0.061004,0.108452,0.886641,0.006616,2,0.598762,0.573020,0.559514,0.823242,,rest,0,0,debug,0.006000,0.012000,0.289450,0.607496,0.669267,0.665000,1.645000,1.000000
1.3000,squat,face,0.006967,0.007352,0.827388,0.344400,0.524040,0.062600,0.111290,0.827388,0.006967,2,0.590414,0.566358,0.542297,0.833984,,rest,0,0,debug,0.006000,0.012000,0.290733,0.601528,0.665888,,,
1.3334,squat,face,0.006521,0.007103,0.837068,0.341044,0.523372,0.060563,0.107667,0.837068,0.006521,2,0.580085,0.554753,0.531098,0.776855,,rest,0,0,debug,0.006000,0.012000,0.284910,0.599838,0.666910,0.675000,1.655000,1.000000
1.3667,squat,face,0.006804,0.007013,0.839108,0.334360,0.512282,0.061865,0.109982,0.839108,0.006804,2,0.574588,0.547585,0.524026,0.861328,,rest,0,0,debug,0.006000,0.012000,0.276426,0.597196,0.663806,0.675000,1.655000,1.000000
1.4000,squat,face,0.006346,0.006813,0.859233,0.333626,0.509041,0.059747,0.106217,0.859233,0.006346,2,0.571295,0.537722,0.346789,0.852051,,rest,0,0,debug,0.006000,0.012000,0.267739,0.595849,0.664178,,,
1.4334,squat,face,0.006387,0.006685,0.816098,0.332950,0.501861,0.059940,0.106560,0.816098,0.006387,2,0.561165,0.522505,0.341833,0.779785,,rest,0,0,debug,0.006000,0.012000,0.260733,0.594008,0.664284,0.675000,1.655000,1.000000
1.4667,squat,face,0.006506,0.006631,0.856387,0.330457,0.498442,0.060495,0.107546,0.856387,0.006506,2,0.555669,0.515516,0.324607,0.876953,,rest,0,0,debug,0.006000,0.012000,0.262322,0.591653,0.662237,,,
1.5000,squat,face,0.005766,0.006372,0.880840,0.331610,0.488931,0.056952,0.101248,0.880840,0.005766,2,0.551733,0.500673,0.304348,0.872070,,rest,0,0,debug,0.006000,0.012000,0.239885,0.590083,0.661615,0.675000,1.655000,1.000000
1.5334,squat,face,0.005596,0.006139,0.856672,0.330234,0.485877,0.056103,0.099738,0.856672,0.005596,2,0.546644,0.502885,0.307130,0.834473,,rest,0,0,debug,0.006000,0.012000,0.257341,0.588422,0.660016,,,
1.5667,squat,face,0.005693,0.006005,0.788095,0.328701,0.480780,0.056587,0.100598,0.788095,0.005693,2,0.536162,0.490188,0.266644,0.853027,,rest,0,0,debug,0.006000,0.012000,0.255790,0.587027,0.658890,0.685000,1.655000,1.000000
1.6334,squat,face,0.005588,0.005880,0.814900,0.326490,0.467550,0.056065,0.099670,0.814900,0.005588,2,0.532518,0.481797,0.283816,0.870605,,rest,0,0,debug,0.006000,0.012000,0.257091,0.585912,0.658492,,,
1.6667,squat,face,0.005499,0.005766,0.797947,0.325384,0.466359,0.055616,0.098872,0.797947,0.005499,2,0.530899,0.472162,0.282818,0.865234,,rest,0,0,debug,0.006000,0.012000,0.253902,0.584876,0.658521,0.695000,1.655000,1.000000
1.7000,squat,face,0.005536,0.005697,0.809490,0.324051,0.467827,0.055803,0.099206,0.809490,0.005536,2,0.529243,0.470905,0.277979,0.859375,,rest,0,0,debug,0.006000,0.012000,0.256657,0.584431,0.658259,0.695000,1.655000,1.000000
1.7334,squat,face,0.005287,0.005574,0.800695,0.325037,0.470467,0.054534,0.096950,0.800695,0.005287,2,0.529824,0.470768,0.267547,0.862793,,rest,0,0,debug,0.006000,0.012000,0.255512,0.583326,0.657868,0.695000,1.655000,1.000000
1.7667,squat,face,0.005291,0.005489,0.808282,0.326534,0.469487,0.054555,0.096987,0.808282,0.005291,2,0.529859,0.471785,0.299408,0.857910,,rest,0,0,debug,0.006000,0.012000,0.253244,0.581924,0.656580,0.695000,1.655000,1.000000
1.8334,squat,face,0.005405,0.005464,0.793344,0.328869,0.473855,0.055137,0.098021,0.793344,0.005405,2,0.533741,0.481689,0.325545,0.869629,,rest,0,0,debug,0.006000,0.012000,0.263957,0.578601,0.655013,,,
1.8667,squat,face,0.005181,0.005379,0.780937,0.329277,0.478458,0.053982,0.095968,0.780937,0.005181,2,0.538343,0.486511,0.284890,0.825195,,rest,0,0,debug,0.006000,0.012000,0.253497,0.576623,0.657037,0.695000,1.655000,1.000000
1.9334,squat,face,0.004865,0.005225,0.805256,0.330765,0.494438,0.052312,0.093000,0.805256,0.004865,2,0.552556,0.497361,0.287433,0.867188,,rest,0,0,debug,0.006000,0.012000,0.243619,0.572916,0.654050,,,
1.9667,squat,face,0.004956,0.005144,0.784991,0.329757,0.499958,0.052801,0.093869,0.784991,0.004956,2,0.554791,0.506105,0.304439,0.875488,,rest,0,0,debug,0.006000,0.012000,0.247739,0.570957,0.652866,0.695000,1.655000,1.000000
2.0334,squat,face,0.005248,0.005175,0.778746,0.331462,0.511059,0.054334,0.096593,0.778746,0.005248,2,0.565557,0.519228,0.309885,0.801758,armed,rest,1,0,debug,0.006000,0.012000,0.257620,0.569787,0.650781,,,
2.0667,squat,face,0.004351,0.004928,0.831215,0.335957,0.521844,0.049470,0.087946,0.831215,0.004351,2,0.571179,0.517802,0.308831,0.830078,,rest,1,0,debug,0.006000,0.012000,0.249139,0.569852,0.650450,0.695000,1.655000,1.000000
2.1000,squat,face,0.004655,0.004846,0.797641,0.333378,0.526517,0.051168,0.090966,0.797641,0.004655,2,0.577274,0.517047,0.323891,0.835938,,rest,1,0,debug,0.006000,0.012000,0.250098,0.569893,0.650905,0.695000,1.655000,1.000000
2.1334,squat,face,0.003986,0.004588,0.787475,0.339344,0.531061,0.047351,0.084180,0.787475,0.003986,2,0.588216,0.516194,0.331469,0.742676,,rest,1,0,debug,0.006000,0.012000,0.247535,0.570142,0.650890,0.695000,1.665000,1.000000
2.1667,squat,face,0.003696,0.004320,0.730876,0.334881,0.540810,0.045594,0.081055,0.730876,0.003696,2,0.601808,0.513458,0.523835,0.760254,,rest,1,0,debug,0.006000,0.012000,0.247967,0.570255,0.649246,,,
2.2000,squat,face,0.003556,0.004091,0.716368,0.333079,0.548756,0.044722,0.079506,0.716368,0.003556,2,0.609368,0.506582,0.684963,0.746582,,rest,1,0,debug,0.006000,0.012000,0.238720,0.570105,0.650538,0.695000,1.665000,1.000000
2.2334,squat,face,0.003538,0.003925,0.762590,0.328217,0.559782,0.044611,0.079308,0.762590,0.003538,2,0.616995,0.511524,0.384944,0.732910,,rest,1,0,debug,0.006000,0.012000,0.261237,0.570404,0.650042,,,
2.2667,squat,face,0.003408,0.003770,0.799475,0.325145,0.564403,0.043783,0.077837,0.799475,0.003408,2,0.620482,0.513151,,0.749023,,rest,1,0,debug,0.006000,0.012000,0.274386,0.570279,0.648732,0.685000,1.665000,1.000000
2.3000,squat,face,0.003418,0.003664,0.777491,0.321006,0.560064,0.043847,0.077950,0.777491,0.003418,2,0.622956,0.507810,0.345233,0.777832,,rest,1,0,debug,0.006000,0.012000,0.262217,0.569444,0.647422,,,
2.3334,squat,face,0.003348,0.003569,0.755514,0.317068,0.564041,0.043399,0.077153,0.755514,0.003348,2,0.623150,0.505637,0.327789,0.822754,,rest,1,0,debug,0.006000,0.012000,0.262729,0.568753,0.646918,0.685000,1.665000,1.000000
2.3667,squat,face,0.003365,0.003508,0.790261,0.311803,0.562267,0.043505,0.077343,0.790261,0.003365,2,0.622920,0.502095,0.295031,0.771484,,rest,1,0,debug,0.006000,0.012000,0.254854,0.568392,0.646718,,,
2.4000,squat,face,0.003314,0.003450,0.793652,0.311690,0.558377,0.043174,0.076754,0.793652,0.003314,2,0.625326,0.376479,,0.761230,,rest,1,0,debug,0.006000,0.012000,0.008104,0.567993,0.645962,0.685000,1.665000,1.000000
2.4334,squat,face,0.003453,0.003451,0.683047,0.303419,0.564911,0.044070,0.078346,0.683047,0.003453,2,0.625184,0.376965,0.286320,0.803223,,rest,1,0,debug,0.006000,0.012000,0.008223,0.567439,0.644626,0.685000,1.665000,1.000000
2.5000,squat,face,0.003548,0.003480,0.685544,0.294910,0.562606,0.044677,0.079426,0.685544,0.003548,2,0.624611,0.492587,0.286403,0.815430,,rest,1,0,debug,0.006000,0.012000,0.239416,0.566597,0.642821,,,
2.5334,squat,face,0.003559,0.003504,0.636227,0.293144,0.564998,0.044743,0.079544,0.636227,0.003559,2,0.626184,0.484477,0.258173,0.812012,,rest,1,0,debug,0.006000,0.012000,0.212756,0.566560,0.641439,0.685000,1.665000,1.000000
2.5667,squat,face,0.003408,0.003475,0.670056,0.290899,0.563105,0.043782,0.077834,0.670056,0.003408,2,0.627604,0.487905,0.264382,0.790039,,rest,1,0,debug,0.006000,0.012000,0.211381,0.566679,0.640829,0.675000,1.665000,1.000000
2.6000,squat,face,0.003403,0.003453,0.734541,0.289614,0.562860,0.043752,0.077782,0.734541,0.003403,2,0.626443,0.490095,0.264367,0.797852,,rest,1,0,debug,0.006000,0.012000,0.201815,0.566842,0.639832,0.675000,1.675000,1.000000
2.6334,squat,face,0.003188,0.003374,0.714662,0.289247,0.562108,0.042346,0.075281,0.714662,0.003188,2,0.626307,0.494523,,0.732910,,rest,1,0,debug,0.006000,0.012000,0.205967,0.566528,0.639253,0.675000,1.675000,1.000000
2.6667,squat,face,0.003388,0.003378,0.643097,0.285934,0.556061,0.043656,0.077611,0.643097,0.003388,2,0.625595,0.499751,,0.770996,,rest,1,0,debug,0.006000,0.012000,0.224293,0.566133,0.638857,0.675000,1.675000,1.000000
2.7000,squat,face,0.003172,0.003316,0.625976,0.287190,0.562062,0.042241,0.075095,0.625976,0.003172,2,0.625869,0.515861,,0.742676,,rest,1,0,debug,0.006000,0.012000,0.193402,0.565485,0.635573,0.675000,1.675000,1.000000
2.7334,squat,face,0.002934,0.003202,0.591484,0.284652,0.563569,0.040627,0.072226,0.591484,0.002934,2,0.625895,0.503348,,0.745605,,rest,1,0,debug,0.006000,0.012000,0.221246,0.566107,0.630599,0.675000,1.675000,1.000000
2.7667,squat,face,0.002797,0.003080,0.581703,0.279984,0.571709,0.039665,0.070515,0.581703,0.002797,2,0.625974,0.496938,,0.718262,,rest,1,0,debug,0.006000,0.012000,0.218464,0.567952,0.632122,0.675000,1.675000,1.000000
2.8334,squat,face,,0.003080,0.000000,,,,,,,,0.629027,0.548589,,0.800293,,rest,1,0,debug,0.006000,0.012000,0.121395,0.569043,0.633605,,,
2.8667,squat,face,0.003837,0.003307,0.580863,0.280518,0.566338,0.046458,0.082592,0.580863,0.003837,2,0.622823,0.545426,,0.648438,,rest,1,0,debug,0.006000,0.012000,0.107841,0.569021,0.629965,0.675000,1.675000,1.000000
2.9001,squat,face,0.003244,0.003288,0.588795,0.279522,0.566033,0.042715,0.075937,0.588795,0.003244,2,0.623762,0.550177,,0.691895,,rest,1,0,debug,0.006000,0.012000,0.135057,0.568399,0.625474,0.675000,1.675000,1.000000
2.9334,squat,face,0.002958,0.003189,0.629476,0.276329,0.572229,0.040788,0.072513,0.629476,0.002958,2,0.624918,0.538022,,0.700684,,rest,1,0,debug,0.006000,0.012000,0.138044,0.568744,0.622222,,,
2.9667,squat,face,0.003375,0.003245,0.585260,0.274021,0.570925,0.043571,0.077459,0.585260,0.003375,2,0.626809,0.540821,,0.756348,,rest,1,0,debug,0.006000,0.012000,0.126180,0.569575,0.619439,0.675000,1.665000,1.000000
3.0001,squat,face,,0.003245,0.000000,,,,,,,,0.625824,0.539615,,0.660156,,rest,1,0,debug,0.006000,0.012000,0.100658,0.570770,0.618898,0.675000,1.665000,1.000000
3.0334,squat,face,,0.003245,0.000000,,,,,,,,0.625537,0.542008,,0.650879,,rest,1,0,debug,0.006000,0.012000,0.069604,0.572409,0.619989,,,
3.0667,squat,face,0.003666,0.003371,0.609775,0.271521,0.566215,0.045412,0.080732,0.609775,0.003666,2,0.625451,0.535854,,0.681641,,rest,1,0,debug,0.006000,0.012000,0.138789,0.573067,0.621258,0.675000,1.675000,1.000000
3.1001,squat,face,0.003474,0.003402,0.621474,0.272153,0.566516,0.044203,0.078583,0.621474,0.003474,2,0.625764,0.533859,,0.689453,,rest,1,0,debug,0.006000,0.012000,0.148288,0.573796,0.625039,,,
3.1334,squat,face,0.003508,0.003434,0.592103,0.271979,0.567062,0.044420,0.078970,0.592103,0.003508,2,,,,,,rest,1,0,debug,0.006000,0.012000,,0.574019,0.627436,0.675000,1.665000,1.000000
3.1667,squat,face,,0.003434,0.000000,,,,,,,,,,,,,rest,1,0,debug,0.006000,0.012000,,0.572713,0.626934,,,
3.2001,squat,face,0.003466,0.003443,0.617534,0.274653,0.564327,0.044152,0.078492,0.617534,0.003466,2,,,,,,rest,1,0,debug,0.006000,0.012000,,0.571430,0.627332,0.675000,1.665000,1.000000
3.2334,squat,face,0.003350,0.003415,0.634691,0.274084,0.565643,0.043412,0.077178,0.634691,0.003350,2,,,,,,rest,1,0,debug,0.006000,0.012000,,0.570065,0.626961,0.675000,1.665000,1.000000
3.3001,squat,face,0.002871,0.003252,0.640625,0.287327,0.564556,0.040189,0.071447,0.640625,0.002871,2,0.623722,0.584621,,0.674805,,rest,1,0,debug,0.006000,0.012000,0.005126,0.567688,0.624196,,,
3.3334,squat,face,0.002923,0.003154,0.711238,0.288642,0.568051,0.040551,0.072091,0.711238,0.002923,2,0.623341,0.583978,,0.755371,,rest,1,0,debug,0.006000,0.012000,0.006040,0.566325,0.622696,0.675000,1.665000,1.000000
3.4001,squat,face,0.002823,0.003055,0.724838,0.300602,0.564949,0.039852,0.070849,0.724838,0.002823,2,0.614471,0.515792,,0.769531,,rest,1,0,debug,0.006000,0.012000,0.150716,0.563754,0.618563,,,
3.4334,squat,face,0.003045,0.003052,0.711238,0.305173,0.560184,0.041388,0.073579,0.711238,0.003045,2,0.604979,0.504982,,0.681152,,rest,1,0,debug,0.006000,0.012000,0.119797,0.562430,0.615064,0.675000,1.665000,1.000000
3.5001,squat,face,0.004125,0.003374,0.579180,0.316757,0.497201,0.048168,0.085632,0.579180,0.004125,2,0.586944,0.517821,,0.736328,,rest,1,0,debug,0.006000,0.012000,0.177611,0.564681,0.616922,,,
3.5334,squat,face,0.005517,0.004017,0.635267,0.312868,0.493257,0.055706,0.099032,0.635267,0.005517,2,0.579048,0.518927,0.337339,0.780762,,rest,1,0,debug,0.006000,0.012000,0.189716,0.566178,0.618258,0.675000,1.665000,1.000000
3.5667,squat,face,0.004890,0.004279,0.601918,0.324297,0.489806,0.052446,0.093237,0.601918,0.004890,2,0.570187,0.524406,0.486995,0.797852,,rest,1,0,debug,0.006000,0.012000,0.202355,0.568162,0.621683,0.675000,1.655000,1.000000
3.6001,squat,face,0.004868,0.004455,0.738188,0.334120,0.494188,0.052327,0.093026,0.738188,0.004868,2,0.575344,0.527423,0.467835,0.887695,,rest,1,0,debug,0.006000,0.012000,0.217329,0.569577,0.623264,0.675000,1.655000,1.000000
3.6667,squat,face,0.004777,0.004552,0.792112,0.341710,0.513740,0.051837,0.092155,0.792112,0.004777,2,0.571019,0.533868,0.437491,0.854980,,rest,1,0,debug,0.006000,0.012000,0.233130,0.570337,0.622231,,,
3.7001,squat,face,0.005304,0.004777,0.857242,0.349747,0.515916,0.054620,0.097102,0.857242,0.005304,2,0.572860,0.532334,0.495719,0.812500,,rest,1,0,debug,0.006000,0.012000,0.241933,0.570237,0.620211,0.675000,1.655000,1.000000
3.7334,squat,face,0.005394,0.004962,0.862636,0.356327,0.515272,0.055084,0.097927,0.862636,0.005394,2,0.574008,0.536063,0.493940,0.867676,,rest,1,0,debug,0.006000,0.012000,0.261819,0.571092,0.618038,0.685000,1.655000,1.000000
3.7667,squat,face,0.006263,0.005353,0.867715,0.360837,0.509417,0.059355,0.105519,0.867715,0.006263,2,0.572835,0.528690,0.492756,0.819824,,rest,1,0,debug,0.006000,0.012000,0.282650,0.573453,0.622505,0.685000,1.655000,1.000000
3.8001,squat,face,0.006080,0.005571,0.881671,0.368184,0.512498,0.058479,0.103963,0.881671,0.006080,2,0.573759,0.527126,0.346162,0.846191,,rest,1,0,debug,0.006000,0.012000,0.301372,0.575443,0.631346,,,
3.8334,squat,face,0.007250,0.006075,0.895954,0.367132,0.509578,0.063861,0.113531,0.895954,0.007250,2,0.573785,0.522331,0.496309,0.832520,,leaving,1,0,debug,0.006000,0.012000,0.314040,0.574783,0.631254,0.695000,1.645000,1.000000
3.8667,squat,face,0.008247,0.006726,0.877508,0.369130,0.503239,0.068108,0.121081,0.877508,0.008247,2,0.573655,0.527332,0.356966,0.828613,,leaving,1,0,debug,0.006000,0.012000,0.321113,0.576806,0.628016,,,
3.9001,squat,face,0.008450,0.007243,0.889665,0.375837,0.504015,0.068941,0.122562,0.889665,0.008450,2,0.570569,0.537541,0.333914,0.816895,,leaving,1,0,debug,0.006000,0.012000,0.350271,0.574118,0.624075,0.715000,1.645000,1.000000
3.9334,squat,face,0.009614,0.007954,0.919887,0.377691,0.500653,0.073537,0.130732,0.919887,0.009614,2,0.570388,0.544865,,0.780762,,leaving,1,0,debug,0.006000,0.012000,0.380767,0.569622,0.620211,,,
3.9667,squat,face,0.010599,0.008748,0.906250,0.377836,0.496527,0.077215,0.137271,0.906250,0.010599,2,0.569721,0.547672,,0.761230,,leaving,1,0,debug,0.006000,0.012000,0.410826,0.563708,0.616838,0.715000,1.635000,1.000000
4.0334,squat,face,0.012604,0.009905,0.857242,0.377587,0.488937,0.084200,0.149689,0.857242,0.012604,2,0.570057,0.550146,,0.794922,,leaving,1,0,debug,0.006000,0.012000,0.428125,0.547743,0.611450,,,
4.0667,squat,face,0.012980,0.010827,0.869963,0.379110,0.488903,0.085447,0.151906,0.869963,0.012980,2,0.568137,0.552860,,0.759277,,leaving,1,0,debug,0.006000,0.012000,0.453975,0.542366,0.607548,0.715000,1.635000,1.000000
4.1001,squat,face,0.015035,0.012089,0.870805,0.373880,0.484873,0.091962,0.163488,0.870805,0.015035,2,0.571370,0.562439,,0.756836,,peaked,1,0,debug,0.006000,0.012000,0.479769,0.538231,0.603978,0.705000,1.625000,1.000000
4.1334,squat,face,0.018355,0.013969,0.881671,0.367068,0.478781,0.101610,0.180640,0.881671,0.018355,2,0.569560,0.558295,,0.750488,,peaked,1,0,debug,0.006000,0.012000,0.500327,0.536203,0.596405,0.685000,1.615000,1.000000
4.1667,squat,face,0.020728,0.015997,0.900846,0.361816,0.473332,0.107978,0.191961,0.900846,0.020728,2,0.571315,0.547394,,0.715820,,peaked,1,0,debug,0.006000,0.012000,0.536025,0.536579,0.593516,0.675000,1.615000,1.000000
4.2001,squat,face,0.024895,0.018666,0.897860,0.357307,0.468406,0.118335,0.210374,0.897860,0.024895,2,0.575112,0.538084,,0.722656,,peaked,1,0,debug,0.006000,0.012000,0.556085,0.536807,0.589660,0.655000,1.605000,1.000000
4.2334,squat,face,0.027167,0.021216,0.901659,0.350893,0.462247,0.123617,0.219764,0.901659,0.027167,2,0.577438,0.541095,,0.706543,,peaked,1,0,debug,0.006000,0.012000,0.597324,0.538892,0.587107,0.645000,1.595000,1.000000
4.2667,squat,face,0.029121,0.023588,0.888567,0.347477,0.458943,0.127987,0.227533,0.888567,0.029121,2,,,,,,peaked,1,0,debug,0.006000,0.012000,,0.540756,0.586130,0.635000,1.575000,1.000000
4.3334,squat,face,0.029714,0.025426,0.915630,0.346419,0.451480,0.129283,0.229836,0.915630,0.029714,2,0.575827,0.532930,,0.706543,,peaked,1,0,debug,0.006000,0.012000,0.598665,0.544286,0.589405,,,
4.3667,squat,face,0.029676,0.026701,0.920417,0.350926,0.448408,0.129201,0.229691,0.920417,0.029676,2,0.573117,0.520643,,0.745605,,peaked,1,0,debug,0.006000,0.012000,0.601069,0.548502,0.596496,0.615000,1.565000,1.000000
4.4001,squat,face,0.026847,0.026745,0.909477,0.355945,0.450538,0.122888,0.218467,0.909477,0.026847,2,0.567576,0.528170,,0.696777,,peaked,1,0,debug,0.006000,0.012000,0.589288,0.552391,0.604844,0.605000,1.565000,1.000000
4.4334,squat,face,0.022305,0.025413,0.850092,0.364429,0.455004,0.112011,0.199131,0.850092,0.022305,2,0.559495,0.524194,,0.707520,,peaked,1,0,debug,0.006000,0.012000,0.521426,0.556246,0.615206,0.595000,1.585000,1.000000
