t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state
7.0003,squat,face,0.006279,0.006116,0.851813,0.369877,0.464407,0.059431,0.105655,0.851813,0.006279,2,0.515716,0.496567,0.699782,0.801758,,rest,1,1,debug
7.0337,squat,face,0.006231,0.006151,0.795495,0.378101,0.461380,0.059204,0.105251,0.795495,0.006231,2,0.516418,0.500250,0.521728,0.825684,,rest,1,1,debug
7.0670,squat,face,0.006691,0.006313,0.867997,0.381674,0.461847,0.061351,0.109068,0.867997,0.006691,2,0.518576,0.505629,0.523277,0.792480,,rest,1,1,debug
7.1003,squat,face,0.006386,0.006335,0.813701,0.390317,0.463740,0.059934,0.106549,0.813701,0.006386,2,0.520986,0.523752,0.528991,0.788086,,rest,1,1,debug
7.1337,squat,face,0.007227,0.006602,0.880285,0.394060,0.462194,0.063757,0.113346,0.880285,0.007227,2,0.524036,0.518680,0.508020,0.745117,,rest,1,1,debug
7.1670,squat,face,0.007730,0.006941,0.885815,0.393970,0.460484,0.065942,0.117230,0.885815,0.007730,2,0.526633,0.531820,0.527090,0.836426,,rest,1,1,debug
7.2003,squat,face,0.008384,0.007374,0.863485,0.398895,0.458184,0.068674,0.122088,0.863485,0.008384,2,0.525040,0.548237,0.541614,0.798340,,rest,1,1,debug
7.2337,squat,face,0.008305,0.007653,0.910550,0.404094,0.458149,0.068350,0.121510,0.910550,0.008305,2,0.526658,0.524731,0.561105,0.804688,,leaving,1,1,debug
7.2670,squat,face,0.009850,0.008312,0.883331,0.404273,0.456922,0.074436,0.132330,0.883331,0.009850,2,0.529301,0.511834,0.545462,0.746094,,leaving,1,1,debug
7.3003,squat,face,0.009839,0.008770,0.819680,0.407726,0.460460,0.074395,0.132258,0.819680,0.009839,2,0.540595,0.504111,0.577772,0.781250,,leaving,1,1,debug
7.3337,squat,face,0.011217,0.009504,0.827683,0.406029,0.462050,0.079432,0.141212,0.827683,0.011217,2,0.542358,0.470160,0.664828,0.728027,,leaving,1,1,debug
7.3670,squat,face,0.013695,0.010761,0.882501,0.399851,0.462168,0.087769,0.156033,0.882501,0.013695,2,0.543801,0.478627,,0.738770,,leaving,1,1,debug
7.4003,squat,face,0.014786,0.011969,0.881671,0.398996,0.458076,0.091197,0.162128,0.881671,0.014786,2,0.546853,0.543652,,0.781250,,peaked,1,1,debug
7.4337,squat,face,0.017221,0.013544,0.894318,0.395150,0.456675,0.098421,0.174971,0.894318,0.017221,2,0.551920,0.558667,,0.810547,,peaked,1,1,debug
7.4670,squat,face,0.019940,0.015463,0.904902,0.385975,0.448608,0.105908,0.188281,0.904902,0.019940,2,0.561901,0.572372,,0.718262,,peaked,1,1,debug
7.5003,squat,face,0.021982,0.017419,0.846639,0.379497,0.448827,0.111199,0.197687,0.846639,0.021982,2,,,,,,peaked,1,1,debug
7.5337,squat,face,0.023701,0.019304,0.888292,0.373347,0.453254,0.115464,0.205270,0.888292,0.023701,2,0.564507,0.382390,,0.780273,,peaked,1,1,debug
7.5670,squat,face,0.026024,0.021320,0.876394,0.364176,0.444963,0.120989,0.215091,0.876394,0.026024,2,,,,,,peaked,1,1,debug
7.6003,squat,face,0.030192,0.023981,0.908671,0.350160,0.445884,0.130319,0.231678,0.908671,0.030192,2,,,,,,peaked,1,1,debug
7.6337,squat,face,0.033177,0.026740,0.891036,0.342707,0.436687,0.136609,0.242861,0.891036,0.033177,2,,,,,,peaked,1,1,debug
7.6670,squat,face,0.032796,0.028557,0.874163,0.341596,0.441147,0.135822,0.241461,0.874163,0.032796,2,,,,,,peaked,1,1,debug
7.7003,squat,face,0.034318,0.030285,0.856672,0.340568,0.431638,0.138939,0.247002,0.856672,0.034318,2,,,,,,peaked,1,1,debug
7.7337,squat,face,0.031501,0.030650,0.878064,0.346759,0.434267,0.133113,0.236646,0.878064,0.031501,2,,,,,,peaked,1,1,debug
7.7670,squat,face,0.029689,0.030362,0.888292,0.350574,0.436656,0.129230,0.229742,0.888292,0.029689,2,,,,,,peaked,1,1,debug
7.8004,squat,face,0.027630,0.029542,0.877786,0.357887,0.427183,0.124666,0.221629,0.877786,0.027630,2,,,,,,peaked,1,1,debug
7.8337,squat,face,0.026060,0.028497,0.892679,0.366617,0.425311,0.121073,0.215241,0.892679,0.026060,2,,,,,,peaked,1,1,debug
7.8670,squat,face,0.023430,0.026977,0.877786,0.372361,0.429042,0.114802,0.204092,0.877786,0.023430,2,0.538336,0.561155,,0.685059,,peaked,1,1,debug
7.9004,squat,face,0.020867,0.025144,0.855531,0.379367,0.431496,0.108340,0.192604,0.855531,0.020867,2,0.535630,0.400886,,0.759766,,peaked,1,1,debug
7.9337,squat,face,0.018562,0.023169,0.890214,0.385924,0.427930,0.102182,0.181656,0.890214,0.018562,2,0.529335,0.567298,,0.740234,,peaked,1,1,debug
7.9670,squat,face,0.015984,0.021014,0.907596,0.392462,0.432495,0.094822,0.168572,0.907596,0.015984,2,0.526092,0.487134,,0.771484,,peaked,1,1,debug
8.0004,squat,face,0.014544,0.019073,0.887742,0.397184,0.434610,0.090449,0.160798,0.887742,0.014544,2,0.521313,0.511255,,0.724609,,peaked,1,1,debug
8.0337,squat,face,0.013058,0.017268,0.869963,0.401884,0.437508,0.085703,0.152360,0.869963,0.013058,2,0.519835,0.511433,,0.776367,,peaked,1,1,debug
8.0670,squat,face,0.011972,0.015679,0.854960,0.405477,0.439541,0.082062,0.145888,0.854960,0.011972,2,0.520245,0.508005,0.509429,0.785645,,peaked,1,1,debug
8.1004,squat,face,0.011064,0.014295,0.851527,0.407505,0.445505,0.078890,0.140249,0.851527,0.011064,2,0.518431,0.519813,0.698171,0.763184,,peaked,1,1,debug
8.1337,squat,face,0.010196,0.013065,0.827388,0.407246,0.446013,0.075731,0.134634,0.827388,0.010196,2,0.520605,0.507333,,0.763672,,peaked,1,1,debug
8.1670,squat,face,0.009177,0.011899,0.819978,0.409270,0.445336,0.071848,0.127730,0.819978,0.009177,2,0.516456,0.508494,0.540220,0.782227,,peaked,1,1,debug
8.2004,squat,face,0.008301,0.010820,0.830627,0.410129,0.445549,0.068334,0.121483,0.830627,0.008301,2,0.513836,0.511040,0.533811,0.823242,,peaked,1,1,debug
8.2337,squat,face,0.007883,0.009939,0.852100,0.408294,0.451741,0.066591,0.118384,0.852100,0.007883,2,0.511983,0.502083,0.518070,0.819336,,peaked,1,1,debug
8.2670,squat,face,0.007573,0.009229,0.831215,0.406910,0.449599,0.065268,0.116031,0.831215,0.007573,2,0.509851,0.500811,0.561256,0.811523,,peaked,1,1,debug
8.3004,squat,face,0.006771,0.008492,0.811899,0.408006,0.454247,0.061714,0.109714,0.811899,0.006771,2,0.507887,0.500492,0.525836,0.809082,,peaked,1,1,debug
8.3337,squat,face,0.006649,0.007939,0.782187,0.403473,0.454594,0.061158,0.108726,0.782187,0.006649,2,0.510198,0.496138,0.530730,0.842773,,peaked,1,1,debug
8.3670,squat,face,0.006874,0.007620,0.822653,0.397540,0.459010,0.062184,0.110549,0.822653,0.006874,2,0.510525,0.498892,0.514403,0.848633,,peaked,1,1,debug
8.4004,squat,face,0.006373,0.007246,0.815799,0.394634,0.457128,0.059873,0.106441,0.815799,0.006373,2,0.510544,0.493322,0.674882,0.783203,rep,rest,1,2,debug
8.4337,squat,face,0.005984,0.006867,0.819382,0.395355,0.453950,0.058016,0.103139,0.819382,0.005984,2,0.512475,0.498453,0.678364,0.817383,,rest,1,2,debug
8.4670,squat,face,0.006308,0.006699,0.765147,0.389105,0.454581,0.059567,0.105898,0.765147,0.006308,2,0.514166,0.498612,0.683055,0.845215,,rest,1,2,debug
8.5004,squat,face,0.005829,0.006438,0.829156,0.384135,0.459822,0.057263,0.101802,0.829156,0.005829,2,0.512298,0.489594,0.680439,0.801758,,rest,1,2,debug
8.5337,squat,face,0.005831,0.006256,0.795495,0.385589,0.457782,0.057271,0.101814,0.795495,0.005831,2,0.512637,0.490598,0.709470,0.815430,,rest,1,2,debug
8.5671,squat,face,0.005802,0.006120,0.754544,0.379629,0.455449,0.057127,0.101559,0.754544,0.005802,2,0.513969,0.484548,0.472346,0.857422,,rest,1,2,debug
8.6004,squat,face,0.005823,0.006031,0.771185,0.376111,0.460289,0.057230,0.101741,0.771185,0.005823,2,0.514290,0.494234,0.228630,0.867676,,rest,1,2,debug
8.6337,squat,face,0.006111,0.006055,0.814601,0.371361,0.462424,0.058631,0.104233,0.814601,0.006111,2,0.513259,0.493723,0.227662,0.836914,,rest,1,2,debug
8.6671,squat,face,0.005897,0.006008,0.814601,0.370348,0.461426,0.057595,0.102391,0.814601,0.005897,2,0.513511,0.487962,0.484320,0.796875,,rest,1,2,debug
8.7004,squat,face,0.005713,0.005919,0.810996,0.370786,0.463072,0.056687,0.100777,0.810996,0.005713,2,0.514089,0.484932,0.487219,0.808594,,rest,1,2,debug
8.7337,squat,face,0.005317,0.005739,0.815499,0.372063,0.461125,0.054689,0.097225,0.815499,0.005317,2,0.513843,0.486011,0.240823,0.810547,,rest,1,2,debug
8.7671,squat,face,0.005791,0.005754,0.809188,0.370168,0.457821,0.057076,0.101469,0.809188,0.005791,2,0.513995,0.487860,0.495534,0.806641,,rest,1,2,debug
8.8004,squat,face,0.005290,0.005615,0.820573,0.370295,0.462364,0.054549,0.096976,0.820573,0.005290,2,0.514342,0.485675,0.489658,0.807129,,rest,1,2,debug
8.8337,squat,face,0.006067,0.005751,0.817294,0.370058,0.458506,0.058420,0.103858,0.817294,0.006067,2,0.514361,0.487972,0.229641,0.799316,,rest,1,2,debug
8.8671,squat,face,0.005744,0.005749,0.808886,0.370761,0.465874,0.056840,0.101048,0.808886,0.005744,2,0.513373,0.486244,0.492203,0.823242,,rest,1,2,debug
8.9004,squat,face,0.005582,0.005699,0.769918,0.375157,0.461885,0.056036,0.099620,0.769918,0.005582,2,0.514269,0.485903,0.495353,0.856934,,rest,1,2,debug
8.9337,squat,face,0.005397,0.005608,0.745756,0.379804,0.461430,0.055099,0.097954,0.745756,0.005397,2,0.514010,0.490604,0.492553,0.833496,,rest,1,2,debug
8.9671,squat,face,0.005435,0.005556,0.806165,0.385266,0.462750,0.055294,0.098301,0.806165,0.005435,2,0.513566,0.476538,0.251265,0.793945,,rest,1,2,debug
9.0004,squat,face,0.005788,0.005626,0.799169,0.388539,0.461646,0.057060,0.101441,0.799169,0.005788,2,0.515229,0.491509,,0.821289,,rest,1,2,debug
9.0337,squat,face,0.006128,0.005777,0.823839,0.394764,0.457579,0.058714,0.104380,0.823839,0.006128,2,0.514509,0.482251,,0.794922,,rest,1,2,debug
9.0671,squat,face,0.006141,0.005886,0.853817,0.397723,0.465267,0.058776,0.104490,0.853817,0.006141,2,0.514074,0.483987,,0.847656,,rest,1,2,debug
9.1004,squat,face,0.005783,0.005855,0.860936,0.408966,0.464022,0.057034,0.101395,0.860936,0.005783,2,0.517678,0.492736,,0.742676,,rest,1,2,debug
9.1337,squat,face,0.006470,0.006040,0.861503,0.410903,0.462410,0.060327,0.107247,0.861503,0.006470,2,0.522166,0.498085,0.530150,0.780762,,rest,1,2,debug
9.1671,squat,face,0.006152,0.006073,0.869402,0.420874,0.464283,0.058828,0.104583,0.869402,0.006152,2,0.526349,0.509130,0.521359,0.778320,,rest,1,2,debug
9.2004,squat,face,0.007214,0.006416,0.886641,0.420417,0.466773,0.063704,0.113251,0.886641,0.007214,2,0.528841,0.515104,0.535929,0.838379,,rest,1,2,debug
9.2337,squat,face,0.007508,0.006743,0.833268,0.424658,0.466859,0.064986,0.115530,0.833268,0.007508,2,0.529470,0.518240,0.549299,0.816895,,rest,1,2,debug
9.2671,squat,face,0.007758,0.007048,0.870244,0.432175,0.465466,0.066058,0.117436,0.870244,0.007758,2,0.530168,0.522625,0.551410,0.806641,,rest,1,2,debug
9.3004,squat,face,0.008825,0.007581,0.819978,0.434451,0.462968,0.070455,0.125253,0.819978,0.008825,2,0.536152,0.528675,0.560109,0.807129,,leaving,1,2,debug
9.3338,squat,face,0.009802,0.008247,0.811899,0.434016,0.466871,0.074255,0.132010,0.811899,0.009802,2,0.540758,0.517058,0.562838,0.781738,,leaving,1,2,debug
9.3671,squat,face,0.010847,0.009027,0.830039,0.434807,0.468299,0.078112,0.138867,0.830039,0.010847,2,0.543894,0.505692,0.605369,0.771973,,leaving,1,2,debug
9.4004,squat,face,0.011051,0.009634,0.858096,0.435049,0.472246,0.078844,0.140167,0.858096,0.011051,2,0.543483,0.542366,0.590476,0.775391,,leaving,1,2,debug
9.4338,squat,face,0.011926,0.010322,0.858096,0.435526,0.472028,0.081905,0.145608,0.858096,0.011926,2,0.548924,0.606054,0.685808,0.768066,,leaving,1,2,debug
9.4671,squat,face,0.014591,0.011603,0.844907,0.426639,0.467483,0.090595,0.161058,0.844907,0.014591,2,0.554974,0.589647,,0.771973,,leaving,1,2,debug
9.5004,squat,face,0.015311,0.012715,0.856102,0.423900,0.468774,0.092804,0.164985,0.856102,0.015311,2,0.560131,0.590500,,0.727539,,peaked,1,2,debug
9.5338,squat,face,0.018434,0.014431,0.887467,0.415188,0.468083,0.101829,0.181029,0.887467,0.018434,2,,,,,,peaked,1,2,debug
9.5671,squat,face,0.021020,0.016408,0.866307,0.404300,0.470796,0.108737,0.193310,0.866307,0.021020,2,,,,,,peaked,1,2,debug
9.6004,squat,face,0.024500,0.018835,0.910550,0.395473,0.463545,0.117394,0.208701,0.910550,0.024500,2,0.574918,0.346711,,0.737305,,peaked,1,2,debug
9.6338,squat,face,0.027312,0.021378,0.893499,0.380697,0.460147,0.123947,0.220349,0.893499,0.027312,2,,,,,,peaked,1,2,debug
9.6671,squat,face,0.029770,0.023896,0.894045,0.377276,0.460406,0.129406,0.230055,0.894045,0.029770,2,,,,,,peaked,1,2,debug
9.7004,squat,face,0.033874,0.026889,0.868278,0.366575,0.456357,0.138037,0.245400,0.868278,0.033874,2,,,,,,peaked,1,2,debug
9.7338,squat,face,0.036130,0.029661,0.897588,0.359322,0.453596,0.142558,0.253437,0.897588,0.036130,2,,,,,,peaked,1,2,debug
9.7671,squat,face,0.036934,0.031843,0.902471,0.356135,0.453676,0.144136,0.256242,0.902471,0.036934,2,,,,,,peaked,1,2,debug
9.8004,squat,face,0.036315,0.033185,0.889391,0.357435,0.450364,0.142925,0.254088,0.889391,0.036315,2,,,,,,peaked,1,2,debug
9.8338,squat,face,0.033242,0.033202,0.896772,0.361771,0.446481,0.136743,0.243099,0.896772,0.033242,2,,,,,,peaked,1,2,debug
9.8671,squat,face,0.030499,0.032391,0.892679,0.369022,0.450889,0.130979,0.232852,0.892679,0.030499,2,,,,,,peaked,1,2,debug
9.9004,squat,face,0.025561,0.030342,0.898675,0.383881,0.450133,0.119908,0.213170,0.898675,0.025561,2,0.568710,0.392448,,0.753418,,peaked,1,2,debug
9.9338,squat,face,0.022047,0.027854,0.820573,0.392249,0.452206,0.111363,0.197978,0.820573,0.022047,2,0.563325,0.424049,,0.705566,,peaked,1,2,debug
9.9671,squat,face,0.020951,0.025783,0.891584,0.400589,0.443690,0.108559,0.192994,0.891584,0.020951,2,0.558534,0.529713,,0.740234,,peaked,1,2,debug
10.0005,squat,face,0.017172,0.023200,0.862353,0.401817,0.455604,0.098281,0.174721,0.862353,0.017172,2,0.546563,0.524814,,0.737305,,peaked,1,2,debug
10.0338,squat,face,0.014800,0.020680,0.795802,0.411041,0.453790,0.091242,0.162207,0.795802,0.014800,2,0.541673,0.531706,,0.715820,,peaked,1,2,debug
10.0671,squat,face,0.013625,0.018563,0.799169,0.412074,0.455789,0.087545,0.155635,0.799169,0.013625,2,0.533859,0.531263,,0.748535,,peaked,1,2,debug
10.1005,squat,face,0.012869,0.016855,0.833268,0.407935,0.453622,0.085082,0.151257,0.833268,0.012869,2,0.525135,0.546758,,0.729492,,peaked,1,2,debug
10.1338,squat,face,0.010048,0.014813,0.876115,0.413562,0.459479,0.075178,0.133650,0.876115,0.010048,2,0.524052,0.541378,0.674519,0.751465,,peaked,1,2,debug
10.1671,squat,face,0.008743,0.012992,0.876673,0.413854,0.460772,0.070129,0.124673,0.876673,0.008743,2,0.522231,0.533661,0.687436,0.662109,,peaked,1,2,debug
10.2005,squat,face,0.007814,0.011438,0.843750,0.413981,0.461688,0.066296,0.117859,0.843750,0.007814,2,0.522016,0.529962,0.694465,0.723633,,peaked,1,2,debug
10.2338,squat,face,0.006959,0.010095,0.811899,0.409345,0.466216,0.062566,0.111228,0.811899,0.006959,2,0.527707,0.525789,0.686050,0.585449,,peaked,1,2,debug
10.2671,squat,face,0.006603,0.009047,0.854675,0.409359,0.465806,0.060945,0.108347,0.854675,0.006603,2,0.523068,0.517015,0.552311,0.724121,,peaked,1,2,debug
10.3005,squat,face,0.006721,0.008349,0.792420,0.401786,0.468679,0.061487,0.109311,0.792420,0.006721,2,0.519956,0.514322,0.544484,0.642578,,peaked,1,2,debug
10.3338,squat,face,0.006246,0.007718,0.837360,0.397686,0.470272,0.059271,0.105372,0.837360,0.006246,2,0.520770,0.508077,0.682876,0.753418,,peaked,1,2,debug
10.3671,squat,face,0.005871,0.007164,0.863485,0.396172,0.470175,0.057467,0.102164,0.863485,0.005871,2,0.519292,0.359230,0.672093,0.758301,rep,rest,1,3,debug
10.4005,squat,face,0.006017,0.006820,0.812199,0.390771,0.467419,0.058176,0.103424,0.812199,0.006017,2,0.520362,0.512400,0.672809,0.671875,,rest,1,3,debug
10.4338,squat,face,0.005958,0.006561,0.837943,0.384601,0.467712,0.057890,0.102915,0.837943,0.005958,2,0.520492,0.506999,,0.713867,,rest,1,3,debug
10.4671,squat,face,0.005840,0.006345,0.849230,0.383152,0.466972,0.057315,0.101894,0.849230,0.005840,2,0.521226,0.359616,0.696610,0.717773,,rest,1,3,debug
10.5005,squat,face,0.005926,0.006219,0.827093,0.375895,0.471329,0.057736,0.102642,0.827093,0.005926,2,0.518537,0.505255,0.705015,0.792480,,rest,1,3,debug
10.5338,squat,face,0.005777,0.006087,0.869963,0.369483,0.466347,0.057007,0.101345,0.869963,0.005777,2,0.520238,0.499814,0.696438,0.781738,,rest,1,3,debug
10.5671,squat,face,0.005668,0.005961,0.851813,0.369549,0.465489,0.056465,0.100383,0.851813,0.005668,2,0.521924,0.499828,0.695151,0.723145,,rest,1,3,debug
10.6005,squat,face,0.005463,0.005812,0.835609,0.362290,0.468910,0.055434,0.098549,0.835609,0.005463,2,0.518824,0.502658,0.729245,0.765137,,rest,1,3,debug
10.6338,squat,face,0.005828,0.005817,0.878064,0.358579,0.467777,0.057257,0.101790,0.878064,0.005828,2,0.519010,0.501232,0.486421,0.742676,,rest,1,3,debug
10.6671,squat,face,0.005546,0.005736,0.878064,0.359714,0.465755,0.055856,0.099299,0.878064,0.005546,2,0.518002,0.506311,0.248603,0.748047,,rest,1,3,debug
10.7005,squat,face,0.005438,0.005646,0.851240,0.354923,0.467583,0.055306,0.098322,0.851240,0.005438,2,0.519227,0.500166,0.243107,0.750000,,rest,1,3,debug
10.7338,squat,face,0.005552,0.005618,0.815799,0.351966,0.467780,0.055882,0.099346,0.815799,0.005552,2,0.517829,0.494779,0.250208,0.791016,,rest,1,3,debug
10.7672,squat,face,0.005371,0.005544,0.832975,0.350941,0.468975,0.054963,0.097713,0.832975,0.005371,2,0.518016,0.501127,0.503758,0.800293,,rest,1,3,debug
10.8005,squat,face,0.005650,0.005576,0.854389,0.349283,0.470686,0.056374,0.100220,0.854389,0.005650,2,0.519408,0.502220,0.502349,0.794434,,rest,1,3,debug
10.8338,squat,face,0.005846,0.005657,0.858664,0.348570,0.469348,0.057343,0.101943,0.858664,0.005846,2,0.519964,0.502731,0.505603,0.794922,,rest,1,3,debug
10.8672,squat,face,0.005542,0.005622,0.850092,0.348992,0.470429,0.055833,0.099258,0.850092,0.005542,2,0.519653,0.502819,0.758994,0.800293,,rest,1,3,debug
10.9005,squat,face,0.005657,0.005633,0.834439,0.349043,0.468521,0.056411,0.100287,0.834439,0.005657,2,0.520533,0.506609,0.509357,0.789062,,rest,1,3,debug
10.9338,squat,face,0.005802,0.005683,0.812500,0.351870,0.469555,0.057128,0.101561,0.812500,0.005802,2,0.520038,0.500218,0.253900,0.763672,,rest,1,3,debug
10.9672,squat,face,0.005412,0.005602,0.878342,0.358662,0.467549,0.055175,0.098089,0.878342,0.005412,2,0.519991,0.504767,,0.737793,,rest,1,3,debug
11.0005,squat,face,0.005363,0.005530,0.886366,0.360806,0.468710,0.054924,0.097643,0.886366,0.005363,2,0.520090,0.499417,,0.735352,,rest,1,3,debug
11.0338,squat,face,0.005428,0.005500,0.873324,0.361454,0.473600,0.055257,0.098235,0.873324,0.005428,2,0.523430,0.504315,0.752106,0.754395,,rest,1,3,debug
11.0672,squat,face,0.005814,0.005594,0.842012,0.362508,0.469061,0.057187,0.101667,0.842012,0.005814,2,0.523778,0.507203,,0.776367,,rest,1,3,debug
11.1005,squat,face,0.005742,0.005638,0.873324,0.369502,0.468027,0.056832,0.101035,0.873324,0.005742,2,0.529129,0.505909,0.738369,0.768066,,rest,1,3,debug
11.1338,squat,face,0.005985,0.005742,0.876673,0.368954,0.472483,0.058024,0.103153,0.876673,0.005985,2,0.530614,0.361147,0.712857,0.822754,,rest,1,3,debug
11.1672,squat,face,0.006158,0.005867,0.867434,0.370641,0.475636,0.058854,0.104629,0.867434,0.006158,2,0.530540,0.506062,0.547852,0.837891,,rest,1,3,debug
11.2005,squat,face,0.006255,0.005984,0.867715,0.381790,0.470531,0.059318,0.105454,0.867715,0.006255,2,0.531846,0.515825,0.533442,0.831055,,rest,1,3,debug
11.2338,squat,face,0.006816,0.006233,0.872485,0.384515,0.469671,0.061920,0.110080,0.872485,0.006816,2,0.530658,0.523948,0.529233,0.805664,,rest,1,3,debug
11.2672,squat,face,0.007037,0.006474,0.802523,0.387057,0.471569,0.062916,0.111850,0.802523,0.007037,2,0.533729,0.518515,0.546081,0.813965,,rest,1,3,debug
11.3005,squat,face,0.007806,0.006874,0.830921,0.390760,0.468157,0.066262,0.117799,0.830921,0.007806,2,0.533090,0.538682,0.581715,0.802734,,rest,1,3,debug
11.3338,squat,face,0.008231,0.007281,0.850953,0.391301,0.468034,0.068044,0.120966,0.850953,0.008231,2,0.532714,0.558923,0.583411,0.772949,,rest,1,3,debug
11.3672,squat,face,0.008789,0.007733,0.860085,0.391385,0.468329,0.070313,0.125001,0.860085,0.008789,2,0.536234,0.538681,0.603534,0.790527,,leaving,1,3,debug
11.4005,squat,face,0.009991,0.008411,0.839689,0.391568,0.461105,0.074967,0.133275,0.839689,0.009991,2,0.538038,0.529028,0.626967,0.792969,,leaving,1,3,debug
11.4338,squat,face,0.011248,0.009262,0.847791,0.389047,0.460929,0.079541,0.141406,0.847791,0.011248,2,0.541535,0.534947,0.586767,0.765137,,leaving,1,3,debug
11.4672,squat,face,0.012523,0.010240,0.859517,0.386194,0.460476,0.083931,0.149210,0.859517,0.012523,2,0.543294,0.494704,,0.761719,,leaving,1,3,debug
11.5005,squat,face,0.013986,0.011364,0.879731,0.383644,0.459712,0.088695,0.157680,0.879731,0.013986,2,0.529846,0.618545,,0.702148,,leaving,1,3,debug
11.5339,squat,face,0.017677,0.013258,0.840561,0.372114,0.455568,0.099717,0.177275,0.840561,0.017677,2,0.544029,0.577188,,0.751465,,peaked,1,3,debug
11.5672,squat,face,0.018327,0.014779,0.821465,0.370830,0.455109,0.101533,0.180504,0.821465,0.018327,2,,,,,,peaked,1,3,debug
11.6005,squat,face,0.018820,0.015991,0.824432,0.367715,0.457597,0.102890,0.182916,0.824432,0.018820,2,,,,,,peaked,1,3,debug
11.6339,squat,face,0.022233,0.017864,0.876115,0.360585,0.457216,0.111830,0.198808,0.876115,0.022233,2,0.564716,0.521473,,0.757812,,peaked,1,3,debug
11.6672,squat,face,0.024440,0.019837,0.865743,0.351887,0.453808,0.117250,0.208445,0.865743,0.024440,2,,,,,,peaked,1,3,debug
11.7005,squat,face,0.027117,0.022021,0.912693,0.345223,0.452075,0.123504,0.219562,0.912693,0.027117,2,0.569649,0.397435,,0.719238,,peaked,1,3,debug
11.7339,squat,face,0.028709,0.024027,0.918559,0.339416,0.444999,0.127078,0.225917,0.918559,0.028709,2,,,,,,peaked,1,3,debug
11.7672,squat,face,0.032065,0.026438,0.902741,0.334832,0.433559,0.134300,0.238755,0.902741,0.032065,2,,,,,,peaked,1,3,debug
11.8005,squat,face,0.032577,0.028280,0.904092,0.332948,0.434515,0.135368,0.240654,0.904092,0.032577,2,,,,,,peaked,1,3,debug
11.8339,squat,face,0.031664,0.029295,0.910550,0.335220,0.436062,0.133458,0.237260,0.910550,0.031664,2,,,,,,peaked,1,3,debug
11.8672,squat,face,0.030229,0.029575,0.910014,0.339192,0.440032,0.130399,0.231821,0.910014,0.030229,2,,,,,,peaked,1,3,debug
11.9005,squat,face,0.027387,0.028919,0.873324,0.345679,0.444688,0.124117,0.220653,0.873324,0.027387,2,,,,,,peaked,1,3,debug
11.9339,squat,face,0.025276,0.027826,0.868840,0.351605,0.443865,0.119237,0.211978,0.868840,0.025276,2,,,,,,peaked,1,3,debug
11.9672,squat,face,0.022585,0.026254,0.895409,0.357766,0.445605,0.112712,0.200377,0.895409,0.022585,2,,,,,,peaked,1,3,debug
12.0005,squat,face,0.019247,0.024152,0.895409,0.365309,0.449752,0.104049,0.184976,0.895409,0.019247,2,0.552709,0.465768,,0.783691,,peaked,1,3,debug
12.0339,squat,face,0.018085,0.022332,0.872485,0.370795,0.450951,0.100861,0.179309,0.872485,0.018085,2,0.549047,0.455788,,0.783691,,peaked,1,3,debug
12.0672,squat,face,0.016859,0.020690,0.872205,0.374522,0.453461,0.097382,0.173124,0.872205,0.016859,2,0.542792,0.527392,,0.796875,,peaked,1,3,debug
12.1005,squat,face,0.014750,0.018908,0.875558,0.379419,0.458092,0.091088,0.161935,0.875558,0.014750,2,0.541184,0.514904,,0.771484,,peaked,1,3,debug
12.1339,squat,face,0.012288,0.016922,0.870805,0.385476,0.454032,0.083139,0.147802,0.870805,0.012288,2,0.541852,0.536740,,0.761719,,peaked,1,3,debug
12.1672,squat,face,0.010804,0.015087,0.891036,0.388426,0.456801,0.077956,0.138588,0.891036,0.010804,2,0.535173,0.521772,,0.765137,,peaked,1,3,debug
12.2005,squat,face,0.010330,0.013660,0.908134,0.388799,0.455575,0.076226,0.135514,0.908134,0.010330,2,0.529914,0.518992,,0.773438,,peaked,1,3,debug
12.2339,squat,face,0.008934,0.012242,0.908403,0.391839,0.462250,0.070891,0.126029,0.908403,0.008934,2,0.524233,0.527939,0.681096,0.713379,,peaked,1,3,debug
12.2672,squat,face,0.008233,0.011039,0.888841,0.393170,0.462521,0.068050,0.120979,0.888841,0.008233,2,0.521652,0.510608,0.517498,0.759766,,peaked,1,3,debug
12.3006,squat,face,0.006766,0.009757,0.848367,0.395454,0.462994,0.061692,0.109675,0.848367,0.006766,2,0.509625,0.510360,0.516648,0.703613,,peaked,1,3,debug
12.3339,squat,face,0.005594,0.008508,0.778119,0.395631,0.465386,0.056094,0.099722,0.778119,0.005594,2,0.509783,0.507752,0.672823,0.621582,,peaked,1,3,debug
12.3672,squat,face,0.005008,0.007458,0.737195,0.395739,0.462221,0.053078,0.094361,0.737195,0.005008,2,0.502360,0.510980,0.676134,0.534180,rep,rest,1,4,debug
12.4006,squat,face,0.004123,0.006458,0.655133,0.395511,0.458981,0.048160,0.085617,0.655133,0.004123,2,0.498471,0.487605,0.321117,0.584961,,rest,1,4,debug
12.4339,squat,face,0.003302,0.005511,0.629476,0.392930,0.454373,0.043098,0.076619,0.629476,0.003302,2,0.489837,0.496445,0.321405,0.660645,,rest,1,4,debug
