t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state
8.0670,pushUp,face,0.159018,0.228909,0.857811,0.263823,0.408617,0.531694,0.299078,0.857811,0.159018,7,,,,,,peaked,1,3,debug
8.1004,pushUp,face,0.149502,0.205087,0.882501,0.268610,0.414912,0.515539,0.289991,0.882501,0.149502,7,,,,,,peaked,1,3,debug
8.1337,pushUp,face,0.133966,0.183750,0.883607,0.282243,0.426953,0.488017,0.274510,0.883607,0.133966,7,,,,,,peaked,1,3,debug
8.1670,pushUp,face,0.122098,0.165255,0.872765,0.288120,0.433696,0.465901,0.262069,0.872765,0.122098,7,,,,,,peaked,1,3,debug
8.2004,pushUp,face,0.109807,0.148620,0.852673,0.296518,0.444424,0.441828,0.248528,0.852673,0.109807,7,,,,,rep,rest,1,4,debug
8.2337,pushUp,face,0.104153,0.135280,0.876673,0.300077,0.451726,0.430303,0.242045,0.876673,0.104153,7,,,,,,rest,1,4,debug
8.2670,pushUp,face,0.095745,0.123420,0.881117,0.306846,0.459629,0.412569,0.232070,0.881117,0.095745,7,,,,,,rest,1,4,debug
8.3004,pushUp,face,0.086693,0.112401,0.885263,0.308422,0.468220,0.392582,0.220827,0.885263,0.086693,7,,,,,,rest,1,4,debug
8.3337,pushUp,face,0.079973,0.102673,0.875000,0.316923,0.479725,0.377060,0.212096,0.875000,0.079973,7,,,,,,rest,1,4,debug
8.3671,pushUp,face,0.069004,0.092572,0.901929,0.321766,0.490344,0.350249,0.197015,0.901929,0.069004,7,,,,,,rest,1,4,debug
8.4004,pushUp,face,0.064710,0.084214,0.913495,0.325969,0.494991,0.339175,0.190786,0.913495,0.064710,7,,,,,,rest,1,4,debug
8.4337,pushUp,face,0.066662,0.078948,0.915897,0.326288,0.492603,0.344252,0.193642,0.915897,0.066662,7,,,,,,rest,1,4,debug
8.4671,pushUp,face,0.063337,0.074265,0.905981,0.322811,0.499910,0.335559,0.188752,0.905981,0.063337,7,,,,,,rest,1,4,debug
8.5004,pushUp,face,0.061946,0.070569,0.911890,0.327453,0.501577,0.331853,0.186667,0.911890,0.061946,7,,,,,,rest,1,4,debug
8.5337,pushUp,face,0.059796,0.067337,0.930442,0.334769,0.506969,0.326043,0.183399,0.930442,0.059796,7,,,,,,rest,1,4,debug
8.5671,pushUp,face,0.058009,0.064539,0.934370,0.340211,0.510031,0.321134,0.180638,0.934370,0.058009,7,,,,,,rest,1,4,debug
8.6004,pushUp,face,0.058067,0.062597,0.914029,0.340933,0.514698,0.321295,0.180729,0.914029,0.058067,7,,,,,,rest,1,4,debug
8.6337,pushUp,face,0.053256,0.059795,0.907327,0.348511,0.522711,0.307697,0.173080,0.907327,0.053256,7,,,,,,rest,1,4,debug
8.6671,pushUp,face,0.055113,0.058390,0.925971,0.346196,0.526183,0.313014,0.176070,0.925971,0.055113,7,,,,,,rest,1,4,debug
8.7004,pushUp,face,0.056263,0.057752,0.922007,0.341955,0.528330,0.316265,0.177899,0.922007,0.056263,7,,,,,,rest,1,4,debug
8.7337,pushUp,face,0.059509,0.058279,0.900575,0.338375,0.529479,0.325259,0.182958,0.900575,0.059509,7,,,,,,rest,1,4,debug
8.7671,pushUp,face,0.056275,0.057678,0.920417,0.339539,0.535278,0.316299,0.177918,0.920417,0.056275,7,,,,,,rest,1,4,debug
8.8004,pushUp,face,0.056433,0.057305,0.923859,0.343055,0.538199,0.316742,0.178168,0.923859,0.056433,7,,,,,,rest,1,4,debug
8.8337,pushUp,face,0.058472,0.057655,0.895682,0.338401,0.545536,0.322412,0.181357,0.895682,0.058472,7,,,,,,rest,1,4,debug
8.8671,pushUp,face,0.058824,0.058005,0.907865,0.336665,0.548444,0.323383,0.181903,0.907865,0.058824,7,,,,,,rest,1,4,debug
8.9004,pushUp,face,0.059222,0.058370,0.918293,0.334654,0.552441,0.324475,0.182517,0.918293,0.059222,7,,,,,,rest,1,4,debug
8.9337,pushUp,face,0.057047,0.057973,0.921478,0.337553,0.555979,0.318459,0.179133,0.921478,0.057047,7,,,,,,rest,1,4,debug
8.9671,pushUp,face,0.053997,0.056780,0.922537,0.343453,0.558011,0.309830,0.174279,0.922537,0.053997,7,,,,,,rest,1,4,debug
9.0004,pushUp,face,0.061035,0.058057,0.918559,0.335528,0.551184,0.329403,0.185289,0.918559,0.061035,7,,,,,,rest,1,4,debug
9.0337,pushUp,face,0.054331,0.056939,0.906789,0.342956,0.556876,0.310787,0.174818,0.906789,0.054331,7,,,,,,rest,1,4,debug
9.0671,pushUp,face,0.057174,0.057009,0.896499,0.336041,0.552446,0.318813,0.179333,0.896499,0.057174,7,,,,,,rest,1,4,debug
9.1004,pushUp,face,0.049940,0.054889,0.906250,0.349077,0.548648,0.297963,0.167604,0.906250,0.049940,7,,,,,,rest,1,4,debug
9.1338,pushUp,face,0.053088,0.054348,0.907058,0.342255,0.542696,0.307211,0.172806,0.907058,0.053088,7,,,,,,rest,1,4,debug
9.1671,pushUp,face,0.060162,0.056092,0.905981,0.337318,0.534059,0.327039,0.183960,0.905981,0.060162,7,,,,,,rest,1,4,debug
9.2004,pushUp,face,0.058660,0.056863,0.906519,0.334328,0.533351,0.322930,0.181648,0.906519,0.058660,7,,,,,,rest,1,4,debug
9.2338,pushUp,face,0.057310,0.056997,0.907058,0.342972,0.539318,0.319194,0.179547,0.907058,0.057310,7,,,,,,rest,1,4,debug
9.2671,pushUp,face,0.059855,0.057854,0.918824,0.342686,0.537977,0.326204,0.183490,0.918824,0.059855,7,,,,,,rest,1,4,debug
9.3004,pushUp,face,0.052975,0.056390,0.920417,0.353094,0.542083,0.306883,0.172622,0.920417,0.052975,7,,,,,,rest,1,4,debug
9.3338,pushUp,face,0.055982,0.056268,0.915630,0.350596,0.540284,0.315472,0.177453,0.915630,0.055982,7,,,,,,rest,1,4,debug
9.3671,pushUp,face,0.053000,0.055288,0.901388,0.358317,0.546512,0.306957,0.172663,0.901388,0.053000,7,,,,,,rest,1,4,debug
9.4004,pushUp,face,0.053675,0.054804,0.894045,0.363969,0.549384,0.308904,0.173758,0.894045,0.053675,7,,,,,,rest,1,4,debug
9.4338,pushUp,face,0.053991,0.054560,0.891584,0.366886,0.551046,0.309814,0.174270,0.891584,0.053991,7,,,,,,rest,1,4,debug
9.4671,pushUp,face,0.053767,0.054322,0.895409,0.375489,0.559781,0.309170,0.173908,0.895409,0.053767,7,,,,,,rest,1,4,debug
9.5004,pushUp,face,0.059918,0.056001,0.889391,0.381839,0.552772,0.326375,0.183586,0.889391,0.059918,7,,,,,,rest,1,4,debug
9.5338,pushUp,face,0.060579,0.057374,0.912157,0.386771,0.552897,0.328172,0.184597,0.912157,0.060579,7,,,,,,rest,1,4,debug
9.5671,pushUp,face,0.053785,0.056298,0.890488,0.399260,0.566952,0.309222,0.173937,0.890488,0.053785,7,,,,,,rest,1,4,debug
9.6004,pushUp,face,0.057708,0.056721,0.898675,0.412780,0.562456,0.320300,0.180169,0.898675,0.057708,7,,,,,,rest,1,4,debug
9.6338,pushUp,face,0.058655,0.057301,0.862070,0.430374,0.562430,0.322917,0.181641,0.862070,0.058655,7,,,,,,rest,1,4,debug
9.6671,pushUp,face,0.053124,0.056048,0.913495,0.444078,0.575055,0.307315,0.172865,0.913495,0.053124,7,,,,,,rest,1,4,debug
9.7004,pushUp,face,0.053678,0.055337,0.889665,0.447829,0.576355,0.308912,0.173763,0.889665,0.053678,7,,,,,,rest,1,4,debug
9.7338,pushUp,face,0.057337,0.055937,0.906250,0.462020,0.570579,0.319268,0.179588,0.906250,0.057337,7,,,,,,rest,1,4,debug
9.7671,pushUp,face,0.059701,0.057066,0.881948,0.474026,0.572467,0.325783,0.183253,0.881948,0.059701,7,,,,,,rest,1,4,debug
9.8004,pushUp,face,0.056901,0.057016,0.876394,0.486226,0.577622,0.318053,0.178905,0.876394,0.056901,7,,,,,,rest,1,4,debug
9.8338,pushUp,face,0.052181,0.055566,0.904362,0.495562,0.585114,0.304574,0.171323,0.904362,0.052181,7,,,,,,rest,1,4,debug
9.8671,pushUp,face,0.052788,0.054733,0.897588,0.496000,0.590115,0.306343,0.172318,0.897588,0.052788,7,,,,,,rest,1,4,debug
9.9005,pushUp,face,0.056558,0.055280,0.886090,0.498855,0.584929,0.317093,0.178365,0.886090,0.056558,7,,,,,,rest,1,4,debug
9.9338,pushUp,face,0.056964,0.055785,0.885263,0.503741,0.589557,0.318229,0.179004,0.885263,0.056964,7,,,,,,rest,1,4,debug
9.9671,pushUp,face,0.056426,0.055977,0.887742,0.508343,0.590221,0.316721,0.178155,0.887742,0.056426,7,,,,,,rest,1,4,debug
10.0005,pushUp,face,0.054038,0.055396,0.911086,0.513246,0.599095,0.309948,0.174346,0.911086,0.054038,7,,,,,,rest,1,4,debug
10.0338,pushUp,face,0.055329,0.055376,0.905172,0.504541,0.598633,0.313628,0.176416,0.905172,0.055329,7,,,,,,rest,1,4,debug
10.0671,pushUp,face,0.054538,0.055124,0.903822,0.508544,0.599782,0.311379,0.175151,0.903822,0.054538,7,,,,,,rest,1,4,debug
10.1005,pushUp,face,0.057452,0.055823,0.894045,0.503160,0.598992,0.319589,0.179769,0.894045,0.057452,7,,,,,,rest,1,4,debug
10.1338,pushUp,face,0.055359,0.055684,0.881117,0.509063,0.603877,0.313714,0.176464,0.881117,0.055359,7,,,,,,rest,1,4,debug
10.1671,pushUp,face,0.053073,0.054901,0.905981,0.511426,0.614017,0.307168,0.172782,0.905981,0.053073,7,,,,,,rest,1,4,debug
10.2005,pushUp,face,0.048391,0.052948,0.909745,0.511828,0.619700,0.293305,0.164984,0.909745,0.048391,7,,,,,,rest,1,4,debug
10.2338,pushUp,face,0.056287,0.053950,0.906789,0.509334,0.616437,0.316333,0.177937,0.906789,0.056287,7,,,,,,rest,1,4,debug
10.2671,pushUp,face,0.058501,0.055315,0.908403,0.506522,0.609025,0.322492,0.181402,0.908403,0.058501,7,,,,,,rest,1,4,debug
10.3005,pushUp,face,0.060493,0.056868,0.905981,0.510082,0.610654,0.327938,0.184465,0.905981,0.060493,7,,,,,,rest,1,4,debug
10.3338,pushUp,face,0.057792,0.057145,0.905172,0.512617,0.614400,0.320532,0.180299,0.905172,0.057792,7,,,,,,rest,1,4,debug
10.3671,pushUp,face,0.058675,0.057604,0.902200,0.514635,0.615344,0.322972,0.181672,0.902200,0.058675,7,,,,,,rest,1,4,debug
10.4005,pushUp,face,0.058904,0.057994,0.895682,0.511511,0.613374,0.323602,0.182026,0.895682,0.058904,7,,,,,,rest,1,4,debug
10.4338,pushUp,face,0.057814,0.057940,0.892679,0.514684,0.615971,0.320593,0.180333,0.892679,0.057814,7,,,,,,rest,1,4,debug
10.4671,pushUp,face,0.053461,0.056596,0.891036,0.520923,0.621838,0.308290,0.173413,0.891036,0.053461,7,,,,,,rest,1,4,debug
10.5005,pushUp,face,0.061961,0.058206,0.891036,0.510895,0.609847,0.331894,0.186690,0.891036,0.061961,7,,,,,,rest,1,4,debug
10.5338,pushUp,face,0.061882,0.059309,0.892405,0.509669,0.609876,0.331682,0.186571,0.892405,0.061882,7,,,,,,rest,1,4,debug
10.5672,pushUp,face,0.061350,0.059921,0.890762,0.512114,0.607789,0.330252,0.185767,0.890762,0.061350,7,,,,,,rest,1,4,debug
10.6005,pushUp,face,0.061027,0.060253,0.889665,0.511493,0.609326,0.329381,0.185277,0.889665,0.061027,7,,,,,,rest,1,4,debug
10.6338,pushUp,face,0.061084,0.060502,0.888017,0.514287,0.607593,0.329537,0.185364,0.888017,0.061084,7,,,,,,rest,1,4,debug
10.6672,pushUp,face,0.057876,0.059714,0.882501,0.520702,0.609418,0.320766,0.180431,0.882501,0.057876,7,,,,,,rest,1,4,debug
10.7005,pushUp,face,0.057675,0.059103,0.884436,0.521275,0.610722,0.320208,0.180117,0.884436,0.057675,7,,,,,,rest,1,4,debug
10.7338,pushUp,face,0.061393,0.059790,0.880563,0.518509,0.606579,0.330367,0.185832,0.880563,0.061393,7,,,,,,rest,1,4,debug
10.7672,pushUp,face,0.061582,0.060327,0.884712,0.519983,0.605250,0.330876,0.186118,0.884712,0.061582,7,,,,,,rest,1,4,debug
10.8005,pushUp,face,0.060980,0.060523,0.888292,0.522524,0.602997,0.329255,0.185206,0.888292,0.060980,7,,,,,,rest,1,4,debug
