t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,pose_shoulder_conf,pose_orientation,luma_mean,luma_center
19.9008,squat,face,0.016524,0.020799,0.849805,0.473521,0.418322,0.096409,0.171394,0.849805,0.016524,4,0.491327,0.356508,,0.826172,,rest,0,0,debug,0.006000,0.012000,0.232520,0.433105,5,0.496037,0.549755
19.9341,squat,face,0.015117,0.019094,0.852673,0.475986,0.414237,0.092214,0.163935,0.852673,0.015117,4,0.489563,0.355562,,0.805664,,rest,0,0,debug,0.006000,0.012000,0.223348,0.403076,5,0.507287,0.557790
19.9674,squat,face,0.013338,0.017368,0.830039,0.479764,0.424978,0.086619,0.153990,0.830039,0.013338,4,0.489437,0.354621,,0.803711,,rest,0,0,debug,0.006000,0.012000,0.214047,0.470459,5,0.518127,0.566828
20.0008,squat,face,0.012368,0.015868,0.823839,0.483224,0.427659,0.083408,0.148281,0.823839,0.012368,4,0.487794,0.356902,,0.799316,,rest,0,0,debug,0.006000,0.012000,0.208333,0.484131,5,0.527085,0.580569
20.0341,squat,face,0.011110,0.014440,0.825615,0.487257,0.432685,0.079053,0.140539,0.825615,0.011110,4,0.486220,0.355241,0.085695,0.844727,,rest,0,0,debug,0.006000,0.012000,0.204673,0.487061,5,0.533650,0.595672
20.0674,squat,face,0.010000,0.013108,0.820275,0.488322,0.436160,0.074999,0.133332,0.820275,0.010000,4,0.485816,0.354046,0.080073,0.868164,,rest,0,0,debug,0.006000,0.012000,0.200106,0.496094,5,0.542206,0.614130
20.1008,squat,face,0.008744,0.011799,0.796109,0.493034,0.442796,0.070134,0.124682,0.796109,0.008744,4,0.484660,0.357892,0.101117,0.878418,,rest,0,0,debug,0.006000,0.012000,0.188089,0.594727,5,0.549074,0.630942
20.1341,squat,face,0.008630,0.010848,0.832389,0.496307,0.447662,0.069672,0.123861,0.832389,0.008630,4,0.483964,0.360501,0.115166,0.886719,,rest,0,0,debug,0.006000,0.012000,0.182469,0.650879,5,0.555333,0.645550
20.1674,squat,face,0.007770,0.009925,0.829451,0.501198,0.451465,0.066112,0.117533,0.829451,0.007770,4,0.480060,0.362751,0.124971,0.833984,,rest,0,0,debug,0.006000,0.012000,0.177736,0.670410,5,0.561079,0.659599
20.2008,squat,face,0.007192,0.009105,0.817891,0.505924,0.453242,0.063604,0.113073,0.817891,0.007192,4,0.475269,0.363028,0.128975,0.838867,,rest,0,0,debug,0.006000,0.012000,0.174630,0.675293,5,0.565651,0.672629
20.2341,squat,face,0.006801,0.008414,0.784991,0.507979,0.451615,0.061852,0.109959,0.784991,0.006801,4,0.472086,0.363586,0.135174,0.893066,,rest,0,0,debug,0.006000,0.012000,0.169372,0.692871,5,0.568757,0.683681
20.2674,squat,face,0.007098,0.008019,0.818189,0.515227,0.452826,0.063189,0.112335,0.818189,0.007098,4,0.470811,0.364193,0.143998,0.898926,,rest,0,0,debug,0.006000,0.012000,0.166140,0.705566,5,0.569852,0.690048
20.3008,squat,face,0.006568,0.007584,0.819978,0.517755,0.455175,0.060780,0.108054,0.819978,0.006568,4,0.463461,0.361614,0.147161,0.796875,,rest,0,0,debug,0.006000,0.012000,0.165203,0.696289,5,0.569582,0.693562
20.3341,squat,face,0.006547,0.007273,0.795188,0.521347,0.453542,0.060685,0.107885,0.795188,0.006547,4,0.459655,0.360329,0.159603,0.900879,,rest,0,0,debug,0.006000,0.012000,0.163899,0.681152,5,0.567631,0.693442
20.3674,squat,face,0.006804,0.007132,0.819084,0.526430,0.457028,0.061865,0.109982,0.819084,0.006804,4,0.457711,0.357670,0.163256,0.881348,,rest,0,0,debug,0.006000,0.012000,0.159127,0.631836,5,0.564370,0.693014
20.4008,squat,face,0.006397,0.006912,0.835024,0.530749,0.459648,0.059986,0.106642,0.835024,0.006397,4,0.450735,0.355694,0.173010,0.814453,,rest,0,0,debug,0.006000,0.012000,0.161599,0.632324,5,0.558592,0.689424
20.4341,squat,face,0.006393,0.006756,0.788405,0.535695,0.455427,0.059968,0.106610,0.788405,0.006393,4,0.446714,0.352083,0.170376,0.898438,,rest,0,0,debug,0.006000,0.012000,0.148118,0.623535,5,0.551243,0.688232
20.4674,squat,face,0.006850,0.006784,0.797947,0.539523,0.453352,0.062075,0.110355,0.797947,0.006850,4,0.443713,0.350355,0.180741,0.868652,,rest,0,0,debug,0.006000,0.012000,0.148540,0.625000,5,0.543105,0.686743
20.5008,squat,face,0.006301,0.006639,0.844329,0.542677,0.458976,0.059536,0.105842,0.844329,0.006301,4,0.438463,0.347371,0.186246,0.789062,,rest,0,0,debug,0.006000,0.012000,0.151214,0.642578,5,0.535131,0.681613
20.5341,squat,face,0.006730,0.006667,0.821762,0.547049,0.461949,0.061526,0.109379,0.821762,0.006730,4,0.435831,0.344896,0.189021,0.872559,,rest,0,0,debug,0.006000,0.012000,0.151106,0.624023,5,0.529448,0.675707
20.5675,squat,face,0.006778,0.006700,0.797334,0.549569,0.456927,0.061745,0.109768,0.797334,0.006778,4,0.434104,0.341330,0.149675,0.899902,,rest,0,0,debug,0.006000,0.012000,0.151381,0.665527,5,0.526243,0.669583
20.6008,squat,face,0.006778,0.006723,0.818189,0.550614,0.462452,0.061745,0.109769,0.818189,0.006778,4,0.432754,0.340549,0.163542,0.898438,,rest,0,0,debug,0.006000,0.012000,0.150751,0.683105,5,0.524033,0.663887
20.6341,squat,face,0.006843,0.006759,0.838234,0.554048,0.459167,0.062044,0.110301,0.838234,0.006843,4,0.430593,0.338854,0.147378,0.856445,,rest,0,0,debug,0.006000,0.012000,0.148664,0.684082,5,0.522504,0.659063
20.6675,squat,face,0.006616,0.006716,0.851527,0.554112,0.464104,0.061004,0.108452,0.851527,0.006616,4,0.428839,0.337185,0.149745,0.831543,,rest,0,0,debug,0.006000,0.012000,0.150253,0.689941,5,0.521150,0.655740
20.7008,squat,face,0.006664,0.006701,0.864050,0.553067,0.464125,0.061226,0.108846,0.864050,0.006664,4,0.429872,0.337570,0.157271,0.853027,,rest,0,0,debug,0.006000,0.012000,0.149833,0.676758,5,0.518906,0.652393
20.7341,squat,face,0.006834,0.006741,0.882778,0.553834,0.467645,0.062001,0.110224,0.882778,0.006834,4,0.430253,0.337184,0.156021,0.857910,,rest,0,0,debug,0.006000,0.012000,0.151988,0.670898,5,0.517137,0.650810
20.7675,squat,face,0.006435,0.006649,0.866589,0.554209,0.468075,0.060165,0.106960,0.866589,0.006435,4,0.430965,0.336759,0.173500,0.865234,,rest,0,0,debug,0.006000,0.012000,0.151011,0.660645,5,0.515322,0.649466
20.8008,squat,face,0.006779,0.006688,0.860369,0.552941,0.466463,0.061753,0.109783,0.860369,0.006779,4,0.431834,0.337838,0.182779,0.870605,,rest,0,0,debug,0.006000,0.012000,0.152761,0.676270,5,0.513215,0.648505
20.8341,squat,face,0.007092,0.006809,0.844039,0.551499,0.465221,0.063159,0.112282,0.844039,0.007092,4,0.431838,0.338310,0.144566,0.856445,,rest,0,0,debug,0.006000,0.012000,0.153293,0.681152,5,0.510761,0.646825
20.8675,squat,face,0.007031,0.006876,0.843461,0.551811,0.466492,0.062888,0.111800,0.843461,0.007031,4,0.432657,0.338717,0.155295,0.866211,,rest,0,0,debug,0.006000,0.012000,0.152583,0.654785,5,0.508867,0.645537
20.9008,squat,face,0.006843,0.006866,0.832389,0.548772,0.462450,0.062041,0.110295,0.832389,0.006843,4,0.433913,0.340199,0.154842,0.872559,,rest,0,0,debug,0.006000,0.012000,0.156385,0.686523,5,0.507257,0.644052
20.9341,squat,face,0.006702,0.006817,0.854103,0.546098,0.466116,0.061399,0.109153,0.854103,0.006702,4,0.435696,0.342949,0.157383,0.851562,,rest,0,0,debug,0.006000,0.012000,0.153859,0.665039,5,0.506485,0.642389
20.9675,squat,face,0.006026,0.006579,0.880008,0.545802,0.467773,0.058221,0.103504,0.880008,0.006026,4,0.442248,0.345464,0.179790,0.862305,,rest,0,0,debug,0.006000,0.012000,0.153959,0.637695,5,0.506154,0.638974
21.0008,squat,face,0.005858,0.006363,0.821168,0.539251,0.462568,0.057402,0.102049,0.821168,0.005858,4,0.443809,0.347179,0.177481,0.859375,,rest,0,0,debug,0.006000,0.012000,0.156704,0.694824,5,0.507535,0.636139
21.0341,squat,face,0.005995,0.006253,0.860085,0.536618,0.464307,0.058071,0.103237,0.860085,0.005995,4,0.449857,0.345370,0.167112,0.844727,,rest,0,0,debug,0.006000,0.012000,0.161803,0.648438,5,0.509369,0.633570
21.0675,squat,face,0.006023,0.006184,0.844907,0.531773,0.463780,0.058206,0.103477,0.844907,0.006023,4,0.455070,0.349535,0.153566,0.854004,,rest,0,0,debug,0.006000,0.012000,0.161503,0.701660,5,0.510687,0.628334
21.1008,squat,face,0.005717,0.006044,0.803131,0.527478,0.460126,0.056708,0.100814,0.803131,0.005717,4,0.459065,0.352636,0.141358,0.874023,,rest,0,0,debug,0.006000,0.012000,0.168232,0.686035,5,0.510872,0.618930
21.1341,squat,face,0.005960,0.006019,0.837943,0.523144,0.463258,0.057903,0.102938,0.837943,0.005960,4,0.461762,0.353632,0.125038,0.847168,,rest,0,0,debug,0.006000,0.012000,0.167946,0.643555,5,0.509345,0.608102
21.1675,squat,face,0.006577,0.006186,0.849517,0.518558,0.455020,0.060826,0.108135,0.849517,0.006577,4,0.466906,0.355375,0.118174,0.831543,,rest,0,0,debug,0.006000,0.012000,0.177475,0.660156,5,0.503051,0.591929
21.2008,squat,face,0.007523,0.006587,0.797334,0.512940,0.446644,0.065053,0.115649,0.797334,0.007523,4,0.472106,0.355407,0.098672,0.887695,,rest,0,0,debug,0.006000,0.012000,0.184671,0.593750,5,0.494550,0.572144
21.2341,squat,face,0.008234,0.007081,0.815200,0.505101,0.442371,0.068054,0.120986,0.815200,0.008234,4,0.472275,0.354517,0.087814,0.879395,,rest,0,0,debug,0.006000,0.012000,0.197901,0.548828,5,0.486109,0.551594
21.2675,squat,face,0.008927,0.007635,0.828862,0.503154,0.442896,0.070864,0.125981,0.828862,0.008927,4,0.473573,0.359121,0.078607,0.830566,,rest,0,0,debug,0.006000,0.012000,0.203381,0.540527,5,0.478207,0.531744
21.3008,squat,face,0.010073,0.008367,0.862636,0.498718,0.436073,0.075275,0.133822,0.862636,0.010073,4,0.475729,0.360877,0.065885,0.769531,,rest,0,0,debug,0.006000,0.012000,0.213644,0.509277,5,0.474298,0.519181
21.3341,squat,face,0.011471,0.009298,0.871365,0.491549,0.429035,0.080327,0.142804,0.871365,0.011471,4,0.480916,0.361361,0.062412,0.791992,,rest,0,0,debug,0.006000,0.012000,0.215510,0.467773,5,0.470485,0.512416
21.3675,squat,face,0.013026,0.010416,0.870244,0.489021,0.421803,0.085599,0.152175,0.870244,0.013026,4,0.484029,0.360545,,0.802246,,rest,0,0,debug,0.006000,0.012000,0.229446,0.394531,5,0.466637,0.509352
21.4008,squat,face,0.014552,0.011657,0.848655,0.482567,0.413418,0.090474,0.160843,0.848655,0.014552,4,0.484891,0.358417,,0.829590,,rest,0,0,debug,0.006000,0.012000,0.222790,0.377686,5,0.462835,0.508375
21.4342,squat,face,0.017262,0.013338,0.859233,0.477283,0.406042,0.098537,0.175178,0.859233,0.017262,4,0.487563,0.359147,,0.779785,,rest,0,0,debug,0.006000,0.012000,0.224146,0.316650,5,0.458167,0.506131
21.4675,squat,face,0.018858,0.014994,0.889391,0.470675,0.396766,0.102992,0.183097,0.889391,0.018858,4,0.488821,0.353904,,0.785156,,rest,0,0,debug,0.006000,0.012000,0.216344,0.250977,5,0.451517,0.503790
21.5008,squat,face,0.020918,0.016771,0.891858,0.466675,0.389512,0.108474,0.192843,0.891858,0.020918,4,0.491915,0.352340,,0.813477,,rest,0,0,debug,0.006000,0.012000,0.216893,0.253906,5,0.445558,0.500950
21.5342,squat,face,0.024330,0.019039,0.889665,0.462096,0.381520,0.116985,0.207974,0.889665,0.024330,4,0.495987,0.352835,,0.835938,,rest,0,0,debug,0.006000,0.012000,0.244260,0.245850,5,0.441657,0.497724
21.5675,squat,face,0.026996,0.021426,0.885539,0.457755,0.370679,0.123229,0.219074,0.885539,0.026996,4,0.497996,0.351632,,0.798828,,rest,0,0,debug,0.006000,0.012000,0.239952,0.238037,5,0.439958,0.494062
21.6008,squat,face,0.029180,0.023752,0.869402,0.454434,0.364346,0.128115,0.227760,0.869402,0.029180,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.440084,0.491607
21.6342,squat,face,0.030288,0.025713,0.877786,0.453220,0.358871,0.130525,0.232044,0.877786,0.030288,4,0.499663,0.350674,,0.741211,,rest,0,0,debug,0.006000,0.012000,0.259750,0.251709,5,0.439954,0.490097
21.6675,squat,face,0.031885,0.027564,0.872485,0.451218,0.356272,0.133923,0.238085,0.872485,0.031885,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.440993,0.490117
21.7008,squat,face,0.032465,0.029034,0.886366,0.450576,0.354069,0.135134,0.240239,0.886366,0.032465,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.444970,0.493919
21.7342,squat,face,0.031293,0.029712,0.872205,0.452526,0.358571,0.132674,0.235865,0.872205,0.031293,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.450892,0.499272
21.7675,squat,face,0.029277,0.029581,0.845484,0.452026,0.361951,0.128328,0.228139,0.845484,0.029277,4,0.499432,0.351081,,0.748535,,rest,0,0,debug,0.006000,0.012000,0.259205,0.243652,5,0.458496,0.508016
21.8008,squat,face,0.026111,0.028540,0.854103,0.454038,0.370679,0.121192,0.215452,0.854103,0.026111,4,0.499519,0.353665,,0.773926,,rest,0,0,debug,0.006000,0.012000,0.244830,0.285400,5,0.466920,0.518338
21.8342,squat,face,0.024974,0.027471,0.855246,0.454817,0.379745,0.118525,0.210711,0.855246,0.024974,4,0.499565,0.354141,,0.784180,,rest,0,0,debug,0.006000,0.012000,0.237825,0.278076,5,0.474648,0.527660
21.8675,squat,face,0.023100,0.026160,0.867152,0.455652,0.389544,0.113991,0.202651,0.867152,0.023100,4,0.499387,0.355230,,0.783203,,rest,0,0,debug,0.006000,0.012000,0.227024,0.312500,5,0.483057,0.537857
21.9008,squat,face,0.020663,0.024511,0.867152,0.459995,0.391093,0.107810,0.191662,0.867152,0.020663,4,0.498645,0.360502,,0.789551,,rest,0,0,debug,0.006000,0.012000,0.233880,0.385986,5,0.491240,0.544230
21.9342,squat,face,0.018769,0.022788,0.877508,0.464637,0.401788,0.102749,0.182664,0.877508,0.018769,4,0.498169,0.361066,,0.820312,,rest,0,0,debug,0.006000,0.012000,0.229855,0.417480,5,0.499894,0.550320
21.9675,squat,face,0.016627,0.020940,0.883331,0.468088,0.407761,0.096708,0.171926,0.883331,0.016627,4,0.498543,0.361994,,0.791504,,rest,0,0,debug,0.006000,0.012000,0.227086,0.460693,5,0.508525,0.557997
22.0008,squat,face,0.014561,0.019026,0.862353,0.470781,0.415240,0.090502,0.160892,0.862353,0.014561,4,0.498055,0.363238,0.031129,0.795410,,rest,0,0,debug,0.006000,0.012000,0.219381,0.468262,5,0.516530,0.564858
22.0342,squat,face,0.013923,0.017495,0.875000,0.473454,0.418306,0.088498,0.157330,0.875000,0.013923,4,0.497360,0.361096,0.038197,0.823242,,rest,0,0,debug,0.006000,0.012000,0.210627,0.444336,5,0.523276,0.571402
22.0675,squat,face,0.012163,0.015895,0.864897,0.475799,0.424364,0.082714,0.147046,0.864897,0.012163,4,0.496592,0.363027,0.065761,0.862793,,rest,0,0,debug,0.006000,0.012000,0.203715,0.479248,5,0.527005,0.580424
22.1008,squat,face,0.011031,0.014436,0.865461,0.479119,0.431006,0.078770,0.140036,0.865461,0.011031,4,0.495907,0.361026,0.085814,0.846191,,rest,0,0,debug,0.006000,0.012000,0.204283,0.478271,5,0.533921,0.597171
22.1342,squat,face,0.009935,0.013086,0.858380,0.482086,0.436782,0.074754,0.132897,0.858380,0.009935,4,0.495493,0.363831,0.088036,0.878906,,rest,0,0,debug,0.006000,0.012000,0.189792,0.562500,5,0.542406,0.619670
22.1675,squat,face,0.008592,0.011737,0.851527,0.487122,0.444652,0.069518,0.123587,0.851527,0.008592,4,0.491283,0.364655,0.095240,0.836914,,rest,0,0,debug,0.006000,0.012000,0.184613,0.589355,5,0.554815,0.647414
22.2008,squat,face,0.008293,0.010704,0.851813,0.489607,0.451215,0.068300,0.121422,0.851813,0.008293,4,0.488917,0.365098,0.104576,0.823242,,rest,0,0,debug,0.006000,0.012000,0.175552,0.633301,5,0.563316,0.665821
22.2342,squat,face,0.007620,0.009779,0.831802,0.492812,0.455061,0.065471,0.116392,0.831802,0.007620,4,0.486315,0.368029,0.116777,0.870117,,rest,0,0,debug,0.006000,0.012000,0.173381,0.644531,5,0.569496,0.679061
22.2675,squat,face,0.007482,0.009090,0.822059,0.498562,0.456930,0.064872,0.115329,0.822059,0.007482,4,0.484663,0.371380,0.119563,0.900879,,rest,0,0,debug,0.006000,0.012000,0.169339,0.656738,5,0.574431,0.688295
22.3008,squat,face,0.006595,0.008341,0.858096,0.503192,0.460934,0.060907,0.108279,0.858096,0.006595,4,0.482696,0.371730,0.129175,0.883789,,rest,0,0,debug,0.006000,0.012000,0.167178,0.667969,5,0.576873,0.695539
22.3342,squat,face,0.006829,0.007888,0.860369,0.506216,0.460845,0.061977,0.110182,0.860369,0.006829,4,0.477275,0.372977,0.141996,0.839355,,rest,0,0,debug,0.006000,0.012000,0.162898,0.687500,5,0.576949,0.697712
22.3675,squat,face,0.006970,0.007612,0.822653,0.512520,0.460862,0.062614,0.111314,0.822653,0.006970,4,0.471381,0.369711,0.158431,0.881348,,rest,0,0,debug,0.006000,0.012000,0.160364,0.608887,5,0.575962,0.697162
22.4009,squat,face,0.007143,0.007471,0.888841,0.515840,0.464182,0.063386,0.112687,0.888841,0.007143,4,0.469738,0.368419,0.160703,0.853516,,rest,0,0,debug,0.006000,0.012000,0.156380,0.614746,5,0.572807,0.696488
22.4342,squat,face,0.006694,0.007238,0.884712,0.520356,0.462531,0.061363,0.109089,0.884712,0.006694,4,0.463345,0.368113,0.176575,0.788086,,rest,0,0,debug,0.006000,0.012000,0.154817,0.620117,5,0.568156,0.694626
22.4675,squat,face,0.006667,0.007067,0.830921,0.524926,0.469765,0.061238,0.108868,0.830921,0.006667,4,0.458874,0.364617,0.188260,0.848145,,rest,0,0,debug,0.006000,0.012000,0.149063,0.691406,5,0.561041,0.693674
22.5009,squat,face,0.006740,0.006969,0.891584,0.527950,0.468146,0.061573,0.109464,0.891584,0.006740,4,0.456531,0.360949,0.189810,0.808105,,rest,0,0,debug,0.006000,0.012000,0.152668,0.632812,5,0.550011,0.690095
22.5342,squat,face,0.007077,0.007001,0.894864,0.531520,0.462441,0.063092,0.112163,0.894864,0.007077,4,0.450742,0.358400,0.196921,0.767578,,rest,0,0,debug,0.006000,0.012000,0.152869,0.602539,5,0.539791,0.686198
22.5675,squat,face,0.006610,0.006884,0.852959,0.535224,0.466333,0.060975,0.108400,0.852959,0.006610,4,0.446575,0.356328,0.198089,0.811523,,rest,0,0,debug,0.006000,0.012000,0.151780,0.649414,5,0.532578,0.675789
22.6009,squat,face,0.006927,0.006897,0.827683,0.539534,0.460218,0.062421,0.110971,0.827683,0.006927,4,0.444868,0.354835,0.182031,0.818359,,rest,0,0,debug,0.006000,0.012000,0.149314,0.673340,5,0.529110,0.668852
22.6342,squat,face,0.007012,0.006931,0.867434,0.541487,0.463010,0.062804,0.111651,0.867434,0.007012,4,0.441996,0.351858,0.159804,0.781738,,rest,0,0,debug,0.006000,0.012000,0.151076,0.693848,5,0.525151,0.660080
22.6675,squat,face,0.006923,0.006929,0.886090,0.543038,0.464183,0.062402,0.110937,0.886090,0.006923,4,0.439849,0.351004,0.179163,0.784668,,rest,0,0,debug,0.006000,0.012000,0.149559,0.709961,5,0.522060,0.654373
22.7009,squat,face,0.006738,0.006871,0.884988,0.544368,0.463694,0.061563,0.109445,0.884988,0.006738,4,0.436177,0.349740,0.179056,0.793945,,rest,0,0,debug,0.006000,0.012000,0.149571,0.687500,5,0.519819,0.649399
22.7342,squat,face,0.006536,0.006771,0.877508,0.547634,0.466421,0.060633,0.107793,0.877508,0.006536,4,0.435771,0.349806,0.179803,0.801270,,rest,0,0,debug,0.006000,0.012000,0.149688,0.694336,5,0.517515,0.644517
22.7675,squat,face,0.006766,0.006769,0.869121,0.545185,0.469297,0.061691,0.109673,0.869121,0.006766,4,0.434705,0.350137,0.171192,0.815430,,rest,0,0,debug,0.006000,0.012000,0.148130,0.716797,5,0.515568,0.641385
22.8009,squat,face,0.006878,0.006802,0.871645,0.544643,0.466286,0.062202,0.110581,0.871645,0.006878,4,0.434286,0.350524,0.176542,0.810059,,rest,0,0,debug,0.006000,0.012000,0.147756,0.716309,5,0.513149,0.638305
22.8342,squat,face,0.006775,0.006794,0.869963,0.546764,0.463834,0.061734,0.109749,0.869963,0.006775,4,0.434857,0.351078,0.168128,0.814941,,rest,0,0,debug,0.006000,0.012000,0.147754,0.701660,5,0.510636,0.637058
22.8675,squat,face,0.006931,0.006835,0.876673,0.545635,0.461392,0.062441,0.111006,0.876673,0.006931,4,0.435955,0.351785,0.170049,0.800781,,rest,0,0,debug,0.006000,0.012000,0.147529,0.703125,5,0.507917,0.635770
22.9009,squat,face,0.006613,0.006769,0.878620,0.543991,0.465352,0.060991,0.108428,0.878620,0.006613,4,0.436289,0.352881,0.178054,0.784180,,rest,0,0,debug,0.006000,0.012000,0.148009,0.687988,5,0.505466,0.634947
22.9342,squat,face,0.007090,0.006865,0.878620,0.542876,0.462960,0.063152,0.112270,0.878620,0.007090,4,0.440681,0.354023,0.181631,0.769531,,rest,0,0,debug,0.006000,0.012000,0.148030,0.667969,5,0.503408,0.635821
22.9675,squat,face,0.006601,0.006786,0.848942,0.539837,0.465907,0.060933,0.108325,0.848942,0.006601,4,0.444268,0.356362,0.201558,0.801270,,rest,0,0,debug,0.006000,0.012000,0.148675,0.651367,5,0.502150,0.638431
23.0009,squat,face,0.006207,0.006612,0.832975,0.541944,0.466295,0.059090,0.105049,0.832975,0.006207,4,0.445059,0.357706,0.201917,0.802246,,rest,0,0,debug,0.006000,0.012000,0.147950,0.645508,5,0.501855,0.641938
23.0342,squat,face,0.005978,0.006422,0.878342,0.536397,0.467562,0.057990,0.103093,0.878342,0.005978,4,0.450156,0.360009,0.204584,0.783691,,rest,0,0,debug,0.006000,0.012000,0.149524,0.682129,5,0.501731,0.643045
23.0675,squat,face,0.006377,0.006408,0.880563,0.531802,0.469058,0.059891,0.106473,0.880563,0.006377,4,0.456226,0.362861,0.196824,0.841309,,rest,0,0,debug,0.006000,0.012000,0.146724,0.689941,5,0.502924,0.641924
23.1009,squat,face,0.006557,0.006453,0.810695,0.527050,0.464975,0.060733,0.107970,0.810695,0.006557,4,0.458187,0.363581,0.193025,0.871582,,rest,0,0,debug,0.006000,0.012000,0.147187,0.679199,5,0.504404,0.637073
23.1342,squat,face,0.005985,0.006313,0.849805,0.524367,0.461608,0.058022,0.103151,0.849805,0.005985,4,0.462255,0.365897,0.176772,0.838379,,rest,0,0,debug,0.006000,0.012000,0.153094,0.653320,5,0.505756,0.631852
23.1675,squat,face,0.006066,0.006239,0.860369,0.519359,0.463154,0.058413,0.103845,0.860369,0.006066,4,0.468294,0.368640,0.160483,0.853516,,rest,0,0,debug,0.006000,0.012000,0.165061,0.638184,5,0.506684,0.624345
23.2009,squat,face,0.005235,0.005937,0.803435,0.514917,0.461426,0.054263,0.096468,0.803435,0.005235,4,0.471599,0.368852,0.152901,0.882812,,rest,0,0,debug,0.006000,0.012000,0.164824,0.627441,5,0.506145,0.610599
23.2342,squat,face,0.005603,0.005837,0.827388,0.509445,0.461785,0.056139,0.099804,0.827388,0.005603,4,0.474126,0.369318,0.139597,0.855469,,rest,0,0,debug,0.006000,0.012000,0.173557,0.559082,5,0.504850,0.592876
23.2676,squat,face,0.006296,0.005975,0.808282,0.505654,0.453404,0.059512,0.105798,0.808282,0.006296,4,0.478704,0.371694,0.125909,0.811523,,rest,0,0,debug,0.006000,0.012000,0.176162,0.562988,5,0.499524,0.569548
23.3009,squat,face,0.007216,0.006347,0.818786,0.500465,0.448080,0.063711,0.113264,0.818786,0.007216,4,0.482603,0.374660,0.118518,0.838379,,rest,0,0,debug,0.006000,0.012000,0.185204,0.554199,5,0.494700,0.551783
23.3342,squat,face,0.007681,0.006747,0.787475,0.496331,0.445811,0.065732,0.116856,0.787475,0.007681,4,0.485069,0.373972,0.105655,0.856445,,rest,0,0,debug,0.006000,0.012000,0.189696,0.497559,5,0.491151,0.541808
23.3676,squat,face,0.008172,0.007175,0.869402,0.490443,0.440296,0.067798,0.120529,0.869402,0.008172,4,0.486633,0.376904,0.100791,0.788574,,rest,0,0,debug,0.006000,0.012000,0.190008,0.467529,5,0.488357,0.534832
23.4009,squat,face,0.009575,0.007895,0.875000,0.487612,0.435732,0.073390,0.130471,0.875000,0.009575,4,0.488158,0.376958,0.092026,0.751465,,rest,0,0,debug,0.006000,0.012000,0.196017,0.429932,5,0.486179,0.528710
23.4342,squat,face,0.010807,0.008769,0.898404,0.482413,0.425986,0.077968,0.138610,0.898404,0.010807,4,0.489893,0.375733,0.092432,0.759277,,rest,0,0,debug,0.006000,0.012000,0.199162,0.358154,5,0.485060,0.528387
23.4676,squat,face,0.011764,0.009667,0.901117,0.480444,0.421306,0.081346,0.144615,0.901117,0.011764,4,0.490903,0.377082,,0.791504,,rest,0,0,debug,0.006000,0.012000,0.212858,0.350830,5,0.483052,0.525785
23.5009,squat,face,0.012664,0.010566,0.898947,0.477059,0.416776,0.084400,0.150044,0.898947,0.012664,4,0.493182,0.377124,,0.853516,,rest,0,0,debug,0.006000,0.012000,0.209012,0.362793,5,0.479889,0.523276
23.5342,squat,face,0.014134,0.011636,0.896772,0.473793,0.412350,0.089165,0.158515,0.896772,0.014134,4,0.494309,0.375144,,0.858398,,rest,0,0,debug,0.006000,0.012000,0.215171,0.366455,5,0.476248,0.523191
23.5676,squat,face,0.016074,0.012968,0.886917,0.470394,0.401927,0.095088,0.169045,0.886917,0.016074,4,0.496313,0.376273,,0.848145,,rest,0,0,debug,0.006000,0.012000,0.225409,0.372803,5,0.471377,0.521266
23.6009,squat,face,0.017977,0.014471,0.852386,0.466577,0.391475,0.100560,0.178773,0.852386,0.017977,4,0.497655,0.370554,,0.858398,,rest,0,0,debug,0.006000,0.012000,0.230218,0.326416,5,0.465073,0.518270
23.6342,squat,face,0.019562,0.015998,0.834147,0.462415,0.386197,0.104897,0.186484,0.834147,0.019562,4,0.498134,0.365537,,0.846191,,rest,0,0,debug,0.006000,0.012000,0.233639,0.267090,5,0.458441,0.513939
23.6676,squat,face,0.021436,0.017629,0.841722,0.462069,0.378101,0.109807,0.195212,0.841722,0.021436,4,0.498029,0.365200,,0.812500,,rest,0,0,debug,0.006000,0.012000,0.244846,0.247803,5,0.454163,0.514310
23.7009,squat,face,0.022086,0.018966,0.861220,0.460836,0.377292,0.111459,0.198150,0.861220,0.022086,4,0.497662,0.360603,,0.775879,,rest,0,0,debug,0.006000,0.012000,0.254234,0.168213,5,0.451081,0.512630
23.7342,squat,face,0.023730,0.020395,0.867152,0.459134,0.368655,0.115533,0.205392,0.867152,0.023730,4,0.497156,0.353801,,0.783691,,rest,0,0,debug,0.006000,0.012000,0.252736,0.183350,5,0.450819,0.512387
23.7676,squat,face,0.025268,0.021857,0.877229,0.457674,0.363352,0.119219,0.211945,0.877229,0.025268,4,0.496397,0.349677,,0.793457,,rest,0,0,debug,0.006000,0.012000,0.251804,0.192383,5,0.453775,0.513417
