t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,pose_shoulder_conf,pose_orientation,luma_mean,luma_center
27.7344,squat,face,0.005902,0.006190,0.760024,0.527380,0.452925,0.057616,0.102429,0.760024,0.005902,4,0.458144,0.357605,0.166002,0.882812,,rest,0,0,debug,0.006000,0.012000,0.146615,0.630371,5,0.501706,0.608818
27.7677,squat,face,0.006446,0.006267,0.805256,0.522850,0.449063,0.060217,0.107053,0.805256,0.006446,4,0.460395,0.361540,0.157104,0.862305,,rest,0,0,debug,0.006000,0.012000,0.157539,0.613281,5,0.504041,0.594126
27.8011,squat,face,0.006208,0.006249,0.825911,0.519403,0.447063,0.059094,0.105057,0.825911,0.006208,4,0.463796,0.364882,0.152067,0.759277,,rest,0,0,debug,0.006000,0.012000,0.162116,0.598145,5,0.505922,0.580577
27.8344,squat,face,0.006458,0.006312,0.832095,0.513785,0.447060,0.060271,0.107148,0.832095,0.006458,4,0.469394,0.365180,0.131652,0.806641,,rest,0,0,debug,0.006000,0.012000,0.167026,0.583496,5,0.504017,0.566754
27.8677,squat,face,0.005336,0.006019,0.838525,0.515063,0.451117,0.054786,0.097398,0.838525,0.005336,4,0.471957,0.364087,0.120240,0.797852,,rest,0,0,debug,0.006000,0.012000,0.174807,0.564941,5,0.500662,0.555298
27.9011,squat,face,0.006817,0.006258,0.884712,0.508724,0.435790,0.061922,0.110084,0.884712,0.006817,4,0.472824,0.366425,0.114407,0.790039,,rest,0,0,debug,0.006000,0.012000,0.180911,0.548340,5,0.496995,0.546378
27.9344,squat,face,0.008384,0.006896,0.880285,0.503123,0.430310,0.068672,0.122083,0.880285,0.008384,4,0.474592,0.366406,0.095105,0.797852,,rest,0,0,debug,0.006000,0.012000,0.188539,0.520020,5,0.492859,0.538248
27.9677,squat,face,0.009353,0.007633,0.866589,0.503364,0.424629,0.072535,0.128950,0.866589,0.009353,4,0.475915,0.370067,0.089266,0.806152,,rest,0,0,debug,0.006000,0.012000,0.194493,0.493164,5,0.490232,0.532959
28.0011,squat,face,0.010171,0.008395,0.860652,0.499967,0.417660,0.075639,0.134469,0.860652,0.010171,4,0.476021,0.369404,,0.799316,,rest,0,0,debug,0.006000,0.012000,0.201633,0.421143,5,0.487983,0.529269
28.0344,squat,face,0.011446,0.009310,0.844907,0.494491,0.410966,0.080241,0.142650,0.844907,0.011446,4,0.476364,0.367474,0.079115,0.795898,,rest,0,0,debug,0.006000,0.012000,0.195484,0.417969,5,0.485864,0.530037
28.0677,squat,face,0.012640,0.010309,0.819978,0.489350,0.404908,0.084322,0.149906,0.819978,0.012640,4,0.479187,0.365014,,0.829590,,rest,0,0,debug,0.006000,0.012000,0.201448,0.400391,5,0.483169,0.529877
28.1011,squat,face,0.013710,0.011329,0.832682,0.486558,0.400204,0.087817,0.156118,0.832682,0.013710,4,0.481706,0.364556,,0.834961,,rest,0,0,debug,0.006000,0.012000,0.203878,0.357178,5,0.480375,0.532154
28.1344,squat,face,0.015084,0.012456,0.856957,0.485064,0.394317,0.092112,0.163755,0.856957,0.015084,4,0.483520,0.358505,,0.814941,,rest,0,0,debug,0.006000,0.012000,0.206428,0.347900,5,0.476402,0.530245
28.1677,squat,face,0.016881,0.013783,0.880008,0.483021,0.388357,0.097444,0.173234,0.880008,0.016881,4,0.484175,0.351217,,0.866211,,rest,0,0,debug,0.006000,0.012000,0.209839,0.354736,5,0.469198,0.527388
28.2011,squat,face,0.018982,0.015343,0.883054,0.479594,0.379020,0.103332,0.183701,0.883054,0.018982,4,0.483993,0.348797,,0.854980,,rest,0,0,debug,0.006000,0.012000,0.227825,0.263428,5,0.461684,0.522932
28.2344,squat,face,0.020952,0.017026,0.886917,0.475809,0.370463,0.108561,0.192998,0.886917,0.020952,4,0.483885,0.339617,,0.862305,,rest,0,0,debug,0.006000,0.012000,0.247530,0.151611,5,0.455575,0.517059
28.2677,squat,face,0.023841,0.019070,0.882778,0.473762,0.359332,0.115804,0.205874,0.882778,0.023841,4,0.481651,0.336612,,0.855469,,rest,0,0,debug,0.006000,0.012000,0.257812,0.190918,5,0.451968,0.509906
28.3011,squat,face,0.026802,0.021390,0.893772,0.472491,0.356150,0.122786,0.218285,0.893772,0.026802,4,0.572244,0.519794,,0.454834,,rest,0,0,debug,0.006000,0.012000,0.204635,0.103516,7,0.450788,0.507839
28.3344,squat,face,0.029338,0.023774,0.890488,0.468296,0.342264,0.128462,0.228377,0.890488,0.029338,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.449500,0.504062
28.3677,squat,face,0.030274,0.025724,0.888567,0.470735,0.346973,0.130497,0.231994,0.888567,0.030274,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.450535,0.502013
28.4011,squat,face,0.030217,0.027072,0.889939,0.469636,0.341045,0.130372,0.231772,0.889939,0.030217,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.453868,0.503822
28.4677,squat,face,0.029162,0.027699,0.892131,0.470721,0.345305,0.128077,0.227693,0.892131,0.029162,4,0.581596,0.522205,,0.525391,,rest,0,0,debug,0.006000,0.012000,0.209800,0.102783,7,0.467182,0.517691
28.5011,squat,face,0.028208,0.027852,0.885263,0.471916,0.349727,0.125963,0.223935,0.885263,0.028208,4,0.580359,0.523609,,0.624023,,rest,0,0,debug,0.006000,0.012000,0.208163,0.129150,7,0.474124,0.526814
28.5344,squat,face,0.025820,0.027242,0.893772,0.473179,0.353786,0.120514,0.214247,0.893772,0.025820,4,0.534042,0.527146,,0.668945,,rest,0,0,debug,0.006000,0.012000,0.285829,0.145508,2,0.480022,0.534901
28.5677,squat,face,0.024888,0.026536,0.874442,0.477037,0.357288,0.118320,0.210346,0.874442,0.024888,4,0.533349,0.530859,,0.651367,,rest,0,0,debug,0.006000,0.012000,0.280800,0.152344,2,0.486900,0.544642
28.6011,squat,face,0.022540,0.025337,0.894591,0.477307,0.367421,0.112600,0.200177,0.894591,0.022540,4,0.532598,0.522188,,0.746094,,rest,0,0,debug,0.006000,0.012000,0.267042,0.165771,2,0.493523,0.553198
28.6344,squat,face,0.020654,0.023932,0.892405,0.479277,0.373810,0.107787,0.191621,0.892405,0.020654,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.501813,0.562107
28.6677,squat,face,0.019026,0.022460,0.894864,0.483356,0.378784,0.103452,0.183915,0.894864,0.019026,4,0.526648,0.506896,,0.766113,,rest,0,0,debug,0.006000,0.012000,0.242866,0.163086,2,0.509559,0.570131
28.7011,squat,face,0.016908,0.020795,0.876951,0.483770,0.386557,0.097522,0.173373,0.876951,0.016908,4,0.527991,0.511721,,0.789062,,rest,0,0,debug,0.006000,0.012000,0.231132,0.146973,2,0.518118,0.579008
28.7344,squat,face,0.014600,0.018936,0.856102,0.484231,0.393046,0.090622,0.161106,0.856102,0.014600,4,0.524927,0.512810,,0.770996,,rest,0,0,debug,0.006000,0.012000,0.232278,0.238281,2,0.523875,0.587295
28.7678,squat,face,0.013117,0.017191,0.847215,0.487543,0.401005,0.085898,0.152708,0.847215,0.013117,4,0.524064,0.519081,,0.774414,,rest,0,0,debug,0.006000,0.012000,0.224471,0.246338,2,0.529343,0.596764
28.8011,squat,face,0.012895,0.015902,0.834147,0.487294,0.406871,0.085167,0.151408,0.834147,0.012895,4,0.520879,0.514124,,0.731445,,rest,0,0,debug,0.006000,0.012000,0.216455,0.307861,2,0.533827,0.606898
28.8344,squat,face,0.010850,0.014386,0.819382,0.490327,0.413546,0.078122,0.138883,0.819382,0.010850,4,0.524449,0.510747,,0.703125,,rest,0,0,debug,0.006000,0.012000,0.182664,0.258057,2,0.537260,0.618093
28.8678,squat,face,0.010130,0.013109,0.826207,0.492386,0.415754,0.075485,0.134195,0.826207,0.010130,4,0.521074,0.514382,,0.673828,,rest,0,0,debug,0.006000,0.012000,0.179737,0.279297,2,0.541046,0.630403
28.9011,squat,face,0.009337,0.011978,0.843461,0.496406,0.422026,0.072472,0.128840,0.843461,0.009337,4,0.515324,0.512696,,0.529785,,rest,0,0,debug,0.006000,0.012000,0.166164,0.240967,2,0.543832,0.640582
28.9344,squat,face,0.008657,0.010981,0.875000,0.499678,0.431258,0.069780,0.124054,0.875000,0.008657,4,0.512462,0.509666,,0.379883,,rest,0,0,debug,0.006000,0.012000,0.158999,0.247559,2,0.547330,0.650561
28.9678,squat,face,0.007926,0.010065,0.890488,0.500704,0.436393,0.066771,0.118703,0.890488,0.007926,4,0.506713,0.506098,0.501300,0.685059,,rest,0,0,debug,0.006000,0.012000,0.169963,0.411133,2,0.550855,0.658757
29.0011,squat,face,0.006842,0.009098,0.880008,0.505268,0.439811,0.062038,0.110290,0.880008,0.006842,4,0.507199,0.507299,0.644907,0.665527,,rest,0,0,debug,0.006000,0.012000,0.178020,0.366455,2,0.554845,0.667281
29.0344,squat,face,0.006325,0.008266,0.855531,0.508460,0.443507,0.059645,0.106036,0.855531,0.006325,4,0.504205,0.501123,0.651085,0.664551,,rest,0,0,debug,0.006000,0.012000,0.174033,0.425049,2,0.557923,0.676233
29.0678,squat,face,0.006722,0.007803,0.835901,0.512378,0.441525,0.061491,0.109317,0.835901,0.006722,4,0.505993,0.491503,0.527307,0.761719,,rest,0,0,debug,0.006000,0.012000,0.168206,0.417725,2,0.559982,0.681476
29.1011,squat,face,0.007004,0.007563,0.889116,0.515140,0.442699,0.062767,0.111586,0.889116,0.007004,4,0.503319,0.483991,0.536869,0.765137,,rest,0,0,debug,0.006000,0.012000,0.160092,0.427734,2,0.560858,0.685905
29.1344,squat,face,0.006742,0.007317,0.854389,0.519868,0.447327,0.061580,0.109476,0.854389,0.006742,4,0.502186,0.479483,0.521312,0.775879,,rest,0,0,debug,0.006000,0.012000,0.151592,0.446533,2,0.560260,0.686757
29.1678,squat,face,0.006286,0.007007,0.798252,0.524286,0.447817,0.059463,0.105713,0.798252,0.006286,4,0.500840,0.475361,0.600336,0.754395,,rest,0,0,debug,0.006000,0.012000,0.151252,0.484619,2,0.558311,0.684637
29.2011,squat,face,0.006450,0.006840,0.850092,0.530000,0.451385,0.060233,0.107081,0.850092,0.006450,4,0.497450,0.474854,0.512190,0.750488,,rest,0,0,debug,0.006000,0.012000,0.152382,0.495850,2,0.556477,0.686890
29.2344,squat,face,0.006984,0.006883,0.828567,0.530478,0.450795,0.062676,0.111424,0.828567,0.006984,4,0.492918,0.463848,0.628814,0.759766,,rest,0,0,debug,0.006000,0.012000,0.139917,0.466797,2,0.551385,0.684363
29.2678,squat,face,0.006711,0.006831,0.794574,0.535169,0.451568,0.061440,0.109226,0.794574,0.006711,4,0.495056,0.465447,0.393207,0.739258,,rest,0,0,debug,0.006000,0.012000,0.144131,0.515625,2,0.545110,0.682465
29.3011,squat,face,0.006210,0.006645,0.760666,0.538543,0.458128,0.059101,0.105068,0.760666,0.006210,4,0.490249,0.468147,0.633248,0.772461,,rest,0,0,debug,0.006000,0.012000,0.140837,0.471191,2,0.537589,0.677657
29.3344,squat,face,0.007035,0.006762,0.798252,0.538446,0.455510,0.062907,0.111834,0.798252,0.007035,4,0.489814,0.466896,,0.836426,,rest,0,0,debug,0.006000,0.012000,0.141530,0.428467,2,0.531310,0.673397
29.3678,squat,face,0.006438,0.006665,0.842302,0.543932,0.457573,0.060176,0.106980,0.842302,0.006438,4,0.490094,0.470278,0.133160,0.842773,,rest,0,0,debug,0.006000,0.012000,0.140061,0.412598,2,0.526785,0.670097
29.4011,squat,face,0.007179,0.006819,0.860085,0.541385,0.458408,0.063548,0.112975,0.860085,0.007179,4,0.487449,0.470787,0.120467,0.805176,,rest,0,0,debug,0.006000,0.012000,0.139772,0.456055,2,0.523751,0.666021
29.4344,squat,face,0.006802,0.006814,0.858664,0.544482,0.457708,0.061855,0.109965,0.858664,0.006802,4,0.487265,0.473797,,0.797363,,rest,0,0,debug,0.006000,0.012000,0.137210,0.552246,2,0.521750,0.660798
29.4678,squat,face,0.006855,0.006826,0.862070,0.544430,0.460980,0.062095,0.110392,0.862070,0.006855,4,0.486483,0.471675,,0.788086,,rest,0,0,debug,0.006000,0.012000,0.135345,0.552246,2,0.519671,0.656681
29.5011,squat,face,0.006975,0.006871,0.862070,0.545359,0.459202,0.062639,0.111358,0.862070,0.006975,4,0.487075,0.472509,,0.809570,,rest,0,0,debug,0.006000,0.012000,0.136617,0.545410,2,0.517193,0.652505
29.5344,squat,face,0.006817,0.006855,0.872485,0.542598,0.464839,0.061925,0.110089,0.872485,0.006817,4,0.487735,0.471853,,0.826172,,rest,0,0,debug,0.006000,0.012000,0.135600,0.542969,2,0.514841,0.648902
29.5678,squat,face,0.006733,0.006818,0.871645,0.544178,0.462405,0.061543,0.109410,0.871645,0.006733,4,0.486821,0.471230,,0.839355,,rest,0,0,debug,0.006000,0.012000,0.136611,0.538574,2,0.512435,0.645453
29.6011,squat,face,0.007033,0.006883,0.874721,0.540718,0.462481,0.062896,0.111815,0.874721,0.007033,4,0.487355,0.471146,,0.851074,,rest,0,0,debug,0.006000,0.012000,0.142967,0.518066,2,0.510482,0.642765
29.6345,squat,face,0.006207,0.006680,0.808886,0.539181,0.461102,0.059090,0.105049,0.808886,0.006207,4,0.487546,0.471279,0.198671,0.817871,,rest,0,0,debug,0.006000,0.012000,0.144333,0.540527,2,0.509031,0.641197
29.6678,squat,face,0.006401,0.006596,0.825911,0.535936,0.461346,0.060003,0.106671,0.825911,0.006401,4,0.488194,0.470948,0.444653,0.794434,,rest,0,0,debug,0.006000,0.012000,0.145769,0.540527,2,0.508222,0.641342
29.7011,squat,face,0.006245,0.006491,0.843461,0.533271,0.463107,0.059270,0.105369,0.843461,0.006245,4,0.488314,0.475505,,0.796875,,rest,0,0,debug,0.006000,0.012000,0.153576,0.534668,2,0.507172,0.636888
29.7345,squat,face,0.005638,0.006235,0.861220,0.532100,0.464983,0.056316,0.100117,0.861220,0.005638,4,0.491866,0.473792,0.146075,0.841309,,rest,0,0,debug,0.006000,0.012000,0.154213,0.537598,2,0.506856,0.633533
29.7678,squat,face,0.005993,0.006162,0.781875,0.525891,0.456134,0.058059,0.103216,0.781875,0.005993,4,0.493803,0.472892,0.425449,0.799316,,rest,0,0,debug,0.006000,0.012000,0.155002,0.504883,2,0.506957,0.630088
29.8011,squat,face,0.005949,0.006098,0.815799,0.521622,0.455789,0.057846,0.102837,0.815799,0.005949,4,0.494263,0.479392,,0.822754,,rest,0,0,debug,0.006000,0.012000,0.155962,0.565918,2,0.506968,0.626052
29.8345,squat,face,0.005203,0.005830,0.780937,0.517088,0.455194,0.054099,0.096177,0.780937,0.005203,4,0.496239,0.474800,,0.764648,,rest,0,0,debug,0.006000,0.012000,0.160198,0.552246,2,0.506932,0.618382
29.8678,squat,face,0.005846,0.005834,0.846639,0.509473,0.451335,0.057342,0.101941,0.846639,0.005846,4,0.497919,0.471694,,0.759766,,rest,0,0,debug,0.006000,0.012000,0.159724,0.535156,2,0.506839,0.608462
29.9011,squat,face,0.005960,0.005872,0.847215,0.499166,0.447922,0.057902,0.102937,0.847215,0.005960,4,0.499502,0.464130,0.643641,0.759766,,rest,0,0,debug,0.006000,0.012000,0.150430,0.445801,2,0.506955,0.597948
29.9345,squat,face,0.006746,0.006134,0.859233,0.489299,0.442457,0.061599,0.109509,0.859233,0.006746,4,0.501760,0.472408,0.637533,0.742188,,rest,0,0,debug,0.006000,0.012000,0.154613,0.379395,2,0.506401,0.585571
29.9678,squat,face,0.007116,0.006429,0.879731,0.480726,0.436403,0.063267,0.112475,0.879731,0.007116,4,0.507881,0.490667,0.553095,0.798340,,rest,0,0,debug,0.006000,0.012000,0.171902,0.481445,2,0.505709,0.575724
30.0011,squat,face,0.008258,0.006977,0.883054,0.472409,0.429943,0.068155,0.121164,0.883054,0.008258,4,0.512147,0.492028,0.518911,0.817871,,rest,0,0,debug,0.006000,0.012000,0.181800,0.614258,2,0.504693,0.569836
30.0345,squat,face,0.008886,0.007550,0.809791,0.467070,0.420948,0.070700,0.125688,0.809791,0.008886,4,0.519714,0.496174,0.526318,0.747070,,rest,0,0,debug,0.006000,0.012000,0.179693,0.591797,2,0.502329,0.563846
30.0678,squat,face,0.009368,0.008095,0.866589,0.458778,0.415265,0.072590,0.129048,0.866589,0.009368,4,0.525539,0.505005,0.548104,0.791992,,rest,0,0,debug,0.006000,0.012000,0.186499,0.528809,2,0.500533,0.559219
30.1011,squat,face,0.010935,0.008947,0.864615,0.451413,0.403989,0.078429,0.139430,0.864615,0.010935,4,0.529752,0.502054,0.559519,0.836426,,rest,0,0,debug,0.006000,0.012000,0.196071,0.529785,2,0.497736,0.553761
30.1345,squat,face,0.012230,0.009932,0.899490,0.444618,0.395380,0.082941,0.147450,0.899490,0.012230,4,0.534208,0.508377,0.551300,0.796387,,rest,0,0,debug,0.006000,0.012000,0.206586,0.576172,2,0.494927,0.548442
30.1678,squat,face,0.013647,0.011046,0.896499,0.440997,0.387813,0.087614,0.155758,0.896499,0.013647,4,0.543334,0.517097,0.548885,0.745117,,rest,0,0,debug,0.006000,0.012000,0.216244,0.463135,2,0.492489,0.543202
30.2011,squat,face,0.016144,0.012576,0.870524,0.435623,0.375921,0.095295,0.169414,0.870524,0.016144,4,0.543973,0.525301,0.651368,0.735352,,rest,0,0,debug,0.006000,0.012000,0.217745,0.446533,2,0.491034,0.539389
30.2345,squat,face,0.017178,0.013956,0.900575,0.433250,0.367415,0.098299,0.174754,0.900575,0.017178,4,0.548236,0.530885,,0.752441,,rest,0,0,debug,0.006000,0.012000,0.232725,0.485596,2,0.490722,0.536267
30.2678,squat,face,0.018679,0.015373,0.904632,0.433089,0.356524,0.102503,0.182227,0.904632,0.018679,4,0.550981,0.537233,0.313492,0.757812,,rest,0,0,debug,0.006000,0.012000,0.225217,0.451416,2,0.492326,0.532647
30.3011,squat,face,0.020607,0.016943,0.897588,0.430872,0.345705,0.107664,0.191403,0.897588,0.020607,4,0.562275,0.537982,,0.717773,,rest,0,0,debug,0.006000,0.012000,0.236885,0.421143,2,0.495937,0.530420
30.3345,squat,face,0.023336,0.018861,0.900033,0.428453,0.335859,0.114572,0.203683,0.900033,0.023336,4,0.569126,0.542903,,0.717773,,rest,0,0,debug,0.006000,0.012000,0.240839,0.395996,2,0.497888,0.527844
30.3678,squat,face,0.025713,0.020917,0.912960,0.425486,0.322104,0.120266,0.213806,0.912960,0.025713,4,0.578205,0.547115,0.324318,0.720215,,rest,0,0,debug,0.006000,0.012000,0.251165,0.372314,2,0.496177,0.524436
30.4011,squat,face,0.027816,0.022987,0.905981,0.425712,0.313023,0.125086,0.222375,0.905981,0.027816,4,0.579736,0.549875,,0.738281,,rest,0,0,debug,0.006000,0.012000,0.258150,0.409668,2,0.494247,0.521039
30.4345,squat,face,0.029161,0.024839,0.878620,0.424796,0.304830,0.128075,0.227689,0.878620,0.029161,4,0.584538,0.554528,,0.721680,,rest,0,0,debug,0.006000,0.012000,0.258893,0.405518,2,0.493389,0.517905
30.4678,squat,face,0.031657,0.026885,0.879175,0.423098,0.296137,0.133444,0.237234,0.879175,0.031657,4,0.594348,0.560201,,0.751465,,rest,0,0,debug,0.006000,0.012000,0.262451,0.342773,2,0.490914,0.516757
30.5011,squat,face,0.028887,0.027485,0.890214,0.425472,0.287771,0.127471,0.226616,0.890214,0.028887,4,0.604325,0.577440,,0.718262,,rest,0,0,debug,0.006000,0.012000,0.282223,0.298340,2,0.492170,0.529016
30.5345,squat,face,0.035214,0.029804,0.907596,0.416522,0.238943,0.140740,0.250205,0.907596,0.035214,4,0.643486,0.585286,,0.796387,,rest,0,0,debug,0.006000,0.012000,0.269034,0.329102,2,0.484118,0.522029
30.5678,squat,face,0.037175,0.032015,0.897860,0.416749,0.235377,0.144606,0.257077,0.897860,0.037175,4,0.643209,0.588517,,0.788574,,rest,0,0,debug,0.006000,0.012000,0.271504,0.324463,2,0.482834,0.518417
30.6012,squat,face,0.037686,0.033716,0.889939,0.415517,0.235472,0.145597,0.258839,0.889939,0.037686,4,0.644032,0.593783,,0.768066,,rest,0,0,debug,0.006000,0.012000,0.273548,0.339844,2,0.485810,0.521161
30.6345,squat,face,0.039386,0.035417,0.904902,0.418176,0.243699,0.148845,0.264613,0.904902,0.039386,4,0.630232,0.583867,,0.737305,,rest,0,0,debug,0.006000,0.012000,0.277771,0.237549,2,0.486886,0.514844
30.6678,squat,face,0.041139,0.037134,0.902741,0.416941,0.237685,0.152120,0.270436,0.902741,0.041139,4,0.630165,0.585535,,0.736328,,rest,0,0,debug,0.006000,0.012000,0.278145,0.257080,2,0.487944,0.516648
30.7012,squat,face,0.040766,0.038223,0.892131,0.416345,0.235505,0.151429,0.269207,0.892131,0.040766,4,0.630669,0.577850,,0.738770,,rest,0,0,debug,0.006000,0.012000,0.282803,0.239746,2,0.488807,0.517835
30.7345,squat,face,0.041595,0.039235,0.887192,0.415232,0.234322,0.152962,0.271932,0.887192,0.041595,4,0.629884,0.576552,,0.733398,,rest,0,0,debug,0.006000,0.012000,0.279787,0.257812,2,0.489521,0.518295
30.7678,squat,face,0.039988,0.039461,0.898947,0.414688,0.238053,0.149977,0.266625,0.898947,0.039988,4,0.631610,0.579105,,0.732910,,rest,0,0,debug,0.006000,0.012000,0.286177,0.239746,2,0.490449,0.518713
30.8012,squat,face,0.042233,0.040292,0.900304,0.411709,0.234566,0.154130,0.274010,0.900304,0.042233,4,0.630936,0.579758,,0.757324,,rest,0,0,debug,0.006000,0.012000,0.289771,0.210693,2,0.492137,0.520065
30.8345,squat,face,0.042803,0.041046,0.899490,0.411120,0.230974,0.155166,0.275851,0.899490,0.042803,4,0.632210,0.576691,,0.744629,,rest,0,0,debug,0.006000,0.012000,0.285509,0.207031,2,0.493215,0.521630
30.8678,squat,face,0.042822,0.041578,0.901929,0.409608,0.232901,0.155200,0.275911,0.901929,0.042822,4,0.632995,0.579163,,0.746094,,rest,0,0,debug,0.006000,0.012000,0.283537,0.221436,2,0.494596,0.523338
