t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,pose_shoulder_conf,pose_orientation,luma_mean,luma_center,depth_valid,depth_p05,depth_p10,depth_median,depth_center,depth_age,depth_g0,depth_g1,depth_g2,depth_g3,depth_g4,depth_g5,depth_g6,depth_g7,depth_g8
15.7340,squat,face,,0.013852,0.000000,,,,,,,,0.520214,0.529559,0.275976,0.397461,,rest,0,0,debug,0.561119,0.580001,0.119639,0.337646,4,0.566275,0.644492,0.941250,0.598130,0.649744,1.314503,1.817209,-0.0333,0.942041,1.817209,1.076760,1.008370,1.889295,0.687710,1.076760,1.889295,1.044894
15.7674,squat,face,,0.013852,0.000000,,,,,,,,0.521329,0.524647,0.260844,0.383545,,rest,0,0,debug,0.561119,0.580001,0.123811,0.276123,4,0.564887,0.643099,0.941250,0.598130,0.649744,1.314503,1.817209,0.0000,0.942041,1.817209,1.076760,1.008370,1.889295,0.687710,1.076760,1.889295,1.044894
15.8007,squat,face,,0.013852,0.000000,,,,,,,,0.522278,0.526610,0.264954,0.370605,,rest,0,0,debug,0.561119,0.580001,0.119645,0.260742,4,0.563450,0.641696,0.940833,0.595695,0.649744,1.314503,1.794915,0.0000,0.942041,1.817209,1.060587,1.008370,1.865207,0.687710,1.068888,1.889295,1.030173
15.8340,squat,face,,0.013852,0.000000,,,,,,,,0.519480,0.524509,0.265987,0.386230,,rest,0,0,debug,0.561119,0.580001,0.124901,0.308350,4,0.562149,0.640355,0.941458,0.598130,0.649744,1.314503,1.794915,0.0000,0.942041,1.817209,1.068888,1.008370,1.865207,0.687710,1.068888,1.889295,1.030173
15.8674,squat,face,,0.013852,0.000000,,,,,,,,0.518713,0.528250,0.263934,0.376953,,rest,0,0,debug,0.561119,0.580001,0.119581,0.316895,4,0.560861,0.639070,0.940972,0.598130,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.068888,1.008370,1.889295,0.687710,1.068888,1.889295,1.037485
15.9007,squat,face,,0.013852,0.000000,,,,,,,,0.520625,0.526721,,0.387939,,rest,0,0,debug,0.561119,0.580001,0.120463,0.321533,4,0.559550,0.637841,0.941458,0.598130,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.076760,1.008370,1.889295,0.687710,1.076760,1.889295,1.015369
15.9340,squat,face,,0.013852,0.000000,,,,,,,,0.519876,0.529014,0.261296,0.352783,,rest,0,0,debug,0.561119,0.580001,0.120105,0.272705,4,0.558273,0.636680,0.941319,0.598130,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.076760,1.000977,1.865207,0.687710,1.076760,1.889295,1.030173
15.9674,squat,face,,0.013852,0.000000,,,,,,,,0.516557,0.528009,0.264792,0.393311,,rest,0,0,debug,0.561119,0.580001,0.118666,0.329590,4,0.557042,0.635625,0.941458,0.600585,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.076760,1.008370,1.889295,0.690958,1.076760,1.889295,1.008370
16.0007,squat,face,,0.013852,0.000000,,,,,,,,0.519827,0.527699,0.261324,0.373779,,rest,0,0,debug,0.561119,0.580001,0.120086,0.303467,4,0.555895,0.634412,0.941806,0.598130,0.646873,1.302796,1.794915,-0.0333,0.942041,1.817209,1.068888,1.008370,1.865207,0.687710,1.068888,1.889295,1.022465
16.0340,squat,face,,0.013852,0.000000,,,,,,,,0.517187,0.528667,0.265211,0.370605,,rest,0,0,debug,0.561119,0.580001,0.119949,0.260742,4,0.554826,0.633412,0.941667,0.598130,0.649744,1.314503,1.817209,-0.0333,0.942041,1.817209,1.076760,1.008370,1.889295,0.687710,1.068888,1.889295,1.008370
16.0674,squat,face,,0.013852,0.000000,,,,,,,,0.516593,0.529984,0.265754,0.387695,,rest,0,0,debug,0.561119,0.580001,0.121480,0.291748,4,0.553793,0.632344,0.941319,0.598130,0.649744,1.314503,1.817209,-0.0333,0.942041,1.817209,1.084739,1.008370,1.889295,0.687710,1.068888,1.889295,1.008370
16.1007,squat,face,,0.013852,0.000000,,,,,,,,0.519359,0.532968,0.262636,0.350830,,rest,0,0,debug,0.561119,0.580001,0.123727,0.255127,4,0.552895,0.631475,0.941736,0.598130,0.649744,1.314503,1.794915,-0.0333,0.935160,1.817209,1.084739,1.008370,1.865207,0.687710,1.068888,1.889295,1.015369
16.1340,squat,face,,0.013852,0.000000,,,,,,,,0.517885,0.529860,0.262269,0.323975,,rest,0,0,debug,0.561119,0.580001,0.120396,0.236816,4,0.552017,0.630691,0.941528,0.598130,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.084739,1.008370,1.889295,0.687710,1.076760,1.889295,1.015369
16.1674,squat,face,,0.013852,0.000000,,,,,,,,,0.342600,0.232353,0.670410,,rest,0,0,debug,0.561119,0.580001,0.130158,0.604980,5,0.551193,0.629937,0.941736,0.600585,0.649744,1.314503,1.817209,-0.0667,0.942041,1.817209,1.084739,1.008370,1.889295,0.690958,1.076760,1.889295,1.030173
16.2340,squat,face,,0.013852,0.000000,,,,,,,,,0.342952,0.242679,0.642578,,rest,0,0,debug,0.561119,0.580001,0.128850,0.569336,5,0.549729,0.628613,0.940972,0.598130,0.653060,1.302796,1.794915,-0.0333,0.942041,1.817209,1.084739,1.008370,1.865207,0.687710,1.068888,1.889295,1.015369
16.2674,squat,face,,0.013852,0.000000,,,,,,,,,0.343107,0.241061,0.648926,,rest,0,0,debug,0.561119,0.580001,0.128564,0.615234,5,0.549095,0.628129,0.941181,0.600585,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.084739,1.008370,1.865207,0.687710,1.076760,1.889295,1.022465
16.3007,squat,face,,0.013852,0.000000,,,,,,,,,0.343235,0.241581,0.662109,,rest,0,0,debug,0.561119,0.580001,0.129444,0.613281,5,0.548527,0.627475,0.941181,0.600585,0.649744,1.314503,1.794915,0.0000,0.942041,1.817209,1.084739,1.008370,1.865207,0.687710,1.076760,1.889295,1.022465
16.3340,squat,face,,0.013852,0.000000,,,,,,,,,0.343191,0.241580,0.668945,,rest,0,0,debug,0.561119,0.580001,0.129271,0.610352,5,0.547984,0.627005,0.941250,0.598130,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.084739,1.008370,1.889295,0.690958,1.068888,1.889295,1.022465
16.3674,squat,face,,0.013852,0.000000,,,,,,,,,0.343160,0.242301,0.663086,,rest,0,0,debug,0.561119,0.580001,0.129160,0.601074,5,0.547294,0.626462,0.941458,0.600585,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.084739,1.008370,1.865207,0.690958,1.068888,1.889295,1.008370
16.4007,squat,face,,0.013852,0.000000,,,,,,,,,0.343351,0.242689,0.627930,,rest,0,0,debug,0.561119,0.580001,0.128909,0.531738,5,0.546669,0.625954,0.941458,0.598130,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.084739,1.008370,1.889295,0.690958,1.068888,1.889295,1.000977
16.4340,squat,face,,0.013852,0.000000,,,,,,,,,0.343684,0.243895,0.627441,,rest,0,0,debug,0.561119,0.580001,0.127786,0.574707,5,0.546058,0.625376,0.941944,0.598130,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.076760,1.008370,1.889295,0.687710,1.068888,1.889295,1.008370
16.4674,squat,face,,0.013852,0.000000,,,,,,,,,0.343925,0.243032,0.632812,,rest,0,0,debug,0.561119,0.580001,0.127505,0.617676,5,0.545503,0.624832,0.941389,0.598130,0.649744,1.302796,1.794915,-0.0333,0.935160,1.817209,1.084739,1.008370,1.865207,0.687710,1.060587,1.889295,1.022465
16.5007,squat,face,,0.013852,0.000000,,,,,,,,,0.343806,0.241870,0.595703,,rest,0,0,debug,0.561119,0.580001,0.127491,0.547852,5,0.544852,0.624213,0.941597,0.598130,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.093433,1.008370,1.889295,0.690958,1.076760,1.889295,1.015369
16.5341,squat,face,,0.013852,0.000000,,,,,,,,,0.344215,0.238837,0.560059,,rest,0,0,debug,0.561119,0.580001,0.127694,0.510742,5,0.544368,0.623686,0.941181,0.600585,0.649744,1.302796,1.794915,-0.0333,0.935160,1.817209,1.084739,1.000977,1.865207,0.687710,1.068888,1.889295,1.008370
16.5674,squat,face,,0.013852,0.000000,,,,,,,,,0.344244,0.242731,0.609375,,rest,0,0,debug,0.561119,0.580001,0.127804,0.546875,5,0.543924,0.623218,0.941111,0.600585,0.646873,1.302796,1.794915,-0.0333,0.935160,1.817209,1.084739,1.008370,1.865207,0.687710,1.068888,1.889295,1.008370
16.6007,squat,face,,0.013852,0.000000,,,,,,,,,0.343874,0.242447,0.625977,,rest,0,0,debug,0.561119,0.580001,0.127409,0.563965,5,0.543463,0.622704,0.941944,0.600585,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.093433,1.008370,1.865207,0.690958,1.068888,1.889295,1.008370
16.6341,squat,face,,0.013852,0.000000,,,,,,,,,0.343773,0.239111,0.615723,,rest,0,0,debug,0.561119,0.580001,0.127103,0.527344,5,0.543015,0.622235,0.941736,0.600585,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.084739,1.008370,1.889295,0.690958,1.076760,1.889295,1.008370
16.6674,squat,face,,0.013852,0.000000,,,,,,,,,0.344256,0.240036,0.603027,,rest,0,0,debug,0.561119,0.580001,0.128447,0.529785,5,0.542657,0.621721,0.941806,0.600585,0.649744,1.302796,1.794915,-0.0333,0.942041,1.817209,1.076760,1.008370,1.865207,0.687710,1.076760,1.889295,1.022465
16.7007,squat,face,,0.013852,0.000000,,,,,,,,,0.343828,0.238828,0.634766,,rest,0,0,debug,0.561119,0.580001,0.129162,0.548340,5,0.542232,0.621132,0.941389,0.598130,0.646873,1.302796,1.794915,-0.0333,0.935160,1.817209,1.084739,1.008370,1.865207,0.690958,1.076760,1.889295,1.008370
16.7341,squat,face,,0.013852,0.000000,,,,,,,,,0.344139,0.242467,0.625488,,rest,0,0,debug,0.561119,0.580001,0.127267,0.550781,5,0.541900,0.620579,0.941389,0.598130,0.649744,1.302796,1.794915,-0.0333,0.935160,1.817209,1.076760,1.000977,1.865207,0.687710,1.068888,1.889295,1.008370
16.7674,squat,face,,0.013852,0.000000,,,,,,,,,0.344087,0.238610,0.634277,,rest,0,0,debug,0.561119,0.580001,0.128614,0.548828,5,0.541375,0.620122,0.940972,0.598130,0.649744,1.302796,1.794915,-0.0333,0.942041,1.817209,1.084739,1.008370,1.865207,0.690958,1.076760,1.889295,1.008370
16.8007,squat,face,,0.013852,0.000000,,,,,,,,,0.344415,0.243034,0.646973,,rest,0,0,debug,0.561119,0.580001,0.128333,0.606934,5,0.540911,0.619605,0.941528,0.598130,0.649744,1.302796,1.794915,-0.0333,0.935160,1.817209,1.093433,1.008370,1.889295,0.694236,1.076760,1.915808,1.008370
16.8341,squat,face,,0.013852,0.000000,,,,,,,,,0.344717,0.242337,0.641602,,rest,0,0,debug,0.561119,0.580001,0.128911,0.587402,5,0.540581,0.619113,0.941389,0.600585,0.649744,1.314503,1.794915,-0.0333,0.942041,1.817209,1.093433,1.008370,1.889295,0.687710,1.068888,1.889295,1.015369
16.8674,squat,face,,0.013852,0.000000,,,,,,,,,0.345001,0.242603,0.639648,,rest,0,0,debug,0.561119,0.580001,0.127915,0.579102,5,0.540276,0.618645,0.941389,0.598130,0.649744,1.302796,1.794915,-0.0333,0.942041,1.817209,1.093433,1.008370,1.889295,0.690958,1.076760,1.889295,1.008370
16.9007,squat,face,,0.013852,0.000000,,,,,,,,,0.344605,0.242970,0.644043,,rest,0,0,debug,0.561119,0.580001,0.128677,0.596680,5,0.539941,0.618220,0.941806,0.598130,0.649744,1.302796,1.794915,-0.0333,0.935160,1.817209,1.076760,1.008370,1.865207,0.687710,1.076760,1.889295,1.030173
16.9341,squat,face,,0.013852,0.000000,,,,,,,,,0.344878,0.240351,0.615234,,rest,0,0,debug,0.561119,0.580001,0.127924,0.559570,5,0.539581,0.617661,0.941806,0.598130,0.646873,1.302796,1.794915,-0.0333,0.935160,1.817209,1.093433,1.008370,1.865207,0.687710,1.068888,1.889295,1.022465
16.9674,squat,face,,0.013852,0.000000,,,,,,,,,0.345053,0.240541,0.617188,,rest,0,0,debug,0.561119,0.580001,0.127840,0.559570,5,0.539218,0.617225,0.941389,0.598130,0.649744,1.302796,1.794915,-0.0333,0.935160,1.817209,1.084739,1.008370,1.889295,0.690958,1.068888,1.889295,1.015369
17.0007,squat,face,,0.013852,0.000000,,,,,,,,,0.345768,0.240718,0.564453,,rest,0,0,debug,0.561119,0.580001,0.127143,0.494629,5,0.538962,0.616823,0.941875,0.598130,0.649744,1.302796,1.794915,-0.0333,0.942041,1.817209,1.068888,1.000977,1.865207,0.687710,1.076760,1.889295,1.008370
17.0341,squat,face,,0.013852,0.000000,,,,,,,,,0.344536,0.246574,0.636719,,rest,0,0,debug,0.561119,0.580001,0.129759,0.543457,5,0.538581,0.616294,0.941597,0.598130,0.649744,1.302796,1.794915,-0.0333,0.935160,1.817209,1.084739,1.008370,1.865207,0.690958,1.076760,1.889295,0.994175
17.0674,squat,face,,0.013852,0.000000,,,,,,,,,0.345558,0.245725,0.627930,,rest,0,0,debug,0.561119,0.580001,0.129002,0.549805,5,0.538334,0.615981,0.941319,0.598130,0.649744,1.302796,1.794915,-0.0333,0.942041,1.817209,1.076760,1.008370,1.865207,0.687710,1.068888,1.889295,0.987463
17.1007,squat,face,,0.013852,0.000000,,,,,,,,,0.345661,0.242317,0.612793,,rest,0,0,debug,0.561119,0.580001,0.129522,0.524902,5,0.538029,0.615517,0.941389,0.598130,0.646873,1.302796,1.794915,-0.0333,0.935160,1.817209,1.060587,1.008370,1.865207,0.687710,1.068888,1.889295,0.973377
17.1341,squat,face,0.002861,0.010555,0.580653,0.578000,0.468986,0.040118,0.071321,0.580653,0.002861,4,,0.345676,0.239983,0.589844,,rest,0,0,debug,0.561119,0.580001,0.131165,0.481934,5,0.537542,0.614892,0.941111,0.598130,0.649744,1.291297,1.794915,-0.0333,0.942041,1.817209,1.044894,1.008370,1.865207,0.687710,1.076760,1.889295,0.960600
17.1674,squat,face,,0.010555,0.000000,,,,,,,,,0.345549,0.243085,0.563477,,rest,0,0,debug,0.561119,0.580001,0.132367,0.473877,5,0.537175,0.614748,0.941042,0.595695,0.646873,1.291297,1.794915,-0.0333,0.935160,1.817209,0.966947,1.000977,1.865207,0.687710,1.076760,1.889295,0.954332
17.2007,squat,face,0.003746,0.008512,0.589624,0.576007,0.453869,0.045903,0.081604,0.589624,0.003746,4,,0.345692,,0.489990,,rest,0,0,debug,0.561119,0.580001,0.133654,0.397217,5,0.536639,0.614459,0.941042,0.595695,0.646873,1.291297,1.794915,0.0000,0.935160,1.817209,0.966947,1.000977,1.865207,0.687710,1.076760,1.889295,0.954332
17.2341,squat,face,0.004469,0.007299,0.589210,0.574871,0.457580,0.050136,0.089130,0.589210,0.004469,4,,0.345890,,0.474609,,rest,0,0,debug,0.561119,0.580001,0.134773,0.400391,5,0.536085,0.614459,0.940694,0.598130,0.646873,1.291297,1.794915,0.0000,0.935160,1.817209,0.905393,1.008370,1.865207,0.690958,1.068888,1.915808,0.966947
17.2674,squat,face,,0.007299,0.000000,,,,,,,,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.535867,0.614305,0.939861,0.593279,0.646873,1.291297,1.794915,-0.0333,0.942041,1.817209,0.846979,1.008370,1.889295,0.694236,1.076760,1.915808,1.037485
17.3008,squat,face,,0.007299,0.000000,,,,,,,,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.535580,0.614452,0.939444,0.590881,0.646873,1.279198,1.794915,-0.0333,0.942041,1.817209,0.831844,1.008370,1.865207,0.697548,1.076760,1.889295,1.037485
17.3674,squat,face,,0.007299,0.000000,,,,,,,,,0.346458,0.191909,0.673340,,rest,0,0,debug,0.561119,0.580001,0.143228,0.627441,5,0.534429,0.614879,0.939653,0.585812,0.644025,1.257213,1.771624,-0.0333,0.935160,1.817209,0.799375,1.008370,1.865207,0.700890,1.076760,1.889295,1.015369
17.4008,squat,face,,0.007299,0.000000,,,,,,,,,0.346388,0.202962,0.684082,,rest,0,0,debug,0.561119,0.580001,0.149270,0.610840,5,0.533470,0.615719,0.938681,0.571747,0.638400,1.224876,1.771624,-0.0333,0.942041,1.817209,0.846979,1.008370,1.865207,0.708160,1.068888,1.889295,1.044894
17.4341,squat,face,,0.007299,0.000000,,,,,,,,,0.348186,,0.513184,,rest,0,0,debug,0.561119,0.580001,0.146271,0.472168,5,0.528188,0.611281,0.937986,0.556219,0.632489,1.194168,1.750427,-0.0333,0.942041,1.794915,0.856903,1.008370,1.865207,0.711603,1.068888,1.865207,1.044894
17.4674,squat,face,,0.007299,0.000000,,,,,,,,0.436560,0.351078,,0.525391,,rest,0,0,debug,0.561119,0.580001,0.150377,0.434326,5,0.524253,0.607659,0.938194,0.535285,0.621734,1.164298,1.729724,-0.0333,0.942041,1.794915,0.872231,1.008370,1.865207,0.715084,1.076760,1.865207,0.987463
17.5008,squat,face,,0.007299,0.000000,,,,,,,,0.439518,0.351661,,0.464844,,rest,0,0,debug,0.561119,0.580001,0.152789,0.440186,5,0.523276,0.606882,0.940208,0.514056,0.613541,1.136515,1.708085,-0.0333,0.942041,1.794915,0.883519,1.008370,1.865207,0.726241,1.068888,1.840072,0.935160
17.5341,squat,face,,0.007299,0.000000,,,,,,,,,0.353658,,0.485107,,rest,0,0,debug,0.561119,0.580001,0.160795,0.373779,5,0.523677,0.605847,0.941250,0.499512,0.605917,1.110027,1.688375,-0.0333,0.935160,1.794915,0.867062,1.008370,1.840072,0.764749,1.068888,1.817209,0.905393
17.5674,squat,face,,0.007299,0.000000,,,,,,,,0.429536,0.356096,0.142582,0.647949,,rest,0,0,debug,0.561119,0.580001,0.171286,0.572754,5,0.524990,0.605741,0.941250,0.489484,0.600585,1.076760,1.688375,-0.0333,0.942041,1.794915,0.851913,1.000977,1.840072,0.777525,1.068888,1.817209,0.883519
17.6008,squat,face,,0.007299,0.000000,,,,,,,,,0.358302,0.136111,0.536621,,rest,0,0,debug,0.561119,0.580001,0.178796,0.529785,5,0.524953,0.604501,0.941458,0.479399,0.605917,1.037485,1.669107,-0.0333,0.942041,1.771624,0.817238,1.008370,1.840072,0.768767,1.076760,1.771624,0.851913
17.6341,squat,face,,0.007299,0.000000,,,,,,,,,0.359231,0.107136,0.720703,,rest,0,0,debug,0.561119,0.580001,0.186370,0.676270,5,0.524780,0.603356,0.940347,0.471455,0.610974,0.994175,1.669107,-0.0333,0.942041,1.771624,0.790122,1.008370,1.840072,0.756835,1.068888,1.729724,0.808208
17.6674,squat,face,,0.007299,0.000000,,,,,,,,,0.357370,0.081494,0.715332,,rest,0,0,debug,0.561119,0.580001,0.196477,0.683594,5,0.523871,0.602029,0.940069,0.463766,0.618731,0.954332,1.648953,-0.0333,0.942041,1.750427,0.777525,1.008370,1.840072,0.740954,1.076760,1.669107,0.764749
17.7008,squat,face,,0.007299,0.000000,,,,,,,,,0.352117,0.056529,0.682129,,rest,0,0,debug,0.561119,0.580001,0.204690,0.664062,5,0.522522,0.600780,0.940417,0.455111,0.629765,0.917560,1.630572,-0.0333,0.935160,1.750427,0.756835,1.008370,1.840072,0.722144,1.068888,1.558600,0.726241
17.7341,squat,face,,0.007299,0.000000,,,,,,,,,0.347604,0.051251,0.663086,,rest,0,0,debug,0.561119,0.580001,0.216191,0.609863,5,0.523330,0.600868,0.940000,0.450704,0.624387,0.899824,1.630572,-0.0333,0.942041,1.750427,0.722144,1.008370,1.840072,0.690958,1.068888,1.526079,0.694236
17.7674,squat,face,,0.007299,0.000000,,,,,,,,,0.341767,,0.573730,,rest,0,0,debug,0.561119,0.580001,0.225902,0.451904,5,0.524342,0.600715,0.938889,0.442524,0.605917,0.872231,1.648953,-0.0333,0.935160,1.771624,0.684034,1.008370,1.840072,0.661926,1.068888,1.365330,0.653060
17.8008,squat,face,,0.007299,0.000000,,,,,,,,,0.339645,,0.608398,,rest,0,0,debug,0.561119,0.580001,0.239285,0.477051,5,0.525621,0.601997,0.940347,0.438354,0.583475,0.851913,1.648953,-0.0333,0.911843,1.771624,0.644025,1.008370,1.840072,0.624387,1.052952,1.729724,0.616124
17.8341,squat,face,0.008298,0.007599,0.582123,0.509558,0.408333,0.068320,0.121458,0.582123,0.008298,4,,0.332035,,0.485352,,rest,0,0,debug,0.561119,0.580001,0.254588,0.392578,5,0.525059,0.602569,0.940486,0.438354,0.558342,0.822490,1.648953,-0.0333,0.888884,1.794915,0.610974,1.008370,1.840072,0.590881,1.030173,1.840072,0.576252
17.8674,squat,face,,0.007599,0.000000,,,,,,,,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.523471,0.603508,0.940833,0.435743,0.533333,0.808208,1.648953,-0.0333,0.861952,1.794915,0.573991,1.000977,1.817209,0.554109,0.980837,1.865207,0.543524
17.9008,squat,face,,0.007599,0.000000,,,,,,,,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.523380,0.605600,0.942778,0.450704,0.479399,0.790122,1.648953,-0.0667,0.851913,1.817209,0.514056,1.008370,1.817209,0.498053,0.905393,1.889295,0.492781
17.9674,squat,face,,0.007599,0.000000,,,,,,,,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.523442,0.602851,0.942431,0.446382,0.462511,0.790122,1.630572,-0.0333,0.851913,1.817209,0.498053,1.008370,1.817209,0.481202,0.872231,1.889295,0.476279
18.0008,squat,face,0.018951,0.011005,0.616742,0.382753,0.461394,0.103247,0.183551,0.616742,0.018951,2,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.524324,0.598744,0.941597,0.431703,0.443674,0.777525,1.612598,-0.0667,0.831844,1.817209,0.482564,1.008370,1.817209,0.468435,0.822490,1.889295,0.462511
18.0675,squat,face,0.016257,0.013683,0.688565,0.406738,0.481185,0.095627,0.170004,0.688565,0.016257,2,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.522934,0.592258,0.940556,0.432797,0.445217,0.768767,1.612598,-0.0333,0.822490,1.817209,0.484390,1.008370,1.817209,0.468435,0.803767,1.889295,0.465454
18.1008,squat,face,0.018316,0.015073,0.702430,0.401658,0.478529,0.101503,0.180449,0.702430,0.018316,2,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.520057,0.590736,0.938958,0.438354,0.453498,0.752940,1.612598,-0.0333,0.808208,1.817209,0.492781,1.008370,1.817209,0.474953,0.803767,1.889295,0.471455
18.1341,squat,face,0.018930,0.016230,0.706243,0.398755,0.481367,0.103190,0.183449,0.706243,0.018930,2,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.517301,0.591223,0.937500,0.440998,0.481202,0.744725,1.593774,-0.0667,0.795026,1.794915,0.521650,1.008370,1.817209,0.504929,0.831844,1.865207,0.492781
18.2008,squat,face,0.018755,0.017518,0.596621,0.398089,0.484338,0.102712,0.182598,0.596621,0.018755,2,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.511539,0.593242,0.937014,0.430252,0.499512,0.752940,1.593774,-0.0333,0.803767,1.794915,0.545551,1.008370,1.817209,0.525398,0.851913,1.865207,0.512256
18.2341,squat,face,0.014643,0.016655,0.614363,0.499277,0.330489,0.090756,0.161344,0.614363,0.014643,4,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.509539,0.593929,0.937500,0.429170,0.512256,0.764749,1.593774,-0.0333,0.822490,1.794915,0.569521,1.008370,1.817209,0.549649,0.861952,1.817209,0.533333
18.2675,squat,face,,0.016655,0.000000,,,,,,,,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.509921,0.595875,0.936736,0.434266,0.517695,0.795026,1.593774,-0.0667,0.861952,1.794915,0.616124,1.008370,1.817209,0.608436,0.894320,1.164298,0.567312
18.3341,squat,face,,0.016655,0.000000,,,,,,,,,0.337310,,0.493896,,rest,0,0,debug,0.561119,0.580001,0.264529,0.492676,5,0.518483,0.603806,0.936389,0.436860,0.523517,0.817238,1.612598,-0.0333,0.899824,1.794915,0.641202,1.008370,1.817209,0.632489,0.923352,0.740954,0.578857
18.3675,squat,face,,0.016655,0.000000,,,,,,,,,0.343843,,0.518555,,rest,0,0,debug,0.561119,0.580001,0.239139,0.506348,5,0.526072,0.608267,0.935833,0.442524,0.523517,0.841410,1.593774,-0.0333,0.935160,1.794915,0.664934,1.008370,1.817209,0.664934,0.980837,0.697548,0.590881
18.4008,squat,face,,0.016655,0.000000,,,,,,,,,0.350545,,0.591309,,rest,0,0,debug,0.561119,0.580001,0.223497,0.545410,5,0.533727,0.615358,0.935833,0.442524,0.523517,0.841410,1.593774,0.0000,0.935160,1.794915,0.664934,1.008370,1.817209,0.664934,0.980837,0.697548,0.590881
18.4341,squat,face,,0.016655,0.000000,,,,,,,,,0.357255,,0.674805,,rest,0,0,debug,0.561119,0.580001,0.212619,0.617676,5,0.539386,0.623073,0.936042,0.447944,0.519797,0.872231,1.612598,0.0000,0.942041,1.771624,0.687710,1.008370,1.840072,0.687710,1.060587,0.680849,0.618731
18.4675,squat,face,,0.016655,0.000000,,,,,,,,,0.363908,0.043763,0.673340,,rest,0,0,debug,0.561119,0.580001,0.205507,0.635742,5,0.544219,0.629224,0.935903,0.453498,0.519797,0.899824,1.612598,0.0000,0.942041,1.794915,0.704263,1.008370,1.840072,0.708160,1.076760,1.127747,0.646873
18.5008,squat,face,,0.016655,0.000000,,,,,,,,,0.368388,0.060453,0.663574,,rest,0,0,debug,0.561119,0.580001,0.195926,0.636230,5,0.549441,0.632803,0.937014,0.460846,0.531396,0.942041,1.612598,0.0000,0.942041,1.771624,0.704263,1.008370,1.817209,0.726241,1.076760,1.462855,0.671475
18.5341,squat,face,,0.016655,0.000000,,,,,,,,,0.373399,0.088379,0.700684,,rest,0,0,debug,0.561119,0.580001,0.188569,0.651367,5,0.554181,0.634475,0.940833,0.479399,0.562637,1.044894,1.648953,-0.0333,0.942041,1.794915,0.708160,1.008370,1.840072,0.749084,1.076760,1.840072,0.740954
18.5675,squat,face,,0.016655,0.000000,,,,,,,,,0.377081,0.101794,0.671387,,rest,0,0,debug,0.561119,0.580001,0.183294,0.651855,5,0.558701,0.635840,0.940903,0.489484,0.583475,1.093433,1.648953,-0.0333,0.942041,1.794915,0.708160,1.008370,1.840072,0.764749,1.068888,1.865207,0.764749
18.6008,squat,face,,0.016655,0.000000,,,,,,,,,0.379749,0.083524,0.630371,,rest,0,0,debug,0.561119,0.580001,0.180242,0.600586,5,0.563305,0.637925,0.941667,0.503193,0.600585,1.127747,1.648953,-0.0333,0.942041,1.794915,0.722144,1.008370,1.840072,0.764749,1.068888,1.889295,0.768767
18.6341,squat,face,,0.016655,0.000000,,,,,,,,,0.379936,0.143738,0.575195,,rest,0,0,debug,0.561119,0.580001,0.175656,0.444092,5,0.566043,0.639589,0.940903,0.515869,0.616124,1.136515,1.648953,-0.0333,0.942041,1.794915,0.744725,1.008370,1.840072,0.749084,1.068888,1.889295,0.704263
18.6675,squat,face,,0.016655,0.000000,,,,,,,,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.567104,0.641426,0.940556,0.533333,0.627067,1.155103,1.669107,-0.0333,0.935160,1.817209,0.756835,1.008370,1.840072,0.737220,1.076760,1.889295,0.836601
18.7008,squat,face,,0.016655,0.000000,,,,,,,,,,,,,rest,0,0,debug,0.561119,0.580001,,,,0.566410,0.643931,0.938333,0.571747,0.644025,1.164298,1.688375,-0.0667,0.942041,1.817209,0.760772,1.008370,1.840072,0.726241,1.068888,1.889295,0.888884
