t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,pose_shoulder_conf,pose_orientation,luma_mean,luma_center,depth_valid,depth_p05,depth_p10,depth_median,depth_center,depth_age,depth_g0,depth_g1,depth_g2,depth_g3,depth_g4,depth_g5,depth_g6,depth_g7,depth_g8
0.0000,squat,face,0.036609,0.036712,0.888017,0.431239,0.215806,0.143502,0.255114,0.888017,0.036609,4,0.650448,0.635209,,0.782227,,rest,0,0,debug,0.561119,0.580001,0.219482,0.268799,2,0.692967,0.690371,0.938333,0.405705,0.460846,0.837971,1.139041,0.0000,0.901407,1.617693,0.590881,1.009858,0.684949,0.560789,1.139041,2.092999,0.430252
0.0333,squat,face,0.036263,0.036577,0.886090,0.430876,0.215377,0.142822,0.253906,0.886090,0.036263,4,0.650866,0.638231,,0.781738,,rest,0,0,debug,0.561119,0.580001,0.219145,0.331055,2,0.693169,0.691051,0.938472,0.406995,0.464188,0.842797,1.147982,0.0000,0.912656,1.617693,0.590881,1.016880,0.684949,0.560789,1.139041,2.062437,0.434266
0.0667,squat,face,0.036440,0.036536,0.880008,0.432475,0.215351,0.143169,0.254523,0.880008,0.036440,4,0.653277,0.638977,,0.812012,,rest,0,0,debug,0.561119,0.580001,0.224198,0.344238,2,0.694122,0.692056,0.937708,0.404743,0.462511,0.842797,1.139041,0.0000,0.906997,1.617693,0.590881,1.009858,0.681304,0.560789,1.139041,2.062437,0.435743
0.1000,squat,face,0.036097,0.036404,0.888017,0.429631,0.211835,0.142494,0.253322,0.888017,0.036097,4,0.654066,0.633430,,0.814941,,rest,0,0,debug,0.561119,0.580001,0.227667,0.349609,2,0.694836,0.693060,0.937361,0.405705,0.462511,0.842797,1.186558,0.0000,0.912656,1.617693,0.590881,1.009858,0.681304,0.560789,1.130241,2.062437,0.439485
0.1333,squat,face,0.035265,0.036062,0.883883,0.431031,0.215323,0.140842,0.250386,0.883883,0.035265,4,0.651744,0.629295,,0.798828,,rest,0,0,debug,0.561119,0.580001,0.224097,0.378418,2,0.695789,0.694680,0.936736,0.405705,0.460846,0.842797,1.177010,0.0000,0.912656,1.617693,0.593623,1.009858,0.684949,0.565121,1.130241,2.062437,0.443674
0.1667,squat,face,0.035028,0.035752,0.884160,0.432937,0.219024,0.140368,0.249543,0.884160,0.035028,4,0.647931,0.629309,,0.774414,,rest,0,0,debug,0.561119,0.580001,0.225558,0.400391,2,0.697022,0.696325,0.937014,0.406995,0.462511,0.842797,1.157714,0.0000,0.912656,1.617693,0.596042,1.016880,0.691425,0.572067,1.139041,2.092999,0.446382
0.2000,squat,face,0.033296,0.035015,0.883054,0.433531,0.223007,0.136854,0.243296,0.883054,0.033296,4,0.648113,0.623663,,0.795898,,rest,0,0,debug,0.561119,0.580001,0.227525,0.395752,2,0.698440,0.698244,0.936528,0.405705,0.464188,0.847677,0.761338,0.0000,0.912656,1.617693,0.598478,1.009858,0.698021,0.579184,1.139041,2.092999,0.450704
0.2333,squat,face,0.032860,0.034369,0.896772,0.432766,0.222879,0.135955,0.241698,0.896772,0.032860,4,0.645373,0.623345,,0.733398,,rest,0,0,debug,0.561119,0.580001,0.225961,0.385986,2,0.699930,0.700723,0.937014,0.409273,0.470156,0.847677,0.757393,0.0000,0.912656,1.617693,0.603418,1.009858,0.705234,0.588505,1.139041,2.062437,0.468435
0.2667,squat,face,0.031161,0.033406,0.877786,0.427511,0.227072,0.132394,0.235368,0.877786,0.031161,4,0.642675,0.614684,,0.750488,,rest,0,0,debug,0.561119,0.580001,0.230659,0.358643,2,0.701760,0.702249,0.936875,0.414236,0.478057,0.847677,0.787087,0.0000,0.906997,1.635777,0.608799,1.009858,0.715581,0.600936,1.130241,2.062437,0.486228
0.3000,squat,face,0.029651,0.032280,0.871365,0.429213,0.233494,0.129147,0.229594,0.871365,0.029651,4,0.639569,0.604217,,0.782227,,rest,0,0,debug,0.561119,0.580001,0.226733,0.258057,2,0.704140,0.703587,0.936597,0.421399,0.489484,0.857621,0.782275,0.0000,0.912656,1.635777,0.619105,1.016880,0.730385,0.613908,1.130241,2.092999,0.508692
0.3333,squat,face,0.028712,0.031210,0.857526,0.429432,0.238665,0.127085,0.225929,0.857526,0.028712,4,0.634669,0.588520,,0.793945,,rest,0,0,debug,0.561119,0.580001,0.236332,0.270508,2,0.707117,0.704426,0.936528,0.431703,0.508692,0.863406,0.778115,0.0000,0.912656,1.635777,0.627451,1.009858,0.745812,0.630151,1.130241,2.062437,0.529473
0.3667,squat,face,0.026082,0.029671,0.857811,0.427878,0.252980,0.121125,0.215333,0.857811,0.026082,4,0.631666,0.579128,,0.779297,,rest,0,0,debug,0.561119,0.580001,0.243607,0.280029,2,0.710487,0.706657,0.936597,0.449516,0.539515,0.873720,0.804399,0.0000,0.912656,1.635777,0.653477,1.002937,0.765894,0.653477,1.139041,2.062437,0.565121
0.4000,squat,face,0.024270,0.028051,0.884988,0.428173,0.260976,0.116842,0.207719,0.884988,0.024270,4,0.628749,0.582011,,0.809082,,rest,0,0,debug,0.561119,0.580001,0.229293,0.342773,2,0.713753,0.709607,0.936458,0.479849,0.583808,0.901407,0.832520,0.0000,0.912656,1.655612,0.675014,1.009858,0.791345,0.675014,1.130241,2.062437,0.611343
0.4334,squat,face,0.022530,0.026394,0.880285,0.427387,0.262766,0.112574,0.200132,0.880285,0.022530,4,0.627375,0.577264,,0.804199,,rest,0,0,debug,0.561119,0.580001,0.224370,0.287109,2,0.714451,0.712147,0.938056,0.481202,0.613908,0.906997,0.906997,0.0000,0.906997,1.655612,0.698021,1.009858,0.818545,0.691425,1.139041,2.062437,0.641603
0.4667,squat,face,0.020252,0.024552,0.862070,0.427449,0.275222,0.106733,0.189748,0.862070,0.020252,4,0.621575,0.583431,,0.794922,,rest,0,0,debug,0.561119,0.580001,0.205422,0.320801,2,0.714037,0.714886,0.937431,0.491363,0.644430,0.918383,0.981783,0.0000,0.912656,1.674570,0.715581,1.009858,0.842797,0.708650,1.139041,2.062437,0.675014
0.5000,squat,face,0.018687,0.022792,0.856387,0.427318,0.281670,0.102526,0.182268,0.856387,0.018687,4,0.616293,0.582831,,0.791992,,rest,0,0,debug,0.561119,0.580001,0.202405,0.347412,2,0.713868,0.719016,0.937847,0.506928,0.653477,0.936869,1.238210,0.0000,0.906997,1.655612,0.730385,1.009858,0.868532,0.726757,1.139041,2.062437,0.719101
0.5334,squat,face,0.016911,0.021028,0.837068,0.429044,0.290919,0.097533,0.173392,0.837068,0.016911,4,0.615606,0.576062,0.326809,0.798828,,rest,0,0,debug,0.561119,0.580001,0.198988,0.370605,2,0.713784,0.724277,0.937500,0.535565,0.665366,0.956115,1.271256,0.0000,0.906997,1.655612,0.753495,1.009858,0.895888,0.745812,1.139041,2.062437,0.773996
0.5667,squat,face,0.015408,0.019342,0.835609,0.428863,0.302934,0.093098,0.165508,0.835609,0.015408,4,0.608235,0.561841,0.356158,0.770996,,rest,0,0,debug,0.561119,0.580001,0.203469,0.350098,2,0.714098,0.728794,0.937083,0.562946,0.684949,0.975238,1.294562,0.0000,0.906997,1.674570,0.778115,1.009858,0.936869,0.761338,1.139041,2.062437,0.813990
0.6000,squat,face,0.014476,0.017882,0.861786,0.429769,0.313465,0.090236,0.160419,0.861786,0.014476,4,0.606844,0.557114,0.363878,0.753906,,rest,0,0,debug,0.561119,0.580001,0.200582,0.421631,2,0.714811,0.733463,0.938333,0.596042,0.694708,1.002937,1.317888,0.0000,0.912656,1.674570,0.799998,1.009858,0.975238,0.773996,1.139041,2.062437,0.863406
0.6334,squat,face,0.012712,0.016331,0.859233,0.435113,0.326385,0.084560,0.150330,0.859233,0.012712,4,0.599469,0.550498,0.383558,0.787598,,rest,0,0,debug,0.561119,0.580001,0.193096,0.437012,2,0.715612,0.737302,0.939167,0.613908,0.698021,1.024511,1.342950,0.0000,0.912656,1.674570,0.823150,1.009858,1.009858,0.787087,1.130241,2.062437,0.906997
0.6667,squat,face,0.012346,0.015135,0.853531,0.438992,0.328532,0.083335,0.148151,0.853531,0.012346,4,0.596223,0.550936,0.520647,0.844727,,rest,0,0,debug,0.561119,0.580001,0.192255,0.414062,2,0.717538,0.743013,0.939861,0.630151,0.701848,1.047035,1.368982,0.0000,0.906997,1.674570,0.847677,1.009858,1.039594,0.795647,1.139041,2.062437,0.962404
0.7000,squat,face,0.011686,0.014100,0.842592,0.442055,0.337286,0.081075,0.144133,0.842592,0.011686,4,0.588302,0.552802,0.405495,0.792480,,rest,0,0,debug,0.561119,0.580001,0.198170,0.391846,2,0.718536,0.748361,0.940833,0.644430,0.701848,1.070570,1.409497,0.0000,0.912656,1.674570,0.857621,1.009858,1.130241,0.799998,1.130241,2.062437,1.009858
0.7334,squat,face,0.011219,0.013236,0.845773,0.447361,0.341325,0.079440,0.141227,0.845773,0.011219,4,0.587504,0.541742,0.550364,0.773438,,rest,0,0,debug,0.561119,0.580001,0.195982,0.416016,2,0.718873,0.752885,0.941250,0.653477,0.705234,1.095185,1.438202,0.0000,0.906997,1.674570,0.868532,1.009858,1.271256,0.804399,1.130241,2.062437,1.655612
0.7667,squat,face,0.010491,0.012412,0.850092,0.452550,0.349362,0.076817,0.136564,0.850092,0.010491,4,0.585897,0.542357,0.542348,0.768555,,rest,0,0,debug,0.561119,0.580001,0.191730,0.447510,2,0.718468,0.757137,0.941319,0.656410,0.701848,1.112438,1.482979,0.0000,0.912656,1.674570,0.878970,1.009858,1.452482,0.813990,1.139041,2.062437,1.715243
0.8000,squat,face,0.010192,0.011746,0.888567,0.454861,0.349866,0.075717,0.134607,0.888567,0.010192,4,0.583195,0.545806,0.563379,0.800781,,rest,0,0,debug,0.561119,0.580001,0.188477,0.405762,2,0.718104,0.759741,0.941319,0.662354,0.705234,1.130241,1.498169,0.0000,0.906997,1.674570,0.884283,1.009858,1.655612,0.818545,1.130241,2.062437,1.801231
0.8334,squat,face,0.009590,0.011099,0.888017,0.462804,0.357216,0.073445,0.130569,0.888017,0.009590,4,0.582427,0.547102,0.549957,0.765137,,rest,0,0,debug,0.561119,0.580001,0.188463,0.460449,2,0.718087,0.761879,0.941458,0.659367,0.701848,1.147982,1.514787,0.0000,0.906997,1.674570,0.878970,1.009858,1.674570,0.813990,1.139041,2.062437,1.779320
0.8667,squat,face,0.009794,0.010708,0.848079,0.466080,0.356714,0.074224,0.131953,0.848079,0.009794,4,0.579424,0.543040,0.539859,0.796387,,rest,0,0,debug,0.561119,0.580001,0.190940,0.454346,2,0.717658,0.763833,0.941181,0.656410,0.701848,1.157714,1.564550,0.0000,0.906997,1.674570,0.878970,1.009858,1.693958,0.813990,1.139041,2.062437,1.801231
0.9000,squat,face,0.009487,0.010341,0.900846,0.471490,0.358786,0.073050,0.129866,0.900846,0.009487,4,0.577838,0.542124,0.652725,0.825195,,rest,0,0,debug,0.561119,0.580001,0.188730,0.388672,2,0.715925,0.764878,0.941458,0.650572,0.698021,1.177010,1.581467,0.0000,0.906997,1.674570,0.873720,1.009858,1.715243,0.813990,1.130241,2.062437,1.801231
0.9334,squat,face,0.008808,0.009881,0.888841,0.475993,0.364962,0.070388,0.125135,0.888841,0.008808,4,0.576022,0.535272,0.564720,0.798828,,rest,0,0,debug,0.561119,0.580001,0.182452,0.478760,2,0.713310,0.764748,0.941319,0.641603,0.694708,1.177010,1.598750,0.0000,0.906997,1.674570,0.842797,1.009858,1.735592,0.813990,1.120963,2.062437,1.779320
0.9667,squat,face,0.008699,0.009527,0.839689,0.480456,0.363782,0.069952,0.124360,0.839689,0.008699,4,0.571856,0.531464,0.568167,0.835938,,rest,0,0,debug,0.561119,0.580001,0.182858,0.520020,2,0.710024,0.764084,0.941250,0.632880,0.691425,1.177010,1.617693,0.0000,0.906997,1.693958,0.823150,1.009858,1.756431,0.813990,1.139041,2.062437,1.779320
1.0000,squat,face,0.008582,0.009243,0.895137,0.485348,0.364083,0.069478,0.123517,0.895137,0.008582,4,0.574147,0.539781,0.591604,0.845703,,rest,0,0,debug,0.561119,0.580001,0.176749,0.484619,2,0.705960,0.763083,0.940347,0.622113,0.688171,1.177010,1.635777,0.0000,0.906997,1.693958,0.809485,1.016880,1.756431,0.809485,1.139041,2.062437,1.598750
1.0334,squat,face,0.008621,0.009057,0.874442,0.489170,0.364850,0.069637,0.123799,0.874442,0.008621,4,0.572054,0.539804,0.597311,0.821777,,rest,0,0,debug,0.561119,0.580001,0.175436,0.525391,2,0.702769,0.762468,0.940556,0.616494,0.684949,1.186558,1.635777,0.0000,0.912656,1.693958,0.782275,1.009858,1.779320,0.799998,1.130241,2.092999,1.016880
1.0667,squat,face,0.008220,0.008806,0.818786,0.492258,0.369066,0.067997,0.120884,0.818786,0.008220,4,0.568689,0.540335,0.604725,0.787598,,rest,0,0,debug,0.561119,0.580001,0.173993,0.541504,2,0.701532,0.762106,0.940833,0.611343,0.678145,1.196261,1.635777,0.0000,0.906997,1.693958,0.778115,1.009858,1.801231,0.799998,1.147982,2.092999,0.996105
1.1000,squat,face,0.008041,0.008576,0.810695,0.498389,0.374989,0.067253,0.119562,0.810695,0.008041,4,0.566203,0.537862,0.532925,0.765625,,rest,0,0,debug,0.561119,0.580001,0.171610,0.544434,2,0.701191,0.761258,0.941875,0.603418,0.675014,1.206836,1.655612,0.0000,0.912656,1.693958,0.757393,1.009858,1.779320,0.795647,1.130241,2.062437,1.825311
1.1334,squat,face,0.007648,0.008298,0.851813,0.503486,0.379598,0.065592,0.116608,0.851813,0.007648,4,0.560879,0.537983,0.594859,0.831543,,rest,0,0,debug,0.561119,0.580001,0.173298,0.589355,2,0.701296,0.761915,0.941319,0.600936,0.675014,1.216872,1.655612,0.0000,0.906997,1.693958,0.749634,1.009858,1.801231,0.795647,1.120963,2.062437,1.898054
1.1667,squat,face,0.007272,0.007990,0.865461,0.506038,0.385376,0.063957,0.113702,0.865461,0.007272,4,0.556842,0.535468,0.586013,0.816406,,rest,0,0,debug,0.561119,0.580001,0.170952,0.603516,2,0.701252,0.761992,0.941250,0.606275,0.678145,1.238210,1.674570,0.0000,0.906997,1.693958,0.745812,1.009858,1.801231,0.795647,1.130241,2.062437,1.923004
1.2001,squat,face,0.007443,0.007826,0.833561,0.510681,0.390792,0.064705,0.115031,0.833561,0.007443,4,0.553224,0.531889,0.589865,0.829102,,rest,0,0,debug,0.561119,0.580001,0.164703,0.581055,2,0.700270,0.762103,0.941528,0.611343,0.675014,1.248775,1.693958,0.0000,0.906997,1.693958,0.726757,1.009858,1.825311,0.787087,1.130241,2.092999,1.948620
1.2334,squat,face,0.007069,0.007599,0.869963,0.517516,0.397897,0.063060,0.112107,0.869963,0.007069,4,0.551706,0.530849,0.599203,0.852051,,rest,0,0,debug,0.561119,0.580001,0.162045,0.546387,2,0.698676,0.763437,0.942153,0.619105,0.671916,1.260303,1.693958,0.0000,0.912656,1.693958,0.719101,1.009858,1.825311,0.769925,1.139041,2.092999,1.948620
1.2667,squat,face,0.006832,0.007369,0.810093,0.520456,0.396201,0.061993,0.110210,0.810093,0.006832,4,0.549103,0.531863,0.602111,0.791016,,rest,0,0,debug,0.561119,0.580001,0.160636,0.541016,2,0.697725,0.765106,0.942361,0.632880,0.678145,1.271256,1.693958,0.0000,0.912656,1.693958,0.749634,1.009858,1.825311,0.753495,1.130241,2.062437,1.948620
1.3001,squat,face,0.007007,0.007260,0.816397,0.529544,0.406104,0.062781,0.111611,0.816397,0.007007,4,0.542683,0.521299,0.687087,0.777832,,rest,0,0,debug,0.561119,0.580001,0.153699,0.544434,2,0.696176,0.765891,0.942708,0.632880,0.681304,1.282403,1.715243,0.0000,0.912656,1.693958,0.773996,1.009858,1.825311,0.742025,1.130241,2.092999,1.948620
1.3334,squat,face,0.006495,0.007031,0.823839,0.532668,0.406735,0.060445,0.107458,0.823839,0.006495,4,0.540580,0.518102,0.517079,0.758789,,rest,0,0,debug,0.561119,0.580001,0.150992,0.571777,2,0.694671,0.764892,0.942917,0.632880,0.681304,1.294562,1.715243,0.0000,0.906997,1.693958,0.787087,1.009858,1.825311,0.737749,1.139041,2.062437,1.948620
1.3667,squat,face,0.006695,0.006930,0.831802,0.538551,0.413290,0.061369,0.109100,0.831802,0.006695,4,0.537671,0.518650,,0.832031,,rest,0,0,debug,0.561119,0.580001,0.146972,0.493164,2,0.692864,0.763487,0.943125,0.630151,0.681304,1.306121,1.715243,0.0000,0.912656,1.693958,0.791345,1.009858,1.825311,0.742025,1.130241,2.062437,1.923004
1.4001,squat,face,0.006405,0.006773,0.878342,0.542701,0.412461,0.060024,0.106709,0.878342,0.006405,4,0.534456,0.514672,0.677494,0.773926,,rest,0,0,debug,0.561119,0.580001,0.139070,0.523438,2,0.690881,0.762534,0.942847,0.624771,0.681304,1.317888,1.715243,0.0000,0.912656,1.693958,0.799998,1.009858,1.848364,0.742025,1.139041,2.062437,1.948620
1.4334,squat,face,0.006249,0.006616,0.852673,0.546966,0.412511,0.059288,0.105402,0.852673,0.006249,4,0.535487,0.521117,0.662040,0.772949,,rest,0,0,debug,0.561119,0.580001,0.131903,0.599121,2,0.690511,0.763937,0.942083,0.619105,0.678145,1.330733,1.715243,0.0000,0.912656,1.693958,0.799998,1.009858,1.848364,0.734050,1.130241,2.062437,1.948620
1.4667,squat,face,0.006435,0.006561,0.860085,0.555224,0.418647,0.060162,0.106955,0.860085,0.006435,4,0.532794,0.526191,0.652599,0.798340,,rest,0,0,debug,0.561119,0.580001,0.121774,0.509766,2,0.689939,0.765249,0.943264,0.619105,0.675014,1.330733,1.735592,0.0000,0.906997,1.693958,0.795647,1.009858,1.848364,0.730385,1.139041,2.062437,1.923004
1.5001,squat,face,0.006267,0.006473,0.881948,0.559024,0.422182,0.059372,0.105551,0.881948,0.006267,4,0.529020,0.519354,0.775344,0.769531,,rest,0,0,debug,0.561119,0.580001,0.112945,0.518555,2,0.689004,0.766441,0.942778,0.619105,0.671916,1.330733,1.735592,0.0000,0.912656,1.693958,0.799998,1.009858,1.848364,0.726757,1.130241,2.062437,1.948620
1.5334,squat,face,0.005689,0.006238,0.848942,0.564444,0.419662,0.056570,0.100569,0.848942,0.005689,4,0.527409,0.525323,0.777397,0.789062,,rest,0,0,debug,0.561119,0.580001,0.117668,0.480713,2,0.685691,0.764711,0.942986,0.616494,0.668842,1.330733,1.735592,0.0000,0.912656,1.693958,0.813990,1.009858,1.848364,0.723163,1.130241,2.062437,1.923004
1.5667,squat,face,0.006237,0.006238,0.864615,0.569216,0.423718,0.059233,0.105304,0.864615,0.006237,4,0.526016,0.520525,0.783697,0.791992,,rest,0,0,debug,0.561119,0.580001,0.125747,0.483643,2,0.682483,0.762582,0.942292,0.616494,0.665366,1.330733,1.735592,0.0000,0.906997,1.693958,0.827806,1.009858,1.848364,0.719101,1.139041,2.062437,1.923004
1.6001,squat,face,0.005931,0.006146,0.861220,0.571308,0.425082,0.057761,0.102686,0.861220,0.005931,4,0.525974,0.510413,0.781187,0.764160,,rest,0,0,debug,0.561119,0.580001,0.123697,0.484619,2,0.679674,0.760021,0.942986,0.613908,0.665366,1.317888,1.735592,0.0000,0.912656,1.693958,0.832520,1.009858,1.848364,0.723163,1.139041,2.062437,1.898054
1.6334,squat,face,0.005868,0.006062,0.850953,0.574366,0.424875,0.057453,0.102138,0.850953,0.005868,4,0.527294,0.514063,,0.736328,,rest,0,0,debug,0.561119,0.580001,0.127378,0.460938,2,0.677006,0.758345,0.942014,0.613908,0.662354,1.317888,1.756431,0.0000,0.906997,1.693958,0.818545,1.009858,1.848364,0.723163,1.139041,2.062437,1.898054
1.6667,squat,face,0.005547,0.005908,0.846639,0.574906,0.423348,0.055858,0.099302,0.846639,0.005547,4,0.530575,0.511327,,0.723145,,rest,0,0,debug,0.561119,0.580001,0.122317,0.488770,2,0.673986,0.756002,0.942500,0.611343,0.665366,1.306121,1.756431,0.0000,0.906997,1.693958,0.823150,1.009858,1.848364,0.723163,1.130241,2.062437,1.898054
1.7001,squat,face,0.005485,0.005781,0.851240,0.576942,0.421747,0.055544,0.098745,0.851240,0.005485,4,0.532116,0.515846,0.815754,0.722168,,rest,0,0,debug,0.561119,0.580001,0.128147,0.498047,2,0.671127,0.753296,0.941528,0.613908,0.665366,1.306121,1.756431,0.0000,0.906997,1.693958,0.757393,1.002937,1.872029,0.723163,1.139041,2.062437,1.923004
1.7334,squat,face,0.005581,0.005721,0.830627,0.576344,0.414810,0.056031,0.099611,0.830627,0.005581,4,0.534090,0.521299,0.798166,0.735352,,rest,0,0,debug,0.561119,0.580001,0.126744,0.507324,2,0.668132,0.750063,0.941389,0.611343,0.662354,1.306121,1.756431,0.0000,0.906997,1.693958,0.715581,1.009858,1.872029,0.723163,1.139041,2.062437,1.923004
1.7667,squat,face,0.005651,0.005700,0.799169,0.574747,0.412927,0.056382,0.100235,0.799169,0.005651,4,0.538979,0.528480,0.814363,0.718262,,rest,0,0,debug,0.561119,0.580001,0.125221,0.446533,2,0.665223,0.747442,0.941458,0.608799,0.662354,1.306121,1.756431,0.0000,0.912656,1.693958,0.698021,1.009858,1.872029,0.719101,1.139041,2.062437,1.898054
1.8001,squat,face,0.005641,0.005683,0.775290,0.575410,0.400580,0.056332,0.100146,0.775290,0.005641,4,0.545046,0.542130,0.818154,0.697754,,rest,0,0,debug,0.561119,0.580001,0.129918,0.407227,2,0.662303,0.744132,0.941250,0.606275,0.656410,1.306121,1.756431,0.0000,0.912656,1.693958,0.678145,1.009858,1.872029,0.715581,1.130241,2.062437,1.948620
1.8334,squat,face,0.005161,0.005526,0.832682,0.575883,0.395390,0.053879,0.095785,0.832682,0.005161,4,0.551366,0.545557,0.816963,0.735352,,rest,0,0,debug,0.561119,0.580001,0.124582,0.370117,2,0.659905,0.740839,0.941389,0.600936,0.650572,1.306121,1.756431,0.0000,0.912656,1.693958,0.671916,1.009858,1.872029,0.712099,1.139041,2.092999,1.948620
1.8667,squat,face,0.005070,0.005389,0.815499,0.574049,0.389358,0.053402,0.094937,0.815499,0.005070,4,0.553779,0.546477,,0.642090,,rest,0,0,debug,0.561119,0.580001,0.104614,0.257324,2,0.658069,0.736505,0.942292,0.596042,0.647281,1.306121,1.756431,0.0000,0.906997,1.693958,0.656410,1.009858,1.872029,0.705234,1.130241,2.062437,1.948620
1.9001,squat,face,0.005295,0.005361,0.763869,0.575331,0.381170,0.054575,0.097022,0.763869,0.005295,4,0.564280,0.558606,,0.642578,,rest,0,0,debug,0.561119,0.580001,0.093975,0.298340,2,0.656649,0.733405,0.942778,0.588505,0.641603,1.330733,1.756431,0.0000,0.906997,1.693958,0.650572,1.016880,1.872029,0.701848,1.139041,2.092999,1.976825
1.9334,squat,face,0.005093,0.005281,0.820870,0.574014,0.375092,0.053524,0.095153,0.820870,0.005093,4,0.574602,0.557815,,0.701172,,rest,0,0,debug,0.561119,0.580001,0.091346,0.301514,2,0.653784,0.731134,0.943403,0.586148,0.641603,1.330733,1.756431,0.0000,0.906997,1.693958,0.650572,1.016880,1.872029,0.698021,1.139041,2.062437,1.976825
1.9668,squat,face,0.005067,0.005216,0.790261,0.571765,0.371482,0.053385,0.094907,0.790261,0.005067,4,0.578588,0.571442,,0.706543,,rest,0,0,debug,0.561119,0.580001,0.094221,0.264160,2,0.648858,0.728139,0.943750,0.581487,0.638802,1.342950,1.779320,0.0000,0.906997,1.693958,0.650572,1.009858,1.872029,0.694708,1.130241,2.062437,1.976825
2.0001,squat,face,0.005270,0.005233,0.732877,0.568847,0.367061,0.054448,0.096797,0.732877,0.005270,4,0.586352,0.570265,,0.745117,,rest,0,0,debug,0.561119,0.580001,0.099105,0.313477,2,0.645199,0.725122,0.944236,0.576576,0.638802,1.342950,1.779320,0.0000,0.906997,1.693958,0.653477,1.009858,1.872029,0.694708,1.130241,2.062437,2.003906
2.0334,squat,face,0.005383,0.005278,0.709864,0.567987,0.367771,0.055028,0.097827,0.709864,0.005383,4,0.588307,0.582314,,0.758301,,rest,0,0,debug,0.561119,0.580001,0.100754,0.354736,2,0.641186,0.721123,0.944097,0.579184,0.638802,1.342950,1.779320,0.0000,0.906997,1.693958,0.653477,1.009858,1.872029,0.691425,1.130241,2.062437,1.976825
2.0668,squat,face,0.005155,0.005241,0.676582,0.570364,0.366630,0.053846,0.095727,0.676582,0.005155,4,0.590374,0.582782,,0.808594,,rest,0,0,debug,0.561119,0.580001,0.101048,0.413086,2,0.637957,0.716511,0.944375,0.579184,0.641603,1.342950,1.756431,0.0000,0.906997,1.693958,0.650572,1.009858,1.872029,0.691425,1.130241,2.062437,1.976825
2.1001,squat,face,0.005166,0.005218,0.706416,0.568672,0.368741,0.053906,0.095832,0.706416,0.005166,4,0.590274,0.586407,,0.776855,,rest,0,0,debug,0.561119,0.580001,0.101984,0.397705,2,0.634738,0.710641,0.944097,0.581487,0.641603,1.342950,1.779320,0.0000,0.906997,1.693958,0.653477,1.016880,1.872029,0.691425,1.139041,2.092999,2.003906
2.1334,squat,face,0.005263,0.005232,0.698072,0.568895,0.371455,0.054409,0.096727,0.698072,0.005263,4,0.590777,0.583614,,0.804688,,rest,0,0,debug,0.561119,0.580001,0.103629,0.415771,2,0.631963,0.704761,0.944444,0.581487,0.638802,1.330733,1.756431,0.0000,0.906997,1.693958,0.653477,1.009858,1.872029,0.688171,1.130241,2.092999,1.976825
2.1668,squat,face,0.005169,0.005213,0.725175,0.567223,0.370021,0.053923,0.095863,0.725175,0.005169,4,0.589541,0.586181,,0.794922,,rest,0,0,debug,0.561119,0.580001,0.101492,0.363770,2,0.628769,0.697878,0.943750,0.579184,0.641603,1.330733,1.756431,0.0000,0.906997,1.693958,0.647281,1.009858,1.872029,0.684949,1.139041,2.062437,1.976825
2.2001,squat,face,0.005399,0.005269,0.732211,0.568982,0.370068,0.055108,0.097970,0.732211,0.005399,4,0.588039,0.583458,,0.749023,,rest,0,0,debug,0.561119,0.580001,0.089247,0.298828,2,0.625068,0.689731,0.943750,0.579184,0.641603,1.317888,1.756431,0.0000,0.906997,1.693958,0.647281,1.009858,1.898054,0.684949,1.139041,2.092999,1.976825
2.2334,squat,face,0.004953,0.005174,0.743789,0.569852,0.374277,0.052784,0.093838,0.743789,0.004953,4,0.581737,0.580009,,0.707520,,rest,0,0,debug,0.561119,0.580001,0.086760,0.332275,2,0.622393,0.683747,0.943958,0.576576,0.638802,1.317888,1.756431,0.0000,0.912656,1.693958,0.647281,1.009858,1.872029,0.684949,1.139041,2.092999,1.976825
2.2668,squat,face,0.005022,0.005128,0.738188,0.569617,0.374083,0.053149,0.094488,0.738188,0.005022,4,0.580436,0.570176,,0.681152,,rest,0,0,debug,0.561119,0.580001,0.073140,0.193604,2,0.622221,0.686073,0.943750,0.579184,0.636024,1.317888,1.756431,0.0000,0.906997,1.693958,0.644430,1.009858,1.872029,0.681304,1.130241,2.092999,1.976825
2.3001,squat,face,0.005244,0.005163,0.751626,0.570528,0.377567,0.054309,0.096550,0.751626,0.005244,4,0.576503,0.568634,,0.726562,,rest,0,0,debug,0.561119,0.580001,0.071697,0.291748,2,0.623098,0.693797,0.943611,0.574313,0.636024,1.317888,1.756431,0.0000,0.906997,1.693958,0.641603,1.009858,1.872029,0.684949,1.130241,2.092999,1.976825
2.3334,squat,face,0.004812,0.005058,0.730208,0.569553,0.381818,0.052027,0.092492,0.730208,0.004812,4,0.572830,0.571664,,0.734863,,rest,0,0,debug,0.561119,0.580001,0.096067,0.413330,2,0.625254,0.701687,0.943264,0.576576,0.632880,1.330733,1.756431,0.0000,0.912656,1.693958,0.641603,1.009858,1.872029,0.684949,1.139041,2.092999,1.976825
