t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,pose_shoulder_conf,pose_orientation,luma_mean,luma_center,depth_valid,depth_p05,depth_p10,depth_median,depth_center,depth_age,depth_g0,depth_g1,depth_g2,depth_g3,depth_g4,depth_g5,depth_g6,depth_g7,depth_g8
13.5673,pushUp,face,0.076931,0.076918,0.899490,0.544845,0.174433,0.208024,0.369820,0.899490,0.076931,4,0.643162,0.653352,,0.592285,,rest,1,5,debug,0.094581,0.245758,0.281968,0.130615,2,0.681651,0.638842,0.937986,0.420361,0.434266,1.087048,1.635777,-0.0333,0.912656,1.674570,0.450704,1.031738,1.756431,0.452294,1.186558,2.032753,1.948620
13.6006,pushUp,face,0.076759,0.076871,0.901929,0.547293,0.172132,0.207790,0.369405,0.901929,0.076759,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.682846,0.641998,0.937083,0.420361,0.434266,1.095185,1.655612,-0.0333,0.918383,1.674570,0.449516,1.039594,1.756431,0.453498,1.196261,2.062437,1.976825
13.6339,pushUp,face,0.076701,0.076820,0.925179,0.545662,0.164273,0.207712,0.369266,0.925179,0.076701,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.682124,0.642486,0.937292,0.421399,0.435743,1.087048,1.635777,-0.0333,0.912656,1.674570,0.452294,1.024511,1.779320,0.453498,1.177010,2.062437,1.976825
13.6673,pushUp,face,0.076529,0.076733,0.910282,0.548192,0.170757,0.207479,0.368852,0.910282,0.076529,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.683454,0.643209,0.937083,0.421399,0.436860,1.104041,1.655612,-0.0333,0.925022,1.674570,0.449516,1.031738,1.779320,0.456734,1.177010,2.062437,1.976825
13.7006,pushUp,face,0.078029,0.077122,0.918027,0.546092,0.166554,0.209503,0.372449,0.918027,0.078029,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.685514,0.646194,0.936528,0.423839,0.438354,1.120963,1.674570,-0.0667,0.925022,1.674570,0.450704,1.024511,1.779320,0.459605,1.139041,2.062437,1.976825
13.7673,pushUp,face,0.076979,0.077049,0.914296,0.547006,0.155889,0.208089,0.369935,0.914296,0.076979,4,0.353345,0.322625,,0.424072,,rest,1,5,debug,0.094581,0.245758,0.305679,0.111572,4,0.687139,0.648886,0.936597,0.423839,0.439485,1.130241,1.674570,-0.0333,0.925022,1.674570,0.450704,1.024511,1.801231,0.460846,1.139041,2.032753,1.976825
13.8006,pushUp,face,0.077921,0.077311,0.904632,0.547713,0.149550,0.209357,0.372191,0.904632,0.077921,4,0.418896,0.316237,,0.409424,,rest,1,5,debug,0.094581,0.245758,0.305020,0.119873,4,0.687517,0.650610,0.936597,0.423839,0.439485,1.130241,1.674570,0.0000,0.925022,1.674570,0.450704,1.024511,1.801231,0.460846,1.139041,2.032753,1.976825
13.8339,pushUp,face,0.077485,0.077363,0.900846,0.547384,0.150195,0.208770,0.371147,0.900846,0.077485,4,0.347282,0.314412,,0.457275,,rest,1,5,debug,0.094581,0.245758,0.303556,0.137207,4,0.687385,0.651197,0.936667,0.423839,0.439485,1.139041,1.693958,0.0000,0.925022,1.674570,0.449516,1.024511,1.801231,0.462511,1.147982,2.062437,1.976825
13.8673,pushUp,face,0.078165,0.077603,0.921213,0.549814,0.157434,0.209685,0.372773,0.921213,0.078165,4,0.429380,0.322395,,0.464355,,rest,1,5,debug,0.094581,0.245758,0.310028,0.118164,4,0.688878,0.651019,0.936597,0.423839,0.439485,1.120963,1.674570,0.0000,0.918383,1.674570,0.452294,1.016880,1.801231,0.460846,1.139041,2.062437,1.976825
13.9006,pushUp,face,0.077185,0.077478,0.921743,0.549345,0.158019,0.208367,0.370430,0.921743,0.077185,4,0.436014,0.317502,,0.513672,,rest,1,5,debug,0.094581,0.245758,0.299522,0.140869,4,0.688205,0.650258,0.936944,0.423839,0.439485,1.112438,1.674570,0.0000,0.912656,1.674570,0.450704,1.009858,1.779320,0.460846,1.130241,2.032753,1.976825
13.9339,pushUp,face,0.077598,0.077514,0.922272,0.546625,0.157078,0.208923,0.371419,0.922272,0.077598,4,0.430917,0.313988,,0.491211,,rest,1,5,debug,0.094581,0.245758,0.294224,0.147461,4,0.688021,0.650945,0.937014,0.423839,0.439485,1.112438,1.674570,0.0000,0.925022,1.674570,0.450704,1.009858,1.801231,0.462511,1.120963,2.032753,1.976825
13.9673,pushUp,face,0.078013,0.077664,0.916963,0.547388,0.151376,0.209481,0.372411,0.916963,0.078013,4,0.424561,0.312031,,0.603027,,rest,1,5,debug,0.094581,0.245758,0.292432,0.147217,4,0.687705,0.651350,0.936597,0.425249,0.439485,1.120963,1.674570,0.0000,0.925022,1.674570,0.449516,1.009858,1.801231,0.460846,1.130241,2.032753,1.976825
14.0006,pushUp,face,0.077296,0.077553,0.911354,0.548620,0.153017,0.208516,0.370696,0.911354,0.077296,4,0.418657,0.312387,,0.487549,,rest,1,5,debug,0.094581,0.245758,0.291540,0.120361,4,0.687609,0.652188,0.936528,0.425249,0.439485,1.112438,1.674570,0.0000,0.925022,1.674570,0.450704,1.009858,1.801231,0.462511,1.130241,2.032753,1.976825
14.0339,pushUp,face,0.077211,0.077451,0.907865,0.548135,0.152342,0.208401,0.370491,0.907865,0.077211,4,0.417976,0.311729,,0.464111,,rest,1,5,debug,0.094581,0.245758,0.288854,0.113037,4,0.687349,0.652979,0.936944,0.423839,0.439485,1.112438,1.674570,0.0000,0.918383,1.674570,0.449516,1.009858,1.801231,0.460846,1.130241,2.062437,1.976825
14.0673,pushUp,face,0.076800,0.077255,0.904362,0.548376,0.150453,0.207846,0.369505,0.904362,0.076800,4,0.417918,0.316198,,0.515137,,rest,1,5,debug,0.094581,0.245758,0.293085,0.108643,4,0.687202,0.653414,0.936528,0.423839,0.439485,1.112438,1.674570,0.0000,0.925022,1.674570,0.449516,1.024511,1.801231,0.460846,1.130241,2.062437,1.976825
14.1006,pushUp,face,0.076938,0.077160,0.901117,0.548622,0.149819,0.208033,0.369836,0.901117,0.076938,4,0.416674,0.313141,,0.489746,,rest,1,5,debug,0.094581,0.245758,0.288951,0.109131,4,0.687129,0.653704,0.936806,0.423839,0.439485,1.112438,1.674570,0.0000,0.918383,1.674570,0.449516,1.016880,1.801231,0.462511,1.130241,2.062437,1.976825
14.1339,pushUp,face,0.078135,0.077453,0.895137,0.548261,0.147616,0.209644,0.372701,0.895137,0.078135,4,0.420917,0.313512,,0.458984,,rest,1,5,debug,0.094581,0.245758,0.291596,0.114502,4,0.687269,0.653984,0.936389,0.423839,0.439485,1.112438,1.674570,0.0000,0.918383,1.674570,0.450704,1.024511,1.801231,0.462511,1.130241,2.062437,1.976825
14.1673,pushUp,face,0.077376,0.077430,0.894318,0.548268,0.149778,0.208625,0.370888,0.894318,0.077376,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.687486,0.654233,0.936458,0.423839,0.439485,1.112438,1.693958,-0.0333,0.918383,1.674570,0.449516,1.016880,1.825311,0.462511,1.130241,2.062437,1.976825
14.2006,pushUp,face,0.076941,0.077283,0.888567,0.548393,0.148313,0.208037,0.369844,0.888567,0.076941,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.687808,0.654492,0.936875,0.423839,0.439485,1.112438,1.674570,-0.0333,0.918383,1.674570,0.450704,1.016880,1.801231,0.462511,1.130241,2.062437,1.976825
14.2339,pushUp,face,0.078111,0.077531,0.886090,0.546650,0.142827,0.209612,0.372644,0.886090,0.078111,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.688093,0.654724,0.936458,0.423839,0.438354,1.130241,1.693958,-0.0667,0.930907,1.655612,0.446382,1.016880,1.825311,0.464188,1.147982,2.062437,2.003906
14.3006,pushUp,face,0.074987,0.076234,0.899761,0.549652,0.151321,0.205378,0.365116,0.899761,0.074987,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.689830,0.657698,0.936528,0.423839,0.438354,1.104041,1.693958,-0.0333,0.918383,1.674570,0.449516,1.016880,1.825311,0.462511,1.130241,2.062437,2.003906
14.3340,pushUp,face,0.075424,0.075991,0.895682,0.548918,0.149036,0.205975,0.366178,0.895682,0.075424,4,0.414432,0.314193,,0.598145,,rest,1,5,debug,0.094581,0.245758,0.309446,0.158691,4,0.690847,0.658110,0.937014,0.423839,0.439485,1.112438,1.674570,-0.0333,0.925022,1.674570,0.449516,1.016880,1.801231,0.462511,1.139041,2.062437,1.976825
14.3673,pushUp,face,0.077014,0.076298,0.888292,0.549031,0.146737,0.208136,0.370019,0.888292,0.077014,4,0.419124,0.315696,,0.551758,,rest,1,5,debug,0.094581,0.245758,0.306255,0.121826,4,0.690371,0.656958,0.937014,0.423839,0.439485,1.112438,1.674570,0.0000,0.925022,1.674570,0.449516,1.016880,1.801231,0.462511,1.139041,2.062437,1.976825
14.4006,pushUp,face,0.076767,0.076439,0.882501,0.548591,0.147494,0.207802,0.369426,0.882501,0.076767,4,0.418821,0.307071,,0.583496,,rest,1,5,debug,0.094581,0.245758,0.292970,0.144775,4,0.690291,0.656948,0.936944,0.423839,0.439485,1.112438,1.674570,0.0000,0.918383,1.674570,0.449516,1.009858,1.801231,0.464188,1.130241,2.032753,1.976825
14.4340,pushUp,face,0.076771,0.076538,0.887742,0.549178,0.148938,0.207807,0.369434,0.887742,0.076771,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.690343,0.656882,0.936875,0.423839,0.438354,1.104041,1.674570,-0.0333,0.918383,1.674570,0.447944,1.009858,1.801231,0.462511,1.130241,2.062437,1.976825
14.4673,pushUp,face,0.075172,0.076128,0.884712,0.549457,0.152052,0.205631,0.365566,0.884712,0.075172,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.690629,0.657198,0.936944,0.423839,0.438354,1.104041,1.674570,-0.0333,0.918383,1.674570,0.447944,1.009858,1.801231,0.462511,1.130241,2.062437,1.976825
14.5006,pushUp,face,0.075265,0.075869,0.891310,0.546908,0.151346,0.205759,0.365793,0.891310,0.075265,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.690912,0.657652,0.936736,0.423839,0.439485,1.095185,1.693958,-0.0333,0.918383,1.674570,0.449516,1.009858,1.801231,0.462511,1.139041,2.062437,1.976825
14.5340,pushUp,face,0.076861,0.076167,0.896772,0.546238,0.146392,0.207929,0.369651,0.896772,0.076861,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.691090,0.657915,0.937083,0.423839,0.438354,1.095185,1.693958,-0.0667,0.918383,1.674570,0.449516,1.016880,1.801231,0.460846,1.130241,2.062437,1.976825
14.6006,pushUp,face,0.074337,0.075234,0.905711,0.545715,0.152782,0.204486,0.363531,0.905711,0.074337,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.691255,0.658291,0.937361,0.422791,0.438354,1.095185,1.674570,-0.0333,0.925022,1.674570,0.449516,1.016880,1.801231,0.462511,1.130241,2.032753,1.976825
14.6340,pushUp,face,0.077065,0.075783,0.903822,0.543643,0.149890,0.208205,0.370142,0.903822,0.077065,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.691167,0.657727,0.936875,0.421399,0.436860,1.095185,1.674570,-0.0333,0.925022,1.674570,0.447944,1.009858,1.801231,0.460846,1.130241,2.032753,1.976825
14.6673,pushUp,face,0.074304,0.075340,0.908403,0.543330,0.153750,0.204441,0.363451,0.908403,0.074304,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.691141,0.657635,0.937222,0.421399,0.436860,1.087048,1.674570,-0.0667,0.918383,1.674570,0.446382,1.016880,1.801231,0.460846,1.130241,2.032753,1.976825
14.7340,pushUp,face,0.074810,0.075070,0.916430,0.544493,0.152737,0.205136,0.364686,0.916430,0.074810,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.691135,0.657716,0.937153,0.421399,0.436860,1.087048,1.674570,-0.0333,0.918383,1.674570,0.446382,1.016880,1.825311,0.460846,1.139041,2.062437,1.976825
14.7673,pushUp,face,0.075161,0.075097,0.919356,0.543516,0.151190,0.205617,0.365540,0.919356,0.075161,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.691151,0.657727,0.936597,0.421399,0.435743,1.087048,1.674570,-0.0333,0.918383,1.655612,0.446382,1.009858,1.801231,0.460846,1.120963,2.062437,1.976825
14.8006,pushUp,face,0.076902,0.075638,0.917761,0.542900,0.148261,0.207984,0.369749,0.917761,0.076902,4,,,,,,rest,1,5,debug,0.094581,0.245758,,,,0.691317,0.657911,0.936667,0.420361,0.435743,1.087048,1.693958,-0.0667,0.918383,1.674570,0.446382,1.009858,1.801231,0.460846,1.130241,2.062437,1.976825
